(('168', '265', '3', '265', '168', '265', '3'), 562)
(('3', '265', '168', '265', '3', '265', '265'), 84)
(('265', '240', '240', '13', '4', '78', '13'), 84)
(('6', '33', '5', '3', '197', '192', '192'), 83)
(('13', '78', '13', '265', '265', '240', '240'), 82)
(('265', '3', '265', '265', '168', '265', '3'), 81)
(('78', '13', '13', '78', '13', '13', '4'), 80)
(('78', '142', '78', '102', '78', '78', '142'), 78)
(('3', '265', '265', '168', '265', '3', '265'), 78)
(('265', '265', '265', '168', '168', '265', '265'), 78)
(('168', '265', '3', '265', '168', '265', '168'), 76)
(('168', '265', '265', '3', '168', '168', '146'), 76)
(('265', '168', '265', '3', '265', '265', '168'), 76)
(('265', '43', '3', '265', '43', '168', '168'), 75)
(('168', '168', '265', '3', '265', '168', '168'), 75)
(('265', '168', '265', '168', '265', '3', '265'), 72)
(('78', '78', '142', '78', '102', '78', '78'), 71)
(('168', '265', '3', '265', '3', '168', '265'), 71)
(('265', '265', '265', '168', '168', '168', '265'), 71)
(('265', '265', '168', '168', '168', '265', '265'), 71)
(('240', '240', '240', '13', '4', '78', '13'), 70)
(('78', '13', '265', '265', '240', '240', '13'), 70)
(('265', '168', '168', '168', '265', '3', '265'), 69)
(('265', '265', '3', '168', '168', '146', '168'), 67)
(('265', '265', '240', '240', '13', '4', '78'), 65)
(('3', '265', '168', '265', '3', '265', '3'), 64)
(('265', '3', '265', '168', '168', '168', '265'), 64)
(('265', '3', '265', '3', '168', '265', '3'), 62)
(('3', '265', '3', '168', '265', '3', '265'), 62)
(('265', '168', '168', '265', '3', '265', '265'), 61)
(('168', '168', '265', '3', '265', '265', '168'), 60)
(('13', '265', '265', '240', '240', '13', '4'), 60)
(('265', '168', '265', '3', '265', '3', '168'), 58)
(('265', '168', '168', '168', '265', '265', '265'), 57)
(('192', '192', '6', '33', '5', '3', '197'), 57)
(('168', '265', '265', '265', '265', '265', '168'), 57)
(('4', '240', '240', '13', '4', '78', '13'), 56)
(('265', '43', '3', '265', '43', '265', '168'), 55)
(('265', '3', '265', '168', '265', '168', '265'), 54)
(('265', '104', '3', '3', '146', '104', '265'), 54)
(('142', '265', '104', '3', '3', '146', '104'), 53)
(('33', '5', '3', '197', '192', '192', '6'), 52)
(('168', '265', '168', '265', '265', '265', '265'), 52)
(('168', '168', '168', '168', '168', '168', '168'), 52)
(('168', '265', '3', '265', '265', '168', '168'), 51)
(('265', '43', '3', '265', '43', '3', '265'), 51)
(('43', '168', '168', '265', '43', '3', '265'), 51)
(('265', '265', '168', '168', '265', '3', '265'), 51)
(('3', '265', '168', '168', '168', '265', '3'), 49)
(('13', '13', '78', '13', '13', '4', '78'), 49)
(('43', '3', '265', '43', '168', '168', '265'), 48)
(('168', '168', '265', '265', '3', '168', '168'), 48)
(('265', '168', '265', '265', '265', '265', '265'), 48)
(('265', '265', '265', '265', '265', '168', '265'), 48)
(('168', '265', '3', '168', '265', '3', '265'), 48)
(('3', '265', '43', '168', '168', '265', '43'), 47)
(('3', '168', '265', '3', '265', '168', '168'), 47)
(('265', '265', '265', '265', '168', '265', '168'), 47)
(('13', '78', '13', '13', '4', '78', '13'), 47)
(('78', '102', '78', '78', '142', '78', '102'), 47)
(('5', '140', '197', '192', '140', '91', '6'), 47)
(('168', '265', '265', '102', '265', '265', '168'), 46)
(('13', '13', '4', '78', '13', '13', '78'), 46)
(('265', '265', '265', '265', '265', '168', '168'), 45)
(('265', '43', '168', '168', '265', '43', '3'), 45)
(('168', '168', '168', '168', '168', '168', '265'), 45)
(('78', '13', '13', '4', '78', '13', '13'), 45)
(('168', '265', '168', '265', '43', '3', '265'), 44)
(('168', '168', '168', '168', '265', '265', '265'), 44)
(('13', '240', '240', '13', '4', '78', '13'), 44)
(('168', '265', '3', '265', '168', '3', '168'), 43)
(('265', '265', '265', '168', '168', '168', '168'), 43)
(('102', '78', '78', '142', '78', '102', '78'), 43)
(('265', '265', '265', '168', '265', '168', '265'), 43)
(('43', '3', '168', '265', '43', '3', '265'), 42)
(('168', '168', '168', '168', '168', '265', '265'), 42)
(('265', '43', '3', '265', '43', '3', '168'), 41)
(('265', '43', '3', '168', '265', '43', '3'), 41)
(('78', '78', '142', '78', '146', '78', '78'), 41)
(('265', '3', '265', '168', '265', '3', '168'), 41)
(('5', '3', '197', '192', '192', '6', '125'), 40)
(('168', '265', '168', '168', '265', '3', '265'), 40)
(('240', '240', '13', '4', '265', '265', '240'), 40)
(('5', '197', '192', '3', '3', '6', '91'), 39)
(('3', '265', '168', '265', '168', '265', '3'), 39)
(('265', '168', '168', '168', '168', '168', '168'), 39)
(('43', '3', '265', '43', '265', '168', '265'), 38)
(('78', '102', '78', '78', '142', '78', '146'), 37)
(('168', '265', '3', '265', '168', '265', '265'), 37)
(('168', '168', '168', '265', '168', '168', '168'), 37)
(('43', '3', '265', '43', '3', '265', '43'), 37)
(('168', '168', '265', '168', '265', '3', '265'), 37)
(('265', '265', '168', '265', '168', '265', '265'), 37)
(('78', '240', '240', '13', '4', '78', '13'), 37)
(('168', '168', '168', '168', '265', '3', '265'), 36)
(('265', '168', '265', '168', '265', '265', '265'), 36)
(('3', '168', '168', '265', '3', '265', '168'), 36)
(('265', '265', '168', '265', '43', '3', '265'), 36)
(('265', '265', '265', '168', '265', '265', '168'), 36)
(('168', '3', '168', '265', '3', '265', '168'), 36)
(('104', '3', '3', '146', '104', '265', '142'), 36)
(('168', '168', '265', '265', '265', '265', '265'), 36)
(('265', '3', '265', '168', '168', '168', '168'), 35)
(('265', '168', '168', '168', '168', '265', '265'), 35)
(('265', '265', '168', '168', '168', '168', '265'), 35)
(('265', '3', '265', '265', '168', '168', '265'), 35)
(('168', '265', '3', '265', '3', '265', '168'), 35)
(('265', '3', '168', '168', '265', '3', '265'), 35)
(('168', '265', '265', '168', '265', '3', '265'), 35)
(('265', '168', '265', '3', '265', '3', '265'), 35)
(('168', '168', '168', '265', '43', '3', '265'), 35)
(('3', '265', '168', '265', '43', '3', '265'), 35)
(('265', '3', '168', '168', '146', '168', '3'), 34)
(('6', '6', '6', '6', '6', '6', '6'), 34)
(('102', '78', '78', '142', '78', '146', '78'), 34)
(('5', '3', '197', '192', '192', '192', '6'), 34)
(('240', '240', '240', '240', '13', '4', '78'), 34)
(('168', '265', '168', '265', '168', '265', '3'), 34)
(('3', '197', '192', '192', '6', '33', '5'), 34)
(('5', '3', '197', '192', '192', '6', '33'), 34)
(('5', '195', '5', '195', '5', '195', '5'), 34)
(('3', '265', '265', '168', '168', '265', '3'), 34)
(('13', '13', '78', '13', '265', '265', '4'), 33)
(('168', '168', '265', '3', '265', '3', '168'), 33)
(('197', '192', '192', '6', '33', '5', '3'), 33)
(('265', '168', '265', '3', '168', '265', '3'), 33)
(('43', '265', '168', '265', '43', '3', '265'), 33)
(('265', '168', '168', '265', '3', '265', '3'), 32)
(('168', '168', '265', '168', '168', '168', '168'), 32)
(('265', '265', '168', '168', '168', '168', '168'), 32)
(('168', '168', '168', '168', '265', '168', '265'), 31)
(('3', '6', '91', '5', '197', '192', '3'), 31)
(('265', '265', '265', '265', '265', '265', '265'), 31)
(('265', '168', '168', '168', '168', '168', '265'), 31)
(('265', '168', '265', '265', '265', '168', '265'), 31)
(('265', '168', '265', '265', '102', '265', '265'), 31)
(('265', '265', '265', '265', '265', '265', '168'), 31)
(('265', '168', '265', '3', '265', '168', '3'), 31)
(('265', '43', '3', '265', '43', '265', '265'), 31)
(('195', '5', '195', '5', '195', '5', '195'), 31)
(('3', '168', '168', '146', '168', '3', '3'), 31)
(('168', '168', '168', '168', '168', '265', '168'), 30)
(('265', '168', '168', '168', '265', '168', '168'), 30)
(('168', '146', '168', '3', '3', '3', '168'), 30)
(('168', '265', '3', '265', '3', '168', '168'), 30)
(('168', '265', '265', '265', '265', '265', '265'), 30)
(('168', '168', '265', '168', '265', '265', '265'), 30)
(('33', '5', '3', '197', '192', '192', '192'), 30)
(('3', '265', '43', '265', '168', '265', '43'), 30)
(('197', '192', '6', '33', '5', '3', '197'), 29)
(('265', '265', '265', '168', '265', '3', '265'), 29)
(('265', '43', '265', '168', '265', '43', '3'), 29)
(('3', '168', '168', '168', '265', '3', '265'), 29)
(('265', '265', '102', '265', '265', '168', '265'), 29)
(('5', '197', '192', '6', '33', '5', '3'), 28)
(('5', '140', '27', '174', '27', '221', '3'), 28)
(('265', '43', '3', '265', '43', '168', '3'), 28)
(('33', '5', '140', '27', '174', '27', '221'), 28)
(('168', '168', '146', '168', '3', '3', '3'), 28)
(('265', '168', '265', '168', '265', '168', '265'), 28)
(('3', '265', '168', '265', '3', '168', '265'), 28)
(('265', '265', '168', '265', '265', '265', '168'), 28)
(('265', '265', '168', '168', '265', '168', '265'), 28)
(('265', '265', '265', '168', '168', '265', '168'), 27)
(('265', '265', '265', '168', '265', '265', '102'), 27)
(('265', '3', '265', '168', '265', '265', '168'), 27)
(('168', '265', '168', '168', '168', '168', '168'), 27)
(('13', '4', '265', '265', '240', '240', '13'), 27)
(('43', '3', '265', '43', '3', '168', '265'), 27)
(('265', '265', '168', '265', '265', '168', '265'), 27)
(('168', '168', '265', '3', '265', '265', '265'), 27)
(('140', '27', '174', '27', '221', '3', '3'), 27)
(('162', '114', '162', '114', '162', '114', '162'), 27)
(('265', '265', '168', '265', '265', '102', '265'), 27)
(('168', '168', '168', '265', '3', '265', '265'), 27)
(('265', '102', '265', '265', '168', '265', '265'), 26)
(('27', '174', '27', '221', '3', '3', '3'), 26)
(('265', '265', '168', '265', '168', '168', '168'), 26)
(('265', '265', '265', '168', '265', '168', '168'), 26)
(('265', '3', '265', '168', '3', '168', '265'), 26)
(('43', '3', '265', '43', '168', '265', '168'), 26)
(('168', '3', '3', '3', '168', '146', '3'), 26)
(('146', '168', '3', '3', '3', '168', '146'), 26)
(('168', '265', '265', '168', '265', '265', '265'), 26)
(('174', '27', '221', '3', '3', '3', '3'), 26)
(('265', '3', '265', '3', '265', '168', '265'), 26)
(('168', '265', '168', '168', '168', '168', '265'), 26)
(('265', '3', '168', '265', '3', '265', '265'), 26)
(('168', '168', '265', '168', '265', '168', '265'), 26)
(('168', '265', '43', '3', '265', '43', '43'), 26)
(('168', '265', '3', '265', '265', '265', '168'), 26)
(('240', '13', '4', '265', '265', '240', '240'), 26)
(('3', '4', '4', '4', '4', '4', '4'), 25)
(('4', '4', '4', '4', '4', '3', '4'), 25)
(('3', '3', '3', '3', '3', '3', '221'), 25)
(('3', '146', '104', '265', '142', '265', '104'), 25)
(('168', '168', '168', '265', '168', '265', '168'), 25)
(('146', '104', '265', '142', '265', '104', '3'), 25)
(('4', '3', '4', '4', '4', '4', '4'), 25)
(('168', '265', '265', '168', '168', '265', '265'), 25)
(('3', '3', '146', '104', '265', '142', '265'), 25)
(('168', '265', '43', '168', '265', '43', '3'), 25)
(('265', '168', '265', '168', '168', '265', '3'), 25)
(('4', '240', '240', '240', '13', '4', '78'), 25)
(('192', '192', '192', '6', '33', '5', '3'), 25)
(('3', '168', '265', '168', '265', '3', '265'), 25)
(('3', '168', '168', '265', '43', '3', '265'), 25)
(('168', '168', '168', '168', '265', '168', '168'), 25)
(('3', '197', '192', '192', '192', '6', '33'), 25)
(('265', '168', '265', '265', '3', '168', '168'), 25)
(('3', '3', '13', '199', '5', '140', '197'), 25)
(('3', '265', '43', '3', '265', '43', '168'), 25)
(('197', '192', '192', '192', '6', '33', '5'), 25)
(('265', '168', '3', '168', '265', '3', '265'), 25)
(('265', '168', '168', '168', '265', '168', '265'), 24)
(('265', '168', '168', '168', '168', '265', '3'), 24)
(('3', '13', '199', '5', '140', '197', '192'), 24)
(('265', '3', '265', '168', '265', '168', '168'), 24)
(('168', '168', '168', '265', '265', '3', '168'), 24)
(('3', '265', '3', '265', '168', '265', '3'), 24)
(('5', '197', '192', '3', '6', '91', '5'), 24)
(('4', '4', '4', '4', '4', '4', '3'), 24)
(('265', '168', '265', '3', '265', '265', '265'), 24)
(('265', '168', '168', '265', '168', '265', '265'), 24)
(('265', '3', '265', '168', '168', '265', '168'), 24)
(('168', '168', '168', '265', '168', '168', '265'), 24)
(('27', '221', '3', '3', '3', '3', '3'), 24)
(('168', '168', '265', '265', '102', '265', '265'), 24)
(('4', '4', '4', '4', '3', '4', '4'), 23)
(('13', '199', '5', '140', '197', '192', '140'), 23)
(('4', '4', '4', '3', '4', '4', '4'), 23)
(('265', '168', '265', '3', '265', '265', '3'), 23)
(('265', '265', '168', '265', '168', '168', '265'), 23)
(('168', '168', '168', '265', '265', '168', '265'), 23)
(('4', '4', '3', '4', '4', '4', '4'), 23)
(('91', '91', '91', '91', '91', '91', '91'), 23)
(('265', '168', '168', '265', '168', '265', '3'), 23)
(('168', '168', '265', '168', '168', '168', '265'), 23)
(('265', '168', '265', '168', '168', '168', '168'), 23)
(('168', '168', '265', '265', '168', '168', '265'), 23)
(('4', '265', '265', '240', '240', '13', '4'), 23)
(('102', '265', '265', '168', '265', '265', '265'), 23)
(('221', '3', '3', '3', '3', '3', '3'), 23)
(('168', '265', '43', '3', '168', '265', '43'), 23)
(('265', '265', '168', '265', '265', '168', '168'), 22)
(('265', '168', '168', '265', '43', '3', '265'), 22)
(('3', '168', '265', '3', '265', '265', '168'), 22)
(('168', '265', '3', '265', '265', '3', '265'), 22)
(('265', '265', '168', '168', '168', '265', '168'), 22)
(('265', '168', '168', '265', '265', '168', '168'), 22)
(('3', '265', '168', '168', '168', '168', '265'), 22)
(('265', '168', '265', '265', '168', '168', '265'), 22)
(('265', '168', '168', '168', '168', '265', '168'), 22)
(('168', '265', '265', '265', '168', '265', '265'), 22)
(('265', '168', '168', '265', '168', '168', '265'), 22)
(('3', '3', '3', '3', '221', '27', '174'), 22)
(('3', '3', '168', '265', '3', '265', '168'), 22)
(('265', '3', '168', '265', '43', '3', '265'), 22)
(('265', '265', '3', '168', '265', '3', '265'), 21)
(('168', '168', '265', '3', '265', '168', '3'), 21)
(('265', '43', '3', '265', '168', '265', '43'), 21)
(('13', '78', '13', '13', '4', '265', '265'), 21)
(('265', '168', '265', '265', '168', '265', '3'), 21)
(('13', '13', '78', '13', '13', '4', '265'), 21)
(('3', '3', '221', '27', '174', '27', '6'), 21)
(('199', '5', '140', '197', '192', '140', '91'), 21)
(('3', '265', '168', '168', '168', '265', '168'), 21)
(('168', '265', '265', '168', '168', '168', '265'), 21)
(('13', '4', '78', '13', '13', '78', '240'), 21)
(('265', '168', '265', '168', '168', '168', '265'), 21)
(('168', '265', '43', '3', '265', '168', '265'), 21)
(('3', '265', '168', '168', '265', '168', '265'), 21)
(('3', '265', '168', '265', '265', '168', '265'), 21)
(('168', '3', '168', '265', '43', '3', '265'), 21)
(('3', '3', '3', '221', '27', '174', '27'), 21)
(('3', '3', '3', '3', '3', '221', '27'), 21)
(('104', '265', '142', '265', '104', '3', '3'), 21)
(('168', '3', '168', '168', '265', '3', '265'), 20)
(('265', '168', '265', '265', '168', '265', '168'), 20)
(('265', '3', '168', '168', '168', '265', '3'), 20)
(('168', '168', '265', '3', '265', '3', '265'), 20)
(('265', '168', '265', '265', '168', '168', '168'), 20)
(('168', '265', '168', '265', '3', '265', '265'), 20)
(('265', '265', '168', '265', '3', '265', '3'), 20)
(('168', '265', '265', '168', '265', '168', '168'), 20)
(('168', '168', '168', '265', '168', '265', '3'), 20)
(('265', '168', '265', '265', '265', '168', '168'), 20)
(('43', '3', '265', '168', '265', '43', '3'), 20)
(('4', '78', '13', '13', '78', '13', '240'), 20)
(('265', '265', '168', '265', '3', '265', '265'), 20)
(('3', '3', '3', '168', '146', '3', '3'), 20)
(('240', '240', '13', '4', '78', '240', '240'), 20)
(('168', '168', '265', '168', '168', '265', '265'), 19)
(('265', '3', '168', '265', '168', '265', '3'), 19)
(('265', '3', '168', '265', '3', '265', '3'), 19)
(('168', '168', '168', '265', '265', '168', '168'), 19)
(('265', '3', '265', '265', '265', '168', '265'), 19)
(('265', '43', '3', '265', '43', '265', '43'), 19)
(('78', '142', '78', '146', '78', '78', '142'), 19)
(('265', '3', '265', '3', '168', '168', '265'), 19)
(('3', '221', '27', '174', '27', '6', '199'), 19)
(('192', '3', '6', '91', '5', '197', '192'), 19)
(('168', '168', '265', '265', '168', '265', '265'), 19)
(('168', '168', '265', '3', '265', '265', '3'), 19)
(('168', '265', '168', '168', '168', '265', '168'), 19)
(('168', '168', '168', '265', '3', '265', '3'), 19)
(('168', '265', '265', '265', '168', '168', '168'), 19)
(('168', '168', '168', '168', '265', '265', '168'), 19)
(('13', '4', '240', '240', '13', '4', '78'), 19)
(('265', '168', '265', '265', '168', '265', '265'), 19)
(('221', '27', '174', '27', '6', '199', '201'), 19)
(('43', '3', '265', '43', '168', '168', '168'), 19)
(('168', '168', '265', '168', '168', '265', '168'), 19)
(('265', '3', '168', '168', '146', '168', '265'), 19)
(('3', '265', '168', '3', '168', '265', '3'), 19)
(('4', '78', '13', '13', '78', '240', '240'), 18)
(('265', '168', '168', '265', '168', '168', '168'), 18)
(('114', '162', '114', '162', '114', '162', '114'), 18)
(('142', '142', '3', '265', '119', '265', '54'), 18)
(('3', '168', '168', '265', '3', '265', '265'), 18)
(('3', '265', '168', '265', '168', '265', '168'), 18)
(('265', '3', '265', '265', '168', '265', '168'), 18)
(('265', '142', '265', '104', '3', '3', '146'), 18)
(('168', '265', '168', '265', '3', '265', '3'), 18)
(('168', '265', '168', '168', '265', '265', '265'), 18)
(('265', '265', '168', '168', '265', '168', '168'), 18)
(('3', '265', '43', '168', '265', '168', '265'), 18)
(('3', '265', '168', '265', '168', '168', '265'), 18)
(('142', '142', '265', '104', '3', '3', '146'), 18)
(('3', '3', '168', '146', '3', '3', '265'), 18)
(('168', '265', '3', '265', '265', '3', '168'), 18)
(('265', '265', '168', '168', '265', '265', '168'), 17)
(('197', '192', '3', '6', '91', '5', '197'), 17)
(('265', '265', '102', '265', '265', '168', '168'), 17)
(('265', '168', '265', '168', '168', '265', '265'), 17)
(('13', '240', '240', '13', '4', '265', '265'), 17)
(('3', '168', '265', '3', '265', '3', '168'), 17)
(('168', '168', '168', '265', '168', '265', '265'), 17)
(('13', '102', '5', '140', '197', '192', '140'), 17)
(('140', '197', '192', '140', '91', '6', '5'), 17)
(('13', '78', '240', '240', '13', '4', '78'), 17)
(('168', '265', '168', '265', '265', '3', '168'), 17)
(('240', '240', '240', '240', '240', '13', '4'), 17)
(('102', '5', '140', '197', '192', '140', '91'), 17)
(('3', '3', '6', '91', '5', '197', '192'), 17)
(('240', '4', '240', '240', '13', '4', '78'), 17)
(('265', '265', '168', '265', '168', '265', '168'), 17)
(('197', '192', '3', '3', '6', '91', '5'), 17)
(('265', '43', '3', '265', '43', '265', '3'), 17)
(('168', '168', '265', '265', '168', '168', '168'), 17)
(('168', '265', '3', '168', '168', '265', '3'), 17)
(('168', '265', '3', '265', '168', '168', '3'), 17)
(('265', '3', '265', '168', '3', '168', '168'), 17)
(('240', '13', '4', '78', '13', '13', '240'), 17)
(('102', '13', '102', '5', '140', '197', '192'), 17)
(('3', '265', '168', '168', '265', '3', '168'), 17)
(('168', '265', '168', '168', '265', '168', '168'), 17)
(('192', '3', '3', '6', '91', '5', '197'), 17)
(('168', '168', '168', '265', '265', '102', '265'), 16)
(('168', '265', '168', '265', '265', '265', '168'), 16)
(('168', '43', '168', '265', '43', '3', '265'), 16)
(('265', '168', '168', '265', '265', '3', '168'), 16)
(('265', '168', '265', '168', '265', '265', '168'), 16)
(('146', '168', '265', '265', '3', '168', '168'), 16)
(('168', '265', '168', '265', '168', '265', '265'), 16)
(('168', '265', '3', '265', '265', '265', '3'), 16)
(('3', '142', '265', '104', '3', '3', '146'), 16)
(('265', '168', '168', '265', '3', '168', '265'), 16)
(('3', '265', '43', '3', '168', '265', '43'), 16)
(('265', '168', '168', '168', '265', '265', '168'), 16)
(('125', '125', '91', '258', '311', '240', '240'), 16)
(('168', '265', '3', '265', '3', '265', '265'), 16)
(('240', '240', '13', '240', '240', '13', '4'), 16)
(('78', '13', '13', '4', '265', '265', '240'), 16)
(('168', '265', '265', '265', '168', '265', '168'), 16)
(('265', '43', '3', '265', '43', '43', '168'), 16)
(('125', '91', '258', '311', '240', '240', '174'), 16)
(('13', '78', '13', '265', '265', '4', '240'), 16)
(('168', '265', '265', '265', '168', '168', '265'), 16)
(('175', '175', '175', '175', '175', '175', '175'), 16)
(('265', '265', '3', '265', '168', '265', '3'), 15)
(('168', '168', '265', '3', '168', '265', '3'), 15)
(('91', '5', '197', '192', '3', '6', '91'), 15)
(('3', '265', '168', '265', '3', '168', '168'), 15)
(('168', '168', '265', '265', '265', '168', '265'), 15)
(('3', '265', '168', '168', '168', '168', '168'), 15)
(('240', '240', '13', '4', '240', '240', '240'), 15)
(('168', '168', '265', '168', '265', '168', '168'), 15)
(('125', '125', '125', '125', '91', '258', '311'), 15)
(('240', '13', '240', '240', '13', '4', '78'), 15)
(('13', '13', '78', '13', '265', '265', '13'), 15)
(('258', '311', '240', '240', '174', '174', '175'), 15)
(('265', '240', '240', '13', '4', '265', '265'), 15)
(('168', '265', '168', '168', '265', '168', '265'), 15)
(('168', '168', '265', '168', '168', '265', '3'), 15)
(('4', '13', '4', '78', '13', '13', '78'), 15)
(('3', '3', '168', '265', '43', '3', '265'), 15)
(('265', '265', '168', '168', '168', '265', '3'), 15)
(('168', '265', '168', '168', '168', '265', '3'), 15)
(('43', '168', '168', '168', '265', '43', '3'), 15)
(('3', '265', '43', '168', '168', '168', '265'), 15)
(('78', '13', '13', '78', '13', '240', '240'), 15)
(('85', '85', '85', '85', '85', '85', '85'), 15)
(('265', '3', '265', '265', '168', '168', '168'), 15)
(('168', '265', '265', '168', '168', '168', '168'), 15)
(('125', '125', '125', '91', '258', '311', '240'), 15)
(('168', '265', '168', '168', '168', '265', '265'), 15)
(('91', '258', '311', '240', '240', '174', '174'), 15)
(('168', '168', '168', '265', '265', '265', '168'), 14)
(('78', '146', '78', '78', '142', '78', '102'), 14)
(('265', '168', '168', '265', '265', '265', '168'), 14)
(('168', '265', '3', '265', '3', '3', '168'), 14)
(('168', '265', '3', '265', '265', '265', '265'), 14)
(('265', '3', '265', '3', '265', '168', '168'), 14)
(('125', '125', '125', '125', '125', '91', '258'), 14)
(('78', '13', '240', '240', '13', '4', '78'), 14)
(('265', '43', '168', '265', '168', '265', '43'), 14)
(('265', '43', '3', '168', '168', '265', '43'), 14)
(('168', '168', '265', '265', '265', '168', '168'), 14)
(('168', '168', '168', '168', '168', '265', '3'), 14)
(('13', '13', '78', '13', '265', '265', '78'), 14)
(('142', '78', '146', '78', '78', '142', '78'), 14)
(('168', '168', '265', '168', '265', '43', '3'), 14)
(('5', '5', '5', '197', '199', '197', '3'), 14)
(('240', '174', '174', '175', '191', '122', '268'), 14)
(('168', '265', '168', '265', '168', '168', '168'), 14)
(('168', '265', '168', '265', '168', '168', '265'), 14)
(('43', '168', '265', '168', '265', '43', '3'), 14)
(('265', '3', '265', '3', '168', '265', '168'), 14)
(('168', '265', '265', '168', '265', '168', '265'), 14)
(('5', '5', '197', '199', '197', '3', '6'), 14)
(('3', '265', '3', '168', '168', '265', '3'), 14)
(('168', '168', '168', '265', '3', '168', '265'), 14)
(('125', '125', '125', '125', '125', '125', '91'), 14)
(('13', '78', '13', '265', '265', '240', '4'), 14)
(('311', '240', '240', '174', '174', '175', '191'), 14)
(('6', '5', '140', '197', '192', '140', '91'), 14)
(('6', '91', '5', '197', '192', '3', '6'), 14)
(('265', '43', '168', '265', '43', '3', '168'), 14)
(('240', '240', '174', '174', '175', '191', '122'), 14)
(('168', '265', '3', '168', '168', '168', '265'), 13)
(('265', '265', '3', '168', '168', '168', '265'), 13)
(('265', '168', '265', '168', '265', '168', '168'), 13)
(('168', '265', '3', '265', '265', '168', '3'), 13)
(('43', '3', '265', '43', '168', '3', '265'), 13)
(('265', '3', '265', '265', '3', '265', '168'), 13)
(('162', '162', '114', '162', '114', '162', '114'), 13)
(('243', '125', '125', '125', '125', '125', '125'), 13)
(('240', '13', '4', '78', '240', '240', '13'), 13)
(('78', '13', '13', '78', '240', '240', '13'), 13)
(('240', '240', '240', '13', '4', '265', '265'), 13)
(('265', '168', '168', '3', '168', '265', '3'), 13)
(('265', '265', '240', '240', '13', '4', '265'), 13)
(('4', '78', '13', '240', '240', '13', '4'), 13)
(('265', '3', '168', '168', '146', '168', '168'), 13)
(('265', '168', '168', '265', '3', '168', '168'), 13)
(('265', '168', '168', '265', '168', '265', '168'), 13)
(('3', '168', '265', '168', '168', '265', '3'), 13)
(('168', '265', '168', '265', '265', '168', '168'), 13)
(('168', '265', '265', '168', '168', '265', '3'), 13)
(('265', '168', '168', '265', '265', '168', '265'), 13)
(('168', '168', '3', '168', '265', '3', '265'), 13)
(('3', '168', '146', '3', '3', '265', '168'), 13)
(('43', '3', '168', '168', '265', '43', '3'), 13)
(('195', '5', '197', '192', '3', '3', '6'), 13)
