(('168', '265', '3', '265', '168'), 1052)
(('265', '3', '265', '168', '3'), 68)
(('240', '240', '13', '4', '265'), 68)
(('43', '168', '168', '265', '43'), 67)
(('265', '168', '3', '168', '265'), 65)
(('265', '3', '265', '265', '265'), 65)
(('3', '265', '43', '265', '168'), 64)
(('78', '240', '240', '13', '4'), 64)
(('168', '168', '265', '3', '168'), 63)
(('168', '168', '265', '265', '3'), 63)
(('168', '265', '3', '168', '168'), 63)
(('192', '192', '6', '33', '5'), 62)
(('168', '265', '265', '102', '265'), 61)
(('265', '43', '3', '168', '265'), 61)
(('240', '240', '240', '240', '13'), 61)
(('104', '3', '3', '146', '104'), 60)
(('240', '13', '4', '265', '265'), 59)
(('265', '3', '168', '168', '168'), 59)
(('265', '265', '3', '168', '265'), 59)
(('265', '265', '102', '265', '265'), 58)
(('13', '4', '265', '265', '240'), 58)
(('3', '265', '168', '265', '265'), 58)
(('168', '168', '168', '3', '168'), 58)
(('3', '3', '146', '104', '265'), 57)
(('5', '140', '197', '192', '140'), 57)
(('168', '3', '168', '168', '265'), 57)
(('3', '265', '168', '3', '168'), 56)
(('265', '3', '265', '265', '3'), 56)
(('168', '265', '168', '265', '43'), 56)
(('3', '265', '43', '3', '265'), 56)
(('3', '168', '265', '168', '265'), 56)
(('265', '168', '265', '265', '3'), 55)
(('140', '197', '192', '140', '91'), 54)
(('240', '240', '240', '240', '240'), 52)
(('168', '3', '168', '265', '3'), 52)
(('265', '3', '168', '265', '168'), 52)
(('3', '265', '3', '265', '168'), 52)
(('265', '43', '265', '168', '265'), 51)
(('13', '13', '4', '78', '13'), 50)
(('78', '13', '13', '4', '78'), 50)
(('265', '43', '3', '265', '168'), 50)
(('168', '168', '3', '168', '168'), 50)
(('43', '3', '168', '265', '43'), 50)
(('78', '142', '78', '146', '78'), 49)
(('162', '114', '162', '114', '162'), 49)
(('78', '78', '142', '78', '146'), 49)
(('168', '265', '43', '3', '168'), 48)
(('168', '168', '3', '168', '265'), 48)
(('197', '192', '140', '91', '6'), 47)
(('168', '168', '168', '265', '43'), 47)
(('168', '3', '168', '168', '168'), 47)
(('265', '142', '265', '104', '3'), 47)
(('265', '102', '265', '265', '168'), 46)
(('3', '265', '43', '3', '168'), 46)
(('43', '265', '168', '265', '43'), 46)
(('265', '265', '168', '265', '43'), 45)
(('197', '192', '3', '3', '6'), 45)
(('6', '6', '6', '6', '6'), 45)
(('3', '265', '168', '265', '43'), 44)
(('142', '78', '146', '78', '78'), 44)
(('168', '3', '3', '3', '168'), 44)
(('3', '6', '91', '5', '197'), 44)
(('192', '3', '3', '6', '91'), 43)
(('265', '168', '3', '168', '168'), 43)
(('3', '265', '3', '168', '168'), 43)
(('6', '91', '5', '197', '192'), 43)
(('3', '168', '265', '168', '168'), 43)
(('265', '168', '168', '3', '168'), 43)
(('5', '197', '192', '3', '3'), 42)
(('4', '265', '265', '240', '240'), 42)
(('3', '265', '43', '265', '265'), 41)
(('3', '146', '104', '265', '142'), 41)
(('265', '168', '168', '168', '3'), 41)
(('3', '168', '168', '168', '168'), 41)
(('168', '265', '168', '168', '3'), 41)
(('168', '3', '168', '265', '168'), 41)
(('197', '192', '192', '6', '125'), 40)
(('3', '265', '265', '265', '168'), 40)
(('168', '168', '3', '265', '168'), 40)
(('168', '146', '168', '3', '3'), 40)
(('168', '3', '265', '168', '168'), 40)
(('5', '195', '5', '195', '5'), 39)
(('265', '168', '265', '265', '102'), 39)
(('240', '13', '240', '240', '13'), 38)
(('195', '5', '195', '5', '195'), 37)
(('168', '3', '265', '168', '265'), 37)
(('197', '192', '3', '6', '91'), 37)
(('240', '13', '4', '240', '240'), 37)
(('240', '240', '13', '240', '240'), 37)
(('168', '265', '168', '3', '168'), 36)
(('3', '3', '13', '199', '5'), 36)
(('197', '192', '192', '6', '33'), 36)
(('168', '168', '146', '168', '3'), 36)
(('265', '43', '168', '265', '168'), 36)
(('5', '197', '192', '3', '6'), 36)
(('3', '197', '192', '192', '192'), 36)
(('240', '240', '13', '4', '240'), 36)
(('3', '168', '168', '265', '168'), 36)
(('265', '168', '168', '265', '43'), 35)
(('4', '240', '240', '240', '13'), 35)
(('3', '168', '168', '265', '43'), 35)
(('197', '192', '6', '33', '5'), 34)
(('3', '265', '168', '168', '3'), 34)
(('78', '13', '265', '265', '4'), 34)
(('197', '192', '192', '192', '6'), 34)
(('43', '3', '265', '168', '265'), 34)
(('146', '168', '3', '3', '3'), 34)
(('168', '265', '43', '168', '265'), 34)
(('265', '265', '3', '265', '168'), 34)
(('91', '5', '197', '192', '3'), 33)
(('3', '3', '168', '168', '168'), 33)
(('3', '3', '265', '168', '265'), 33)
(('13', '4', '240', '240', '13'), 33)
(('114', '162', '114', '162', '114'), 33)
(('78', '13', '240', '240', '13'), 32)
(('3', '168', '168', '265', '265'), 32)
(('33', '5', '140', '27', '174'), 32)
(('265', '43', '3', '168', '168'), 32)
(('265', '168', '3', '265', '168'), 32)
(('5', '197', '192', '6', '33'), 32)
(('265', '3', '168', '265', '43'), 32)
(('168', '168', '168', '168', '3'), 31)
(('168', '168', '265', '168', '3'), 31)
(('3', '265', '43', '168', '3'), 31)
(('3', '13', '199', '5', '140'), 31)
(('3', '3', '3', '168', '146'), 31)
(('265', '168', '265', '168', '3'), 31)
(('91', '91', '91', '91', '91'), 31)
(('3', '168', '265', '3', '168'), 31)
(('168', '168', '265', '265', '102'), 31)
(('265', '43', '168', '168', '168'), 31)
(('265', '265', '265', '3', '168'), 31)
(('102', '265', '265', '168', '265'), 30)
(('13', '4', '78', '240', '240'), 30)
(('168', '265', '168', '3', '265'), 30)
(('3', '3', '168', '265', '3'), 30)
(('104', '265', '142', '265', '104'), 30)
(('3', '265', '265', '3', '168'), 30)
(('146', '104', '265', '142', '265'), 29)
(('3', '3', '265', '168', '168'), 29)
(('5', '140', '27', '174', '27'), 29)
(('265', '168', '168', '3', '265'), 29)
(('240', '4', '240', '240', '13'), 29)
(('192', '3', '6', '91', '5'), 28)
(('240', '240', '4', '240', '240'), 28)
(('240', '13', '4', '78', '240'), 28)
(('43', '3', '265', '43', '43'), 28)
(('192', '192', '192', '6', '33'), 28)
(('27', '174', '27', '221', '3'), 28)
(('3', '168', '265', '265', '168'), 28)
(('140', '27', '174', '27', '221'), 28)
(('3', '265', '265', '3', '265'), 28)
(('13', '78', '240', '240', '13'), 27)
(('3', '265', '265', '265', '3'), 27)
(('174', '27', '221', '3', '3'), 27)
(('240', '240', '13', '4', '4'), 27)
(('3', '265', '43', '265', '43'), 27)
(('13', '4', '240', '240', '240'), 27)
(('168', '3', '168', '265', '43'), 27)
(('78', '78', '78', '142', '78'), 27)
(('265', '265', '168', '3', '168'), 27)
(('3', '3', '3', '3', '221'), 27)
(('195', '5', '197', '192', '3'), 27)
(('142', '142', '265', '104', '3'), 26)
(('3', '168', '168', '168', '3'), 26)
(('265', '3', '3', '168', '265'), 26)
(('27', '221', '3', '3', '3'), 26)
(('13', '240', '240', '240', '240'), 26)
(('3', '3', '168', '146', '3'), 26)
(('265', '3', '168', '265', '265'), 26)
(('221', '3', '3', '3', '3'), 26)
(('3', '4', '4', '4', '4'), 26)
(('168', '168', '3', '3', '168'), 26)
(('3', '265', '265', '265', '265'), 26)
(('43', '168', '265', '168', '265'), 25)
(('265', '43', '43', '3', '265'), 25)
(('265', '3', '265', '3', '3'), 25)
(('13', '199', '5', '140', '197'), 25)
(('4', '4', '4', '3', '4'), 25)
(('78', '146', '78', '78', '142'), 25)
(('146', '78', '78', '142', '78'), 25)
(('4', '4', '4', '4', '3'), 25)
(('168', '3', '3', '168', '265'), 25)
(('85', '85', '85', '85', '85'), 25)
(('265', '168', '3', '265', '265'), 25)
(('4', '3', '4', '4', '4'), 25)
(('199', '5', '140', '197', '192'), 24)
(('168', '3', '168', '168', '3'), 24)
(('4', '240', '240', '240', '240'), 24)
(('4', '78', '13', '240', '240'), 24)
(('168', '3', '3', '168', '168'), 24)
(('168', '168', '265', '3', '3'), 24)
(('168', '265', '3', '3', '168'), 24)
(('3', '3', '168', '168', '265'), 24)
(('78', '78', '142', '78', '78'), 24)
(('3', '265', '265', '168', '3'), 24)
(('13', '13', '4', '265', '265'), 24)
(('168', '3', '265', '265', '168'), 24)
(('168', '168', '168', '3', '265'), 24)
(('175', '175', '175', '175', '175'), 24)
(('168', '3', '265', '43', '168'), 24)
(('168', '168', '3', '168', '3'), 23)
(('3', '265', '3', '265', '265'), 23)
(('142', '142', '3', '265', '119'), 23)
(('4', '4', '3', '4', '4'), 23)
(('78', '78', '78', '78', '142'), 23)
(('162', '162', '162', '114', '162'), 22)
(('4', '78', '13', '13', '240'), 22)
(('78', '13', '13', '78', '240'), 22)
(('3', '168', '265', '265', '3'), 22)
(('3', '168', '3', '168', '168'), 22)
(('162', '162', '114', '162', '162'), 22)
(('3', '3', '221', '27', '174'), 22)
(('3', '3', '3', '221', '27'), 22)
(('168', '3', '168', '3', '168'), 22)
(('162', '162', '162', '162', '162'), 22)
(('4', '4', '240', '240', '13'), 22)
(('78', '13', '13', '4', '265'), 22)
(('3', '265', '168', '3', '265'), 22)
(('240', '78', '240', '240', '13'), 22)
(('43', '168', '168', '168', '265'), 22)
(('168', '265', '265', '168', '3'), 21)
(('162', '162', '114', '162', '114'), 21)
(('3', '3', '168', '265', '43'), 21)
(('78', '13', '13', '240', '240'), 21)
(('13', '78', '13', '240', '240'), 21)
(('3', '221', '27', '174', '27'), 21)
(('240', '4', '240', '240', '240'), 21)
(('13', '13', '78', '13', '240'), 21)
(('168', '168', '146', '168', '265'), 21)
(('221', '27', '174', '27', '6'), 21)
(('162', '114', '162', '162', '162'), 21)
(('3', '265', '3', '265', '3'), 21)
(('168', '265', '265', '3', '265'), 21)
(('265', '43', '265', '168', '168'), 21)
(('13', '13', '78', '240', '240'), 21)
(('162', '114', '162', '162', '114'), 20)
(('3', '168', '146', '3', '3'), 20)
(('125', '125', '125', '125', '91'), 20)
(('168', '3', '3', '265', '168'), 20)
(('142', '3', '265', '119', '265'), 20)
(('4', '78', '240', '240', '13'), 20)
(('3', '142', '265', '104', '3'), 20)
(('114', '162', '162', '114', '162'), 20)
(('265', '3', '3', '168', '168'), 20)
(('13', '4', '78', '13', '240'), 20)
(('265', '168', '265', '3', '3'), 20)
(('265', '168', '3', '3', '265'), 20)
(('78', '142', '78', '142', '78'), 20)
(('78', '240', '240', '240', '240'), 20)
(('168', '146', '3', '3', '265'), 20)
(('102', '102', '102', '13', '102'), 20)
(('168', '168', '265', '43', '168'), 19)
(('168', '3', '168', '265', '265'), 19)
(('78', '78', '78', '78', '78'), 19)
(('27', '174', '27', '6', '199'), 19)
(('265', '265', '168', '3', '265'), 19)
(('265', '43', '168', '3', '168'), 19)
(('3', '265', '43', '265', '3'), 19)
(('265', '142', '142', '3', '265'), 19)
(('3', '3', '6', '91', '5'), 19)
(('174', '27', '6', '199', '201'), 19)
(('102', '265', '265', '168', '168'), 19)
(('168', '43', '168', '265', '43'), 19)
(('3', '265', '43', '43', '168'), 19)
(('3', '265', '3', '3', '168'), 19)
(('168', '168', '168', '3', '3'), 19)
(('168', '265', '43', '43', '3'), 19)
(('13', '240', '240', '240', '13'), 19)
(('168', '168', '146', '168', '168'), 19)
(('146', '168', '265', '265', '3'), 18)
(('13', '13', '240', '240', '13'), 18)
(('3', '168', '168', '3', '3'), 18)
(('240', '240', '240', '4', '240'), 18)
(('265', '265', '240', '240', '240'), 18)
(('142', '3', '265', '265', '142'), 18)
(('13', '102', '102', '102', '13'), 18)
(('3', '265', '119', '265', '54'), 18)
(('4', '13', '4', '78', '13'), 18)
(('168', '168', '3', '3', '3'), 18)
(('114', '162', '114', '162', '162'), 18)
(('13', '240', '240', '13', '240'), 18)
(('265', '43', '3', '265', '265'), 18)
(('78', '78', '142', '78', '142'), 18)
(('265', '43', '168', '265', '265'), 17)
(('102', '13', '102', '5', '140'), 17)
(('265', '43', '265', '265', '168'), 17)
(('6', '91', '102', '102', '102'), 17)
(('78', '142', '78', '78', '142'), 17)
(('13', '102', '5', '140', '197'), 17)
(('78', '240', '240', '240', '13'), 17)
(('3', '168', '168', '3', '265'), 17)
(('142', '142', '3', '265', '265'), 17)
(('265', '168', '265', '43', '168'), 17)
(('102', '5', '140', '197', '192'), 17)
(('265', '168', '168', '3', '3'), 17)
(('265', '3', '3', '265', '168'), 17)
(('3', '6', '91', '102', '102'), 17)
(('43', '3', '168', '168', '265'), 17)
(('168', '146', '168', '168', '168'), 17)
(('192', '140', '91', '6', '5'), 17)
(('240', '240', '13', '78', '13'), 17)
(('168', '265', '3', '3', '265'), 17)
(('265', '168', '3', '3', '168'), 17)
(('265', '43', '168', '3', '265'), 17)
(('13', '265', '265', '4', '240'), 16)
(('13', '265', '265', '240', '4'), 16)
(('265', '3', '3', '3', '3'), 16)
(('265', '265', '3', '3', '3'), 16)
(('78', '13', '265', '265', '13'), 16)
(('91', '258', '311', '240', '240'), 16)
(('265', '43', '168', '265', '3'), 16)
(('13', '265', '240', '240', '13'), 16)
(('43', '168', '265', '43', '168'), 16)
(('43', '3', '265', '168', '168'), 16)
(('265', '265', '265', '265', '3'), 16)
(('146', '3', '3', '265', '168'), 16)
(('43', '265', '265', '168', '265'), 16)
(('125', '91', '258', '311', '240'), 16)
(('78', '102', '6', '78', '78'), 16)
(('3', '3', '3', '265', '168'), 16)
(('265', '3', '265', '43', '168'), 16)
(('5', '197', '192', '3', '5'), 16)
(('142', '78', '78', '142', '78'), 16)
(('13', '4', '4', '240', '240'), 16)
(('3', '168', '265', '168', '3'), 16)
(('258', '311', '240', '240', '174'), 16)
(('3', '3', '168', '265', '168'), 16)
(('3', '265', '265', '3', '3'), 16)
(('168', '265', '43', '168', '168'), 16)
(('168', '265', '168', '3', '3'), 16)
(('162', '162', '162', '162', '114'), 16)
(('125', '125', '91', '258', '311'), 16)
(('5', '5', '5', '5', '5'), 16)
(('142', '78', '102', '6', '78'), 16)
(('142', '4', '4', '13', '102'), 16)
(('168', '146', '168', '265', '265'), 15)
(('265', '4', '240', '240', '13'), 15)
(('168', '3', '168', '3', '265'), 15)
(('43', '168', '265', '43', '43'), 15)
(('265', '3', '168', '168', '3'), 15)
(('3', '3', '3', '168', '168'), 15)
(('240', '13', '4', '4', '13'), 15)
(('265', '265', '4', '240', '240'), 15)
(('13', '13', '240', '240', '240'), 15)
(('125', '125', '125', '91', '258'), 15)
(('3', '168', '3', '168', '265'), 15)
(('3', '168', '168', '3', '168'), 15)
(('168', '168', '3', '265', '265'), 15)
(('4', '13', '240', '240', '13'), 15)
(('13', '240', '13', '240', '240'), 15)
(('43', '43', '3', '265', '43'), 15)
(('311', '240', '240', '174', '174'), 15)
(('3', '3', '3', '168', '265'), 15)
(('265', '3', '168', '3', '168'), 15)
(('114', '162', '162', '162', '162'), 15)
(('3', '265', '168', '3', '3'), 15)
(('168', '3', '265', '168', '3'), 15)
(('240', '240', '174', '174', '175'), 15)
(('6', '5', '140', '197', '192'), 15)
(('240', '13', '78', '13', '13'), 15)
(('3', '168', '265', '265', '265'), 14)
(('168', '265', '43', '195', '340'), 14)
(('5', '197', '199', '197', '3'), 14)
(('142', '78', '78', '78', '78'), 14)
(('265', '13', '240', '240', '13'), 14)
(('168', '265', '43', '265', '168'), 14)
(('265', '43', '265', '265', '265'), 14)
(('168', '3', '265', '265', '265'), 14)
(('174', '175', '191', '122', '268'), 14)
(('78', '13', '240', '240', '240'), 14)
(('240', '174', '174', '175', '191'), 14)
(('168', '168', '3', '3', '265'), 14)
(('43', '168', '3', '265', '43'), 14)
(('5', '5', '197', '199', '197'), 14)
(('3', '265', '43', '168', '43'), 14)
(('78', '13', '265', '265', '78'), 14)
(('197', '199', '197', '3', '6'), 14)
(('168', '3', '3', '3', '265'), 14)
(('265', '43', '43', '168', '265'), 14)
(('240', '13', '240', '240', '240'), 14)
(('104', '175', '175', '175', '175'), 14)
(('174', '174', '175', '191', '122'), 14)
(('4', '4', '13', '102', '6'), 14)
(('5', '5', '5', '197', '199'), 14)
(('4', '4', '13', '4', '78'), 13)
(('192', '192', '6', '125', '5'), 13)
(('265', '43', '265', '3', '265'), 13)
(('78', '142', '78', '78', '78'), 13)
(('3', '3', '168', '265', '265'), 13)
(('13', '78', '13', '265', '240'), 13)
(('243', '125', '125', '125', '125'), 13)
(('142', '78', '142', '142', '78'), 13)
(('78', '142', '142', '78', '78'), 13)
(('3', '265', '43', '3', '3'), 13)
(('102', '102', '102', '6', '102'), 13)
(('13', '4', '4', '13', '4'), 13)
(('168', '265', '3', '168', '3'), 13)
(('13', '78', '240', '240', '240'), 13)
(('265', '240', '240', '240', '13'), 13)
(('265', '265', '3', '265', '265'), 13)
(('265', '43', '265', '43', '168'), 13)
(('3', '3', '265', '265', '168'), 13)
(('91', '5', '197', '192', '6'), 13)
(('265', '265', '265', '3', '3'), 13)
(('102', '102', '6', '102', '102'), 13)
(('265', '265', '168', '3', '3'), 13)
(('265', '3', '3', '3', '168'), 13)
(('3', '168', '3', '265', '168'), 13)
(('199', '197', '3', '6', '5'), 12)
(('27', '6', '199', '201', '5'), 12)
(('3', '104', '175', '175', '175'), 12)
(('265', '265', '3', '3', '265'), 12)
(('3', '3', '168', '3', '168'), 12)
(('3', '265', '265', '142', '119'), 12)
(('3', '3', '3', '3', '168'), 12)
(('4', '240', '240', '4', '240'), 12)
(('175', '175', '175', '175', '265'), 12)
(('142', '265', '265', '104', '3'), 12)
(('6', '199', '201', '5', '13'), 12)
(('265', '3', '168', '3', '265'), 12)
(('265', '265', '265', '168', '3'), 12)
(('265', '265', '265', '3', '265'), 12)
(('142', '119', '265', '265', '265'), 12)
(('265', '104', '3', '3', '104'), 12)
(('201', '5', '13', '102', '102'), 12)
(('140', '91', '6', '5', '140'), 12)
(('265', '102', '265', '265', '265'), 12)
(('240', '13', '4', '78', '4'), 12)
(('4', '240', '240', '13', '240'), 12)
(('3', '168', '168', '146', '265'), 12)
(('192', '192', '243', '125', '125'), 12)
(('265', '43', '3', '265', '3'), 12)
(('13', '4', '265', '265', '4'), 12)
(('13', '78', '13', '13', '78'), 12)
(('199', '201', '5', '13', '102'), 12)
(('43', '265', '168', '168', '265'), 12)
(('168', '265', '265', '265', '3'), 12)
(('192', '243', '125', '125', '125'), 12)
(('78', '146', '78', '78', '78'), 12)
(('265', '265', '168', '168', '3'), 12)
(('4', '78', '240', '240', '240'), 12)
(('43', '168', '168', '265', '168'), 12)
(('43', '168', '168', '168', '168'), 12)
(('265', '168', '3', '168', '3'), 12)
(('3', '3', '265', '3', '168'), 12)
(('265', '43', '3', '3', '168'), 12)
(('192', '140', '91', '6', '142'), 12)
(('265', '43', '195', '340', '340'), 12)
(('13', '4', '13', '240', '240'), 11)
(('265', '265', '142', '142', '3'), 11)
(('142', '78', '142', '78', '142'), 11)
(('265', '43', '265', '43', '3'), 11)
(('265', '265', '3', '168', '3'), 11)
(('5', '13', '102', '102', '102'), 11)
(('168', '3', '265', '3', '168'), 11)
(('5', '5', '3', '197', '192'), 11)
(('265', '3', '3', '3', '265'), 11)
(('265', '265', '3', '265', '3'), 11)
(('168', '3', '168', '3', '3'), 11)
(('45', '45', '5', '197', '192'), 11)
(('11', '45', '33', '192', '33'), 11)
(('140', '91', '6', '142', '4'), 11)
(('3', '168', '3', '3', '168'), 11)
(('4', '13', '78', '240', '240'), 11)
(('4', '240', '240', '240', '4'), 11)
(('78', '240', '4', '240', '240'), 11)
(('33', '5', '197', '192', '6'), 11)
(('91', '6', '5', '140', '197'), 11)
(('43', '3', '3', '168', '265'), 11)
(('265', '265', '13', '240', '240'), 11)
(('240', '240', '240', '240', '4'), 11)
(('91', '33', '5', '140', '27'), 11)
(('168', '265', '3', '3', '3'), 11)
(('4', '4', '240', '240', '240'), 11)
(('146', '168', '168', '168', '168'), 11)
(('45', '33', '192', '33', '5'), 11)
(('192', '33', '5', '197', '192'), 11)
(('102', '102', '13', '102', '5'), 11)
(('240', '13', '4', '4', '240'), 11)
(('192', '192', '6', '125', '91'), 11)
(('240', '240', '240', '13', '78'), 11)
(('168', '168', '3', '265', '3'), 11)
(('43', '3', '168', '265', '168'), 11)
(('43', '195', '340', '340', '3'), 11)
(('102', '168', '265', '265', '265'), 11)
(('168', '3', '3', '3', '3'), 11)
(('33', '192', '33', '5', '197'), 11)
(('3', '3', '168', '3', '3'), 11)
(('175', '191', '122', '268', '45'), 11)
(('265', '265', '142', '119', '265'), 11)
(('168', '3', '3', '265', '265'), 11)
(('265', '43', '265', '265', '43'), 10)
(('122', '268', '45', '45', '5'), 10)
(('102', '102', '6', '5', '197'), 10)
(('13', '4', '265', '265', '13'), 10)
(('142', '78', '142', '78', '102'), 10)
(('265', '119', '265', '54', '265'), 10)
(('91', '3', '6', '91', '5'), 10)
(('146', '168', '265', '168', '168'), 10)
(('43', '43', '168', '265', '43'), 10)
(('240', '240', '4', '78', '13'), 10)
(('6', '5', '197', '192', '3'), 10)
(('102', '6', '102', '102', '6'), 10)
(('4', '265', '265', '240', '4'), 10)
(('43', '265', '3', '265', '43'), 10)
(('13', '13', '4', '240', '240'), 10)
(('78', '4', '240', '240', '240'), 10)
(('45', '5', '197', '192', '3'), 10)
(('4', '265', '240', '240', '13'), 10)
(('78', '78', '102', '78', '78'), 10)
(('91', '102', '102', '102', '5'), 10)
(('43', '3', '168', '168', '168'), 10)
(('240', '4', '78', '13', '13'), 10)
(('168', '146', '168', '265', '168'), 10)
(('191', '122', '268', '45', '45'), 10)
(('265', '43', '168', '168', '3'), 10)
(('13', '78', '78', '142', '78'), 10)
(('3', '168', '3', '3', '3'), 10)
(('3', '3', '265', '43', '168'), 10)
(('168', '265', '5', '6', '265'), 10)
(('6', '192', '192', '243', '125'), 10)
(('43', '168', '265', '265', '168'), 10)
(('43', '168', '3', '168', '265'), 10)
(('192', '3', '6', '91', '102'), 10)
(('142', '78', '102', '78', '142'), 10)
(('240', '4', '240', '240', '4'), 10)
(('3', '168', '3', '265', '265'), 10)
(('265', '265', '43', '168', '265'), 10)
(('340', '340', '3', '265', '43'), 10)
(('3', '3', '6', '91', '195'), 10)
(('3', '168', '265', '43', '168'), 10)
(('265', '265', '265', '265', '102'), 10)
(('265', '43', '168', '43', '168'), 10)
(('240', '240', '78', '240', '240'), 10)
(('168', '265', '3', '265', '43'), 10)
(('78', '78', '78', '142', '142'), 10)
(('125', '195', '5', '197', '192'), 10)
(('142', '142', '78', '142', '78'), 10)
(('3', '146', '104', '265', '3'), 10)
(('265', '265', '102', '168', '265'), 10)
(('168', '265', '265', '102', '168'), 10)
(('142', '142', '78', '78', '142'), 10)
(('91', '5', '3', '197', '192'), 10)
(('43', '265', '43', '3', '265'), 10)
(('78', '78', '142', '142', '78'), 10)
(('268', '45', '45', '5', '197'), 10)
(('78', '13', '13', '4', '13'), 10)
(('240', '265', '240', '240', '13'), 10)
(('265', '3', '3', '265', '3'), 10)
(('3', '146', '104', '265', '265'), 10)
(('4', '142', '3', '13', '102'), 10)
(('78', '4', '240', '240', '13'), 10)
(('5', '197', '197', '192', '3'), 10)
(('265', '240', '240', '13', '240'), 9)
(('3', '6', '91', '5', '3'), 9)
(('265', '265', '265', '168', '102'), 9)
