(('265', '168', '265'), 2108)
(('102', '102', '102'), 73)
(('175', '175', '175'), 73)
(('78', '146', '78'), 70)
(('142', '78', '142'), 70)
(('265', '43', '43'), 70)
(('146', '104', '265'), 70)
(('78', '13', '240'), 69)
(('146', '78', '78'), 68)
(('265', '102', '265'), 67)
(('142', '78', '146'), 66)
(('4', '4', '13'), 66)
(('142', '3', '265'), 65)
(('265', '265', '142'), 65)
(('78', '142', '142'), 65)
(('162', '162', '162'), 63)
(('6', '6', '6'), 63)
(('142', '142', '78'), 62)
(('192', '3', '3'), 62)
(('102', '265', '265'), 62)
(('4', '4', '240'), 61)
(('197', '192', '140'), 60)
(('6', '91', '5'), 60)
(('5', '140', '197'), 60)
(('104', '265', '142'), 60)
(('265', '142', '142'), 60)
(('43', '265', '265'), 60)
(('4', '13', '4'), 60)
(('140', '197', '192'), 59)
(('13', '78', '240'), 59)
(('142', '3', '142'), 58)
(('13', '13', '240'), 58)
(('13', '4', '4'), 57)
(('3', '3', '6'), 57)
(('240', '78', '240'), 57)
(('3', '142', '3'), 57)
(('43', '168', '3'), 56)
(('114', '162', '114'), 56)
(('3', '3', '142'), 56)
(('192', '192', '192'), 54)
(('91', '5', '197'), 54)
(('5', '195', '5'), 54)
(('142', '3', '3'), 54)
(('192', '140', '91'), 54)
(('192', '6', '125'), 53)
(('142', '142', '265'), 53)
(('3', '142', '142'), 53)
(('4', '78', '240'), 53)
(('146', '168', '3'), 53)
(('27', '174', '27'), 50)
(('265', '265', '4'), 50)
(('162', '162', '114'), 50)
(('168', '43', '168'), 49)
(('3', '142', '265'), 49)
(('4', '13', '240'), 48)
(('195', '5', '195'), 48)
(('114', '162', '162'), 48)
(('146', '168', '265'), 47)
(('140', '91', '6'), 46)
(('3', '3', '13'), 46)
(('3', '168', '146'), 45)
(('192', '3', '6'), 45)
(('13', '240', '13'), 44)
(('43', '265', '43'), 44)
(('240', '13', '13'), 43)
(('240', '240', '78'), 43)
(('13', '4', '13'), 43)
(('142', '265', '3'), 41)
(('240', '4', '13'), 41)
(('168', '146', '3'), 40)
(('265', '4', '240'), 39)
(('91', '91', '91'), 39)
(('3', '13', '199'), 39)
(('240', '13', '78'), 39)
(('197', '192', '6'), 39)
(('146', '168', '168'), 39)
(('146', '3', '3'), 39)
(('13', '199', '5'), 37)
(('265', '240', '4'), 37)
(('85', '85', '85'), 37)
(('13', '240', '4'), 37)
(('265', '3', '142'), 37)
(('4', '240', '4'), 36)
(('265', '265', '43'), 35)
(('3', '3', '175'), 35)
(('78', '13', '4'), 35)
(('265', '13', '240'), 35)
(('146', '142', '142'), 35)
(('78', '78', '102'), 35)
(('5', '140', '27'), 34)
(('240', '4', '78'), 34)
(('43', '43', '3'), 34)
(('5', '5', '3'), 34)
(('3', '265', '142'), 34)
(('125', '125', '91'), 33)
(('33', '5', '140'), 33)
(('146', '265', '265'), 33)
(('43', '265', '3'), 32)
(('13', '265', '240'), 32)
(('140', '27', '174'), 32)
(('265', '168', '43'), 32)
(('13', '102', '6'), 32)
(('142', '146', '142'), 32)
(('102', '13', '102'), 32)
(('102', '142', '78'), 31)
(('78', '4', '240'), 31)
(('265', '142', '3'), 31)
(('199', '5', '140'), 31)
(('3', '13', '102'), 31)
(('43', '3', '3'), 31)
(('240', '4', '4'), 31)
(('195', '5', '197'), 30)
(('43', '43', '168'), 30)
(('3', '3', '104'), 30)
(('102', '102', '6'), 30)
(('142', '265', '265'), 30)
(('265', '265', '146'), 30)
(('142', '265', '142'), 29)
(('13', '13', '13'), 29)
(('174', '27', '221'), 29)
(('102', '78', '142'), 29)
(('4', '4', '3'), 29)
(('4', '78', '4'), 29)
(('4', '3', '4'), 28)
(('168', '146', '265'), 28)
(('3', '4', '4'), 28)
(('3', '3', '221'), 28)
(('78', '78', '146'), 28)
(('27', '221', '3'), 28)
(('265', '265', '13'), 28)
(('265', '119', '265'), 28)
(('221', '3', '3'), 28)
(('4', '240', '13'), 27)
(('168', '43', '265'), 27)
(('142', '142', '146'), 27)
(('104', '142', '265'), 26)
(('3', '168', '43'), 26)
(('78', '142', '146'), 26)
(('43', '168', '43'), 26)
(('3', '265', '119'), 26)
(('168', '43', '3'), 26)
(('3', '3', '91'), 26)
(('240', '265', '240'), 26)
(('265', '146', '142'), 26)
(('5', '5', '195'), 25)
(('91', '6', '5'), 25)
(('78', '102', '142'), 25)
(('13', '102', '102'), 25)
(('78', '240', '4'), 25)
(('221', '27', '174'), 25)
(('4', '240', '78'), 24)
(('78', '240', '13'), 24)
(('102', '102', '13'), 24)
(('13', '78', '78'), 24)
(('142', '119', '265'), 24)
(('102', '102', '5'), 24)
(('3', '5', '5'), 23)
(('78', '4', '4'), 23)
(('3', '221', '27'), 22)
(('5', '3', '3'), 22)
(('265', '146', '168'), 22)
(('142', '4', '4'), 22)
(('265', '102', '168'), 22)
(('3', '175', '142'), 22)
(('102', '6', '102'), 22)
(('5', '13', '102'), 22)
(('91', '102', '102'), 22)
(('119', '265', '265'), 22)
(('168', '168', '102'), 22)
(('104', '3', '142'), 22)
(('91', '5', '3'), 22)
(('125', '91', '5'), 21)
(('5', '5', '197'), 21)
(('174', '27', '6'), 21)
(('78', '146', '142'), 21)
(('265', '265', '104'), 21)
(('5', '5', '6'), 21)
(('265', '43', '195'), 21)
(('168', '102', '168'), 21)
(('6', '5', '5'), 21)
(('6', '78', '78'), 21)
(('265', '104', '142'), 21)
(('3', '3', '102'), 21)
(('192', '33', '5'), 21)
(('6', '125', '5'), 21)
(('3', '104', '175'), 21)
(('168', '168', '43'), 21)
(('104', '175', '175'), 20)
(('102', '168', '265'), 20)
(('265', '265', '78'), 20)
(('104', '265', '265'), 20)
(('6', '91', '102'), 20)
(('91', '5', '5'), 20)
(('3', '265', '146'), 20)
(('5', '6', '265'), 20)
(('78', '13', '78'), 20)
(('6', '3', '3'), 20)
(('102', '168', '168'), 20)
(('3', '104', '265'), 20)
(('146', '265', '168'), 20)
(('104', '265', '3'), 20)
(('146', '142', '78'), 20)
(('4', '13', '13'), 20)
(('13', '102', '5'), 20)
(('13', '78', '4'), 20)
(('119', '265', '54'), 20)
(('240', '78', '4'), 20)
(('3', '104', '3'), 19)
(('6', '102', '102'), 19)
(('5', '6', '5'), 19)
(('265', '142', '119'), 19)
(('104', '3', '265'), 19)
(('6', '5', '197'), 19)
(('102', '6', '78'), 19)
(('27', '6', '199'), 19)
(('6', '199', '201'), 19)
(('5', '192', '6'), 19)
(('3', '175', '3'), 19)
(('195', '5', '5'), 19)
(('4', '265', '240'), 19)
(('146', '142', '265'), 19)
(('146', '78', '142'), 18)
(('168', '265', '5'), 18)
(('175', '142', '265'), 18)
(('4', '13', '78'), 18)
(('3', '6', '5'), 18)
(('265', '240', '13'), 18)
(('4', '13', '102'), 18)
(('102', '5', '197'), 18)
(('175', '265', '142'), 18)
(('5', '3', '5'), 18)
(('78', '102', '6'), 18)
(('146', '142', '3'), 17)
(('142', '146', '78'), 17)
(('13', '240', '78'), 17)
(('142', '3', '13'), 17)
(('240', '78', '13'), 17)
(('6', '91', '3'), 17)
(('102', '5', '140'), 17)
(('6', '192', '192'), 17)
(('142', '102', '142'), 17)
(('142', '142', '102'), 17)
(('265', '3', '146'), 17)
(('175', '175', '265'), 17)
(('3', '146', '142'), 17)
(('78', '78', '240'), 17)
(('240', '240', '265'), 17)
(('102', '265', '168'), 17)
(('146', '3', '265'), 17)
(('265', '146', '265'), 17)
(('78', '142', '102'), 17)
(('265', '4', '78'), 17)
(('6', '5', '140'), 17)
(('265', '146', '3'), 17)
(('102', '6', '5'), 16)
(('142', '3', '175'), 16)
(('175', '142', '142'), 16)
(('240', '240', '174'), 16)
(('265', '168', '146'), 16)
(('311', '240', '240'), 16)
(('265', '142', '146'), 16)
(('265', '5', '6'), 16)
(('102', '6', '3'), 16)
(('265', '240', '78'), 16)
(('3', '175', '175'), 16)
(('125', '91', '258'), 16)
(('33', '5', '197'), 16)
(('6', '125', '91'), 16)
(('91', '258', '311'), 16)
(('142', '102', '78'), 16)
(('3', '5', '3'), 16)
(('91', '3', '3'), 16)
(('258', '311', '240'), 16)
(('43', '43', '265'), 15)
(('175', '265', '3'), 15)
(('3', '43', '168'), 15)
(('43', '195', '340'), 15)
(('240', '174', '174'), 15)
(('174', '175', '191'), 15)
(('146', '146', '142'), 15)
(('197', '3', '6'), 15)
(('174', '174', '175'), 15)
(('192', '3', '5'), 15)
(('240', '4', '265'), 15)
(('175', '3', '142'), 15)
(('199', '197', '3'), 15)
(('142', '104', '3'), 15)
(('142', '146', '3'), 15)
(('192', '6', '5'), 15)
(('146', '168', '146'), 14)
(('78', '4', '13'), 14)
(('102', '142', '4'), 14)
(('102', '142', '142'), 14)
(('6', '125', '125'), 14)
(('340', '340', '3'), 14)
(('197', '199', '197'), 14)
(('192', '6', '192'), 14)
(('5', '197', '199'), 14)
(('91', '195', '5'), 14)
(('175', '191', '122'), 14)
(('142', '3', '104'), 14)
(('146', '265', '142'), 14)
(('142', '4', '142'), 14)
(('146', '3', '168'), 14)
(('5', '3', '6'), 14)
(('168', '265', '146'), 14)
(('3', '91', '5'), 14)
(('4', '142', '3'), 14)
(('5', '195', '195'), 14)
(('6', '5', '3'), 14)
(('340', '3', '265'), 13)
(('265', '4', '4'), 13)
(('168', '102', '265'), 13)
(('33', '5', '192'), 13)
(('104', '3', '175'), 13)
(('6', '142', '4'), 13)
(('3', '91', '3'), 13)
(('91', '3', '6'), 13)
(('195', '340', '340'), 13)
(('3', '142', '104'), 13)
(('6', '33', '192'), 13)
(('191', '122', '268'), 13)
(('6', '5', '192'), 13)
(('265', '4', '13'), 13)
(('5', '192', '3'), 13)
(('243', '125', '125'), 13)
(('265', '78', '13'), 13)
(('195', '195', '5'), 13)
(('3', '146', '168'), 13)
(('168', '3', '43'), 13)
(('240', '13', '265'), 13)
(('201', '5', '13'), 12)
(('4', '4', '78'), 12)
(('125', '195', '5'), 12)
(('142', '265', '146'), 12)
(('33', '192', '33'), 12)
(('125', '5', '3'), 12)
(('146', '142', '146'), 12)
(('265', '3', '104'), 12)
(('3', '104', '142'), 12)
(('3', '175', '265'), 12)
(('102', '3', '3'), 12)
(('6', '265', '168'), 12)
(('192', '243', '125'), 12)
(('3', '102', '5'), 12)
(('4', '3', '3'), 12)
(('3', '146', '265'), 12)
(('265', '54', '265'), 12)
(('199', '201', '5'), 12)
(('265', '142', '104'), 12)
(('142', '104', '265'), 12)
(('104', '3', '192'), 12)
(('175', '3', '3'), 12)
(('91', '6', '142'), 12)
(('192', '192', '243'), 12)
(('5', '3', '91'), 12)
(('102', '102', '78'), 12)
(('102', '13', '78'), 11)
(('3', '146', '3'), 11)
(('78', '102', '13'), 11)
(('142', '175', '142'), 11)
(('45', '5', '197'), 11)
(('5', '5', '192'), 11)
(('13', '240', '265'), 11)
(('175', '175', '142'), 11)
(('265', '13', '4'), 11)
(('11', '45', '33'), 11)
(('45', '45', '5'), 11)
(('45', '33', '192'), 11)
(('3', '3', '5'), 11)
(('240', '265', '4'), 11)
(('6', '91', '195'), 11)
(('91', '33', '5'), 11)
(('122', '268', '45'), 11)
(('6', '91', '6'), 10)
(('91', '3', '5'), 10)
(('13', '13', '265'), 10)
(('162', '114', '114'), 10)
(('168', '54', '102'), 10)
(('6', '3', '13'), 10)
(('5', '197', '197'), 10)
(('192', '5', '6'), 10)
(('265', '78', '240'), 10)
(('114', '114', '162'), 10)
(('6', '125', '195'), 10)
(('265', '175', '142'), 10)
(('197', '197', '192'), 10)
(('6', '33', '6'), 10)
(('13', '102', '142'), 10)
(('265', '146', '146'), 10)
(('265', '3', '175'), 10)
(('265', '168', '102'), 10)
(('5', '33', '5'), 10)
(('3', '265', '104'), 10)
(('4', '78', '78'), 10)
(('91', '6', '6'), 10)
(('125', '3', '6'), 10)
(('4', '13', '265'), 10)
(('13', '102', '13'), 10)
(('3', '142', '119'), 10)
(('142', '146', '265'), 10)
(('102', '5', '3'), 10)
(('146', '3', '142'), 10)
(('4', '265', '4'), 10)
(('3', '195', '5'), 10)
(('175', '3', '175'), 10)
(('268', '45', '45'), 10)
(('4', '265', '13'), 10)
(('104', '265', '104'), 10)
(('142', '175', '3'), 9)
(('6', '3', '6'), 9)
(('146', '78', '102'), 9)
(('4', '4', '265'), 9)
(('146', '265', '3'), 9)
(('195', '78', '78'), 9)
(('63', '63', '63'), 9)
(('4', '240', '265'), 9)
(('54', '265', '265'), 9)
(('3', '43', '265'), 9)
(('33', '6', '33'), 9)
(('13', '265', '4'), 9)
(('13', '265', '13'), 9)
(('142', '146', '102'), 9)
(('78', '240', '265'), 9)
(('340', '168', '265'), 9)
(('6', '91', '240'), 9)
(('78', '265', '240'), 9)
(('146', '146', '146'), 9)
(('197', '192', '4'), 9)
(('142', '13', '102'), 9)
(('78', '4', '78'), 9)
(('175', '142', '3'), 9)
(('3', '5', '197'), 9)
(('3', '192', '3'), 9)
(('3', '192', '192'), 9)
(('78', '102', '102'), 9)
(('104', '142', '142'), 9)
(('168', '3', '146'), 9)
(('240', '78', '78'), 9)
(('78', '78', '4'), 9)
(('192', '3', '140'), 8)
(('102', '102', '3'), 8)
(('13', '102', '91'), 8)
(('104', '142', '104'), 8)
(('54', '54', '54'), 8)
(('142', '146', '146'), 8)
(('140', '3', '6'), 8)
(('78', '6', '78'), 8)
(('3', '175', '104'), 8)
(('102', '146', '78'), 8)
(('6', '125', '3'), 8)
(('146', '104', '142'), 8)
(('3', '3', '199'), 8)
(('54', '102', '6'), 8)
(('142', '104', '142'), 8)
(('3', '43', '3'), 8)
(('192', '6', '3'), 8)
(('13', '5', '197'), 8)
(('142', '142', '104'), 8)
(('102', '6', '142'), 8)
(('43', '3', '43'), 8)
(('5', '192', '192'), 8)
(('78', '240', '78'), 8)
(('5', '3', '192'), 8)
(('104', '3', '104'), 8)
(('201', '206', '5'), 8)
(('102', '5', '13'), 8)
(('119', '265', '142'), 8)
(('142', '3', '146'), 8)
(('3', '142', '146'), 8)
(('6', '3', '192'), 8)
(('142', '78', '6'), 8)
(('192', '192', '5'), 8)
(('221', '221', '102'), 8)
(('142', '142', '175'), 8)
(('102', '221', '221'), 8)
(('125', '91', '3'), 8)
(('5', '6', '33'), 7)
(('3', '5', '91'), 7)
(('192', '4', '6'), 7)
(('91', '6', '91'), 7)
(('265', '104', '265'), 7)
(('240', '5', '3'), 7)
(('175', '175', '3'), 7)
(('91', '3', '104'), 7)
(('4', '265', '78'), 7)
(('265', '3', '43'), 7)
(('125', '5', '5'), 7)
(('195', '3', '3'), 7)
(('102', '91', '91'), 7)
(('6', '168', '265'), 7)
(('168', '78', '78'), 7)
(('192', '192', '33'), 7)
(('3', '140', '3'), 7)
(('265', '142', '175'), 7)
(('104', '104', '142'), 7)
(('102', '3', '5'), 7)
(('63', '63', '6'), 7)
(('192', '3', '195'), 7)
(('3', '3', '43'), 7)
(('168', '265', '102'), 7)
(('195', '195', '195'), 7)
(('146', '78', '146'), 7)
(('5', '5', '91'), 7)
(('201', '13', '5'), 7)
(('4', '6', '91'), 7)
(('91', '142', '142'), 7)
(('3', '6', '3'), 7)
(('78', '78', '195'), 7)
(('199', '201', '13'), 7)
(('78', '146', '146'), 7)
(('146', '104', '3'), 7)
(('78', '142', '6'), 7)
(('104', '142', '3'), 7)
(('6', '3', '5'), 7)
(('168', '5', '6'), 7)
(('119', '142', '142'), 7)
(('5', '91', '5'), 7)
(('199', '199', '199'), 6)
(('6', '5', '221'), 6)
(('174', '174', '11'), 6)
(('3', '168', '78'), 6)
(('91', '240', '5'), 6)
(('6', '265', '6'), 6)
(('175', '6', '3'), 6)
(('174', '57', '175'), 6)
(('5', '192', '125'), 6)
(('3', '3', '195'), 6)
(('146', '3', '104'), 6)
(('6', '265', '5'), 6)
(('3', '240', '5'), 6)
(('78', '78', '13'), 6)
(('5', '197', '6'), 6)
(('102', '195', '78'), 6)
(('54', '175', '6'), 6)
(('175', '142', '175'), 6)
(('78', '3', '168'), 6)
(('78', '78', '3'), 6)
(('175', '174', '174'), 6)
(('142', '175', '265'), 6)
(('33', '192', '6'), 6)
(('199', '199', '5'), 6)
(('206', '5', '6'), 6)
(('6', '6', '5'), 6)
(('146', '146', '3'), 6)
(('192', '3', '240'), 6)
(('78', '265', '4'), 6)
(('102', '78', '146'), 6)
(('5', '197', '5'), 6)
(('146', '3', '146'), 6)
(('174', '174', '57'), 6)
(('3', '199', '199'), 6)
(('5', '192', '33'), 6)
(('3', '6', '174'), 6)
(('265', '175', '3'), 6)
(('5', '6', '168'), 6)
(('6', '66', '63'), 6)
(('13', '5', '5'), 6)
(('5', '197', '3'), 6)
(('146', '265', '146'), 6)
(('265', '6', '265'), 6)
(('6', '91', '91'), 6)
(('5', '221', '220'), 6)
(('175', '142', '146'), 6)
(('78', '4', '265'), 6)
(('175', '54', '175'), 6)
(('6', '5', '33'), 6)
(('54', '146', '265'), 6)
(('102', '5', '5'), 6)
(('78', '102', '195'), 6)
(('142', '265', '119'), 6)
(('240', '5', '197'), 6)
(('104', '175', '3'), 6)
(('174', '11', '45'), 6)
(('33', '192', '192'), 6)
(('6', '5', '6'), 6)
(('6', '174', '174'), 6)
(('192', '5', '5'), 6)
(('265', '54', '146'), 6)
(('6', '192', '6'), 6)
(('175', '104', '265'), 6)
(('5', '6', '192'), 6)
(('3', '104', '104'), 6)
(('104', '104', '3'), 6)
(('102', '102', '91'), 6)
(('5', '142', '4'), 6)
(('5', '192', '5'), 6)
(('142', '104', '175'), 6)
(('5', '195', '206'), 6)
(('175', '91', '265'), 6)
(('6', '78', '142'), 6)
(('104', '175', '142'), 6)
(('3', '192', '142'), 6)
(('265', '265', '175'), 6)
(('146', '142', '175'), 6)
(('57', '175', '54'), 6)
(('102', '78', '102'), 6)
(('197', '3', '3'), 6)
(('221', '221', '221'), 6)
(('6', '265', '265'), 6)
(('102', '6', '33'), 6)
(('6', '6', '66'), 6)
(('104', '265', '175'), 6)
(('5', '6', '6'), 6)
(('192', '6', '6'), 5)
(('5', '125', '125'), 5)
(('175', '3', '265'), 5)
(('13', '102', '3'), 5)
(('3', '5', '192'), 5)
(('33', '33', '5'), 5)
(('199', '5', '197'), 5)
(('5', '91', '3'), 5)
(('142', '146', '104'), 5)
(('104', '265', '146'), 5)
(('146', '146', '78'), 5)
(('5', '33', '6'), 5)
(('240', '78', '265'), 5)
(('195', '206', '60'), 5)
(('142', '265', '175'), 5)
(('146', '175', '265'), 5)
(('6', '192', '125'), 5)
(('146', '146', '265'), 5)
(('3', '146', '146'), 5)
(('3', '192', '6'), 5)
(('5', '5', '102'), 5)
(('265', '146', '104'), 5)
(('66', '63', '63'), 5)
(('192', '3', '91'), 5)
(('265', '104', '104'), 5)
(('33', '5', '195'), 5)
(('146', '102', '146'), 5)
(('265', '78', '4'), 5)
(('265', '13', '78'), 5)
