(('168', '168', '168'), 4318)
(('102', '168', '45'), 11)
(('5', '5', '195'), 11)
(('146', '3', '142'), 11)
(('5', '195', '195'), 11)
(('168', '4', '168'), 10)
(('6', '3', '6'), 10)
(('142', '146', '104'), 10)
(('13', '4', '240'), 10)
(('78', '168', '102'), 10)
(('240', '13', '13'), 10)
(('6', '6', '5'), 10)
(('33', '13', '33'), 10)
(('265', '104', '142'), 10)
(('146', '146', '168'), 10)
(('91', '3', '91'), 10)
(('3', '104', '146'), 10)
(('146', '104', '3'), 10)
(('168', '168', '91'), 10)
(('301', '295', '301'), 10)
(('168', '168', '340'), 10)
(('3', '5', '197'), 10)
(('175', '142', '142'), 10)
(('142', '7', '142'), 10)
(('3', '43', '43'), 10)
(('196', '195', '195'), 10)
(('43', '43', '3'), 10)
(('195', '5', '195'), 10)
(('13', '78', '4'), 10)
(('91', '91', '3'), 10)
(('265', '142', '175'), 10)
(('265', '104', '104'), 9)
(('3', '146', '104'), 9)
(('3', '54', '54'), 9)
(('168', '78', '168'), 9)
(('340', '168', '3'), 9)
(('265', '102', '265'), 9)
(('168', '168', '192'), 9)
(('192', '3', '3'), 9)
(('265', '146', '146'), 9)
(('5', '197', '3'), 9)
(('6', '5', '91'), 9)
(('6', '91', '91'), 9)
(('78', '78', '168'), 9)
(('33', '195', '196'), 9)
(('265', '265', '340'), 9)
(('192', '192', '192'), 9)
(('175', '142', '104'), 9)
(('5', '192', '3'), 9)
(('13', '33', '33'), 9)
(('104', '104', '3'), 9)
(('195', '5', '5'), 9)
(('104', '175', '142'), 9)
(('102', '265', '265'), 9)
(('142', '142', '175'), 9)
(('175', '3', '265'), 8)
(('265', '340', '168'), 8)
(('265', '175', '3'), 8)
(('146', '265', '146'), 8)
(('4', '13', '78'), 8)
(('142', '175', '175'), 8)
(('102', '192', '168'), 8)
(('265', '3', '175'), 8)
(('104', '104', '142'), 8)
(('192', '3', '5'), 8)
(('168', '102', '91'), 8)
(('195', '5', '3'), 8)
(('43', '43', '43'), 8)
(('195', '33', '13'), 8)
(('197', '192', '6'), 8)
(('146', '3', '146'), 8)
(('54', '54', '3'), 8)
(('91', '5', '197'), 8)
(('240', '4', '240'), 8)
(('168', '78', '78'), 8)
(('5', '91', '6'), 8)
(('175', '265', '142'), 8)
(('33', '13', '13'), 8)
(('19', '168', '168'), 8)
(('6', '5', '6'), 8)
(('6', '91', '3'), 8)
(('104', '146', '3'), 8)
(('168', '3', '78'), 8)
(('5', '6', '6'), 8)
(('168', '146', '146'), 7)
(('192', '5', '3'), 7)
(('78', '78', '3'), 7)
(('3', '78', '168'), 7)
(('33', '196', '195'), 7)
(('265', '195', '168'), 7)
(('78', '3', '168'), 7)
(('5', '196', '5'), 7)
(('168', '3', '340'), 7)
(('3', '3', '78'), 7)
(('192', '168', '102'), 7)
(('142', '104', '175'), 7)
(('4', '240', '78'), 7)
(('197', '5', '3'), 7)
(('78', '168', '78'), 7)
(('265', '175', '265'), 7)
(('146', '3', '175'), 7)
(('168', '19', '168'), 7)
(('5', '192', '5'), 7)
(('3', '91', '6'), 7)
(('3', '6', '6'), 7)
(('91', '195', '5'), 7)
(('78', '4', '78'), 7)
(('195', '196', '5'), 7)
(('340', '265', '168'), 7)
(('78', '4', '240'), 7)
(('104', '175', '3'), 7)
(('168', '195', '340'), 7)
(('146', '265', '104'), 7)
(('3', '4', '168'), 7)
(('195', '340', '168'), 7)
(('78', '240', '4'), 7)
(('301', '300', '220'), 7)
(('196', '91', '91'), 7)
(('240', '240', '78'), 7)
(('142', '175', '104'), 7)
(('146', '104', '265'), 7)
(('175', '142', '265'), 7)
(('197', '91', '5'), 7)
(('3', '3', '45'), 7)
(('195', '33', '195'), 7)
(('104', '265', '175'), 7)
(('33', '33', '196'), 7)
(('5', '197', '91'), 6)
(('13', '168', '102'), 6)
(('168', '168', '195'), 6)
(('168', '3', '195'), 6)
(('3', '3', '195'), 6)
(('196', '196', '195'), 6)
(('197', '192', '3'), 6)
(('78', '104', '13'), 6)
(('142', '175', '265'), 6)
(('3', '192', '5'), 6)
(('142', '265', '175'), 6)
(('175', '104', '175'), 6)
(('6', '6', '3'), 6)
(('104', '142', '104'), 6)
(('3', '265', '175'), 6)
(('265', '146', '104'), 6)
(('104', '13', '5'), 6)
(('146', '146', '142'), 6)
(('168', '168', '45'), 6)
(('104', '3', '146'), 6)
(('240', '78', '13'), 6)
(('195', '5', '91'), 6)
(('3', '78', '265'), 6)
(('197', '3', '5'), 6)
(('5', '195', '91'), 6)
(('33', '196', '196'), 6)
(('168', '265', '195'), 6)
(('3', '195', '3'), 6)
(('102', '168', '91'), 6)
(('104', '146', '142'), 6)
(('168', '168', '19'), 6)
(('91', '13', '13'), 6)
(('6', '3', '91'), 6)
(('3', '45', '3'), 6)
(('6', '5', '192'), 6)
(('5', '195', '196'), 6)
(('196', '196', '91'), 6)
(('142', '7', '7'), 6)
(('13', '195', '195'), 6)
(('5', '5', '196'), 6)
(('301', '220', '220'), 6)
(('168', '3', '4'), 6)
(('265', '19', '168'), 6)
(('175', '3', '104'), 6)
(('78', '240', '240'), 6)
(('195', '91', '195'), 6)
(('220', '220', '301'), 6)
(('91', '102', '102'), 6)
(('195', '196', '33'), 6)
(('7', '7', '142'), 6)
(('13', '33', '195'), 6)
(('340', '3', '265'), 6)
(('91', '195', '195'), 5)
(('54', '142', '142'), 5)
(('195', '220', '220'), 5)
(('192', '168', '168'), 5)
(('340', '265', '265'), 5)
(('168', '168', '162'), 5)
(('7', '7', '7'), 5)
(('196', '195', '33'), 5)
(('3', '195', '5'), 5)
(('13', '240', '78'), 5)
(('3', '265', '19'), 5)
(('196', '5', '91'), 5)
(('168', '104', '91'), 5)
(('91', '3', '6'), 5)
(('197', '5', '91'), 5)
(('168', '265', '340'), 5)
(('192', '102', '102'), 5)
(('142', '142', '54'), 5)
(('78', '195', '104'), 5)
(('300', '220', '301'), 5)
(('197', '192', '140'), 5)
(('195', '91', '5'), 5)
(('265', '4', '168'), 5)
(('175', '142', '146'), 5)
(('6', '195', '195'), 5)
(('197', '3', '6'), 5)
(('195', '33', '196'), 5)
(('192', '140', '91'), 5)
(('13', '13', '33'), 5)
(('146', '104', '104'), 5)
(('13', '5', '197'), 5)
(('45', '3', '3'), 5)
(('104', '104', '265'), 5)
(('91', '168', '168'), 5)
(('43', '3', '43'), 5)
(('220', '6', '195'), 5)
(('104', '175', '104'), 5)
(('5', '192', '91'), 5)
(('60', '102', '168'), 5)
(('5', '140', '197'), 5)
(('192', '6', '91'), 5)
(('175', '104', '142'), 5)
(('309', '309', '309'), 5)
(('265', '175', '146'), 5)
(('195', '195', '220'), 5)
(('5', '3', '192'), 5)
(('168', '102', '221'), 5)
(('7', '142', '7'), 5)
(('3', '192', '3'), 5)
(('140', '197', '192'), 5)
(('309', '54', '3'), 5)
(('195', '168', '168'), 5)
(('175', '146', '265'), 5)
(('265', '195', '340'), 5)
(('168', '102', '6'), 5)
(('175', '175', '104'), 5)
(('175', '265', '175'), 5)
(('104', '142', '175'), 5)
(('168', '78', '104'), 5)
(('78', '78', '195'), 5)
(('240', '13', '240'), 5)
(('240', '4', '78'), 5)
(('168', '192', '168'), 5)
(('91', '102', '168'), 5)
(('102', '91', '6'), 5)
(('3', '104', '104'), 5)
(('91', '6', '3'), 5)
(('265', '168', '340'), 5)
(('175', '146', '142'), 5)
(('140', '91', '6'), 5)
(('146', '146', '3'), 5)
(('196', '33', '195'), 5)
(('5', '91', '196'), 5)
(('3', '340', '168'), 5)
(('168', '102', '163'), 5)
(('168', '340', '265'), 5)
(('104', '175', '175'), 5)
(('146', '142', '104'), 4)
(('146', '142', '175'), 4)
(('195', '195', '3'), 4)
(('6', '6', '91'), 4)
(('13', '240', '13'), 4)
(('91', '6', '91'), 4)
(('104', '175', '265'), 4)
(('175', '175', '3'), 4)
(('3', '5', '195'), 4)
(('54', '265', '146'), 4)
(('13', '104', '78'), 4)
(('4', '3', '168'), 4)
(('197', '6', '5'), 4)
(('3', '197', '3'), 4)
(('221', '102', '168'), 4)
(('195', '91', '91'), 4)
(('265', '3', '78'), 4)
(('5', '168', '102'), 4)
(('265', '175', '142'), 4)
(('78', '265', '4'), 4)
(('168', '195', '265'), 4)
(('78', '78', '102'), 4)
(('196', '91', '5'), 4)
(('3', '3', '192'), 4)
(('168', '4', '3'), 4)
(('102', '102', '192'), 4)
(('102', '102', '91'), 4)
(('5', '102', '168'), 4)
(('3', '6', '197'), 4)
(('13', '102', '168'), 4)
(('91', '195', '91'), 4)
(('78', '78', '104'), 4)
(('146', '146', '146'), 4)
(('78', '240', '13'), 4)
(('146', '104', '142'), 4)
(('340', '3', '168'), 4)
(('91', '192', '5'), 4)
(('102', '91', '45'), 4)
(('265', '104', '175'), 4)
(('195', '265', '168'), 4)
(('4', '168', '3'), 4)
(('265', '340', '265'), 4)
(('196', '13', '33'), 4)
(('192', '91', '5'), 4)
(('221', '102', '102'), 4)
(('91', '91', '195'), 4)
(('3', '3', '197'), 4)
(('78', '13', '240'), 4)
(('197', '3', '197'), 4)
(('54', '3', '309'), 4)
(('175', '175', '146'), 4)
(('19', '265', '168'), 4)
(('240', '13', '78'), 4)
(('33', '13', '196'), 4)
(('3', '5', '192'), 4)
(('13', '33', '13'), 4)
(('5', '195', '197'), 4)
(('6', '197', '3'), 4)
(('5', '6', '197'), 4)
(('5', '192', '6'), 4)
(('19', '168', '3'), 4)
(('5', '197', '197'), 4)
(('301', '6', '220'), 4)
(('168', '102', '5'), 4)
(('91', '6', '195'), 4)
(('102', '221', '102'), 4)
(('5', '3', '195'), 4)
(('104', '174', '175'), 4)
(('195', '168', '265'), 4)
(('3', '168', '340'), 4)
(('3', '197', '6'), 4)
(('45', '168', '102'), 4)
(('45', '192', '163'), 4)
(('197', '301', '301'), 4)
(('162', '6', '3'), 4)
(('5', '91', '195'), 4)
(('168', '45', '192'), 4)
(('78', '102', '102'), 4)
(('13', '13', '195'), 4)
(('142', '175', '146'), 4)
(('3', '146', '146'), 4)
(('3', '91', '91'), 4)
(('175', '265', '265'), 4)
(('220', '221', '301'), 4)
(('265', '168', '195'), 4)
(('6', '5', '195'), 4)
(('163', '168', '168'), 4)
(('195', '3', '168'), 4)
(('240', '78', '78'), 4)
(('91', '196', '91'), 4)
(('168', '91', '163'), 4)
(('196', '5', '140'), 4)
(('45', '45', '192'), 4)
(('3', '78', '3'), 4)
(('13', '78', '240'), 4)
(('5', '5', '140'), 4)
(('3', '3', '4'), 4)
(('33', '196', '33'), 3)
