(('168', '168', '168', '168', '168', '168', '168'), 853)
(('168', '168', '3', '168', '265', '168', '168'), 31)
(('3', '3', '3', '3', '3', '19', '3'), 30)
(('3', '168', '168', '168', '168', '265', '168'), 30)
(('168', '168', '3', '168', '168', '168', '265'), 30)
(('3', '3', '3', '3', '19', '3', '3'), 30)
(('3', '168', '265', '168', '168', '168', '168'), 30)
(('265', '168', '168', '265', '168', '265', '168'), 30)
(('168', '168', '265', '168', '168', '3', '168'), 30)
(('265', '168', '265', '168', '265', '168', '265'), 30)
(('265', '168', '168', '265', '168', '168', '265'), 30)
(('168', '168', '265', '168', '168', '265', '265'), 29)
(('168', '168', '102', '168', '102', '168', '102'), 29)
(('3', '19', '3', '3', '3', '3', '3'), 29)
(('168', '265', '3', '168', '168', '168', '168'), 29)
(('265', '168', '168', '265', '265', '168', '265'), 29)
(('265', '168', '168', '168', '168', '3', '168'), 29)
(('3', '168', '168', '168', '265', '168', '168'), 29)
(('168', '3', '168', '168', '265', '168', '168'), 29)
(('168', '168', '3', '265', '168', '168', '168'), 29)
(('265', '168', '168', '168', '168', '168', '3'), 28)
(('168', '265', '168', '168', '3', '168', '168'), 28)
(('168', '265', '168', '3', '168', '168', '168'), 28)
(('168', '168', '265', '265', '265', '265', '168'), 28)
(('3', '168', '168', '265', '168', '168', '168'), 28)
(('168', '3', '265', '168', '168', '168', '168'), 28)
(('3', '3', '19', '3', '3', '3', '3'), 28)
(('265', '168', '265', '168', '265', '265', '168'), 27)
(('168', '168', '265', '168', '3', '168', '168'), 27)
(('3', '3', '3', '19', '3', '3', '3'), 27)
(('3', '168', '168', '168', '3', '168', '168'), 27)
(('168', '265', '265', '265', '168', '265', '168'), 27)
(('168', '168', '168', '3', '168', '3', '168'), 26)
(('168', '168', '168', '265', '265', '265', '265'), 26)
(('19', '3', '3', '3', '3', '3', '19'), 26)
(('168', '168', '168', '168', '265', '168', '3'), 26)
(('168', '265', '168', '265', '265', '168', '265'), 26)
(('19', '3', '3', '3', '3', '3', '3'), 26)
(('265', '168', '168', '168', '3', '168', '168'), 26)
(('3', '3', '3', '3', '3', '3', '19'), 26)
(('265', '265', '168', '265', '168', '168', '265'), 26)
(('3', '3', '168', '168', '168', '168', '168'), 26)
(('168', '168', '3', '168', '168', '265', '168'), 25)
(('168', '265', '168', '265', '168', '265', '265'), 25)
(('3', '265', '168', '168', '168', '168', '168'), 25)
(('102', '168', '102', '168', '102', '168', '168'), 25)
(('168', '265', '168', '168', '168', '265', '3'), 25)
(('265', '168', '168', '168', '3', '168', '265'), 25)
(('168', '168', '3', '168', '168', '3', '168'), 24)
(('168', '168', '168', '265', '168', '168', '3'), 24)
(('168', '265', '265', '168', '265', '168', '265'), 24)
(('265', '265', '265', '168', '168', '168', '265'), 24)
(('168', '3', '168', '3', '168', '168', '168'), 24)
(('265', '265', '168', '265', '168', '265', '168'), 24)
(('3', '265', '168', '168', '265', '168', '168'), 23)
(('265', '265', '265', '168', '265', '168', '168'), 23)
(('168', '168', '168', '168', '3', '3', '168'), 23)
(('19', '19', '3', '3', '3', '3', '3'), 23)
(('168', '3', '168', '168', '168', '168', '3'), 23)
(('168', '265', '168', '168', '265', '265', '265'), 23)
(('3', '3', '19', '19', '19', '3', '3'), 23)
(('54', '54', '54', '54', '54', '54', '54'), 23)
(('168', '265', '3', '168', '168', '168', '265'), 22)
(('3', '168', '168', '168', '168', '168', '3'), 22)
(('3', '168', '265', '168', '265', '168', '168'), 22)
(('168', '168', '3', '168', '3', '168', '168'), 22)
(('265', '168', '265', '168', '168', '168', '3'), 22)
(('102', '168', '168', '102', '168', '102', '168'), 22)
(('54', '54', '54', '309', '54', '54', '54'), 22)
(('3', '3', '3', '3', '3', '19', '19'), 22)
(('168', '168', '168', '168', '3', '168', '265'), 22)
(('168', '3', '168', '265', '168', '265', '168'), 22)
(('168', '168', '3', '168', '168', '168', '3'), 22)
(('265', '265', '168', '168', '265', '265', '168'), 21)
(('168', '168', '168', '3', '3', '168', '168'), 21)
(('192', '6', '33', '5', '3', '197', '192'), 21)
(('168', '265', '265', '3', '168', '168', '168'), 21)
(('6', '33', '5', '3', '197', '192', '192'), 21)
(('168', '168', '168', '3', '265', '265', '168'), 21)
(('265', '168', '168', '168', '265', '265', '265'), 21)
(('3', '168', '3', '168', '168', '168', '168'), 21)
(('265', '265', '265', '168', '265', '168', '265'), 21)
(('168', '3', '168', '168', '168', '168', '265'), 21)
(('3', '3', '3', '19', '3', '3', '19'), 21)
(('168', '168', '3', '265', '265', '168', '168'), 21)
(('168', '265', '168', '265', '265', '265', '168'), 21)
(('3', '168', '168', '168', '265', '168', '265'), 21)
(('168', '265', '168', '168', '265', '168', '3'), 21)
(('265', '168', '168', '265', '168', '168', '3'), 21)
(('168', '3', '3', '168', '168', '168', '168'), 20)
(('265', '168', '168', '168', '265', '3', '168'), 20)
(('265', '168', '3', '168', '168', '168', '265'), 20)
(('168', '168', '265', '265', '265', '168', '265'), 20)
(('168', '168', '168', '168', '3', '168', '3'), 20)
(('3', '3', '19', '19', '3', '3', '19'), 20)
(('3', '3', '3', '19', '19', '19', '3'), 20)
(('265', '168', '265', '3', '168', '168', '168'), 20)
(('19', '3', '3', '19', '19', '3', '3'), 20)
(('19', '19', '19', '3', '3', '3', '3'), 20)
(('168', '3', '168', '168', '3', '168', '168'), 20)
(('168', '168', '168', '168', '3', '265', '265'), 20)
(('168', '168', '168', '168', '168', '3', '3'), 20)
(('168', '168', '168', '265', '3', '168', '265'), 20)
(('168', '265', '3', '3', '168', '168', '168'), 20)
(('265', '265', '168', '168', '168', '265', '265'), 20)
(('265', '168', '265', '168', '3', '168', '168'), 20)
(('168', '168', '168', '265', '3', '265', '168'), 19)
(('168', '168', '3', '265', '168', '265', '168'), 19)
(('265', '168', '168', '265', '265', '265', '168'), 19)
(('3', '168', '168', '3', '168', '168', '168'), 19)
(('168', '168', '265', '3', '168', '265', '168'), 19)
(('168', '265', '168', '265', '168', '168', '3'), 19)
(('19', '3', '3', '19', '3', '3', '3'), 19)
(('265', '265', '168', '265', '168', '265', '265'), 19)
(('168', '168', '265', '265', '168', '265', '265'), 19)
(('265', '168', '265', '265', '265', '168', '265'), 19)
(('265', '168', '3', '3', '168', '168', '168'), 19)
(('168', '168', '265', '168', '265', '265', '265'), 19)
(('168', '3', '168', '168', '168', '265', '265'), 18)
(('265', '168', '265', '168', '265', '265', '265'), 18)
(('3', '3', '19', '3', '3', '19', '19'), 18)
(('168', '168', '265', '265', '3', '168', '168'), 18)
(('168', '265', '265', '168', '168', '265', '265'), 18)
(('168', '168', '168', '265', '168', '265', '3'), 18)
(('54', '54', '309', '54', '54', '54', '54'), 18)
(('192', '192', '6', '33', '5', '3', '197'), 18)
(('3', '19', '3', '3', '3', '19', '3'), 18)
(('168', '168', '265', '168', '3', '168', '265'), 18)
(('168', '168', '168', '168', '265', '3', '3'), 18)
(('168', '3', '265', '265', '168', '168', '168'), 18)
(('19', '3', '3', '3', '19', '3', '3'), 18)
(('168', '265', '168', '168', '168', '3', '265'), 18)
(('168', '3', '168', '265', '168', '168', '265'), 18)
(('3', '3', '19', '3', '3', '3', '19'), 18)
(('168', '3', '168', '168', '168', '3', '168'), 18)
(('168', '168', '168', '168', '168', '102', '168'), 18)
(('3', '19', '19', '19', '3', '3', '3'), 18)
(('168', '168', '168', '102', '168', '102', '168'), 18)
(('168', '168', '3', '168', '265', '168', '265'), 17)
(('220', '301', '301', '301', '301', '301', '301'), 17)
(('168', '168', '168', '168', '265', '3', '265'), 17)
(('265', '265', '265', '168', '168', '265', '168'), 17)
(('265', '3', '265', '168', '168', '168', '168'), 17)
(('168', '3', '168', '3', '168', '3', '168'), 17)
(('168', '168', '168', '265', '3', '3', '168'), 17)
(('3', '19', '3', '3', '19', '3', '3'), 17)
(('301', '301', '301', '301', '220', '301', '301'), 17)
(('3', '265', '168', '265', '168', '168', '168'), 17)
(('3', '3', '3', '19', '3', '19', '3'), 17)
(('168', '102', '168', '102', '168', '168', '102'), 17)
(('3', '3', '3', '3', '19', '19', '19'), 17)
(('3', '168', '168', '265', '168', '265', '168'), 17)
(('168', '265', '168', '3', '168', '168', '265'), 17)
(('168', '168', '3', '168', '168', '265', '3'), 17)
(('3', '19', '3', '3', '19', '19', '3'), 17)
(('168', '168', '168', '168', '265', '265', '3'), 17)
(('265', '265', '168', '3', '168', '168', '168'), 17)
(('265', '168', '168', '168', '3', '265', '168'), 16)
(('265', '168', '265', '265', '265', '265', '168'), 16)
(('168', '265', '168', '265', '265', '265', '265'), 16)
(('265', '265', '168', '168', '168', '168', '3'), 16)
(('265', '168', '265', '265', '168', '265', '168'), 16)
(('265', '168', '168', '168', '168', '265', '3'), 16)
(('168', '168', '168', '3', '168', '168', '3'), 16)
(('265', '168', '265', '3', '3', '168', '168'), 16)
(('3', '168', '168', '168', '265', '265', '168'), 16)
(('168', '265', '3', '168', '168', '168', '3'), 16)
(('265', '168', '265', '265', '265', '265', '265'), 16)
(('265', '3', '168', '168', '168', '265', '168'), 16)
(('168', '3', '265', '168', '168', '265', '168'), 16)
(('3', '19', '19', '3', '3', '19', '19'), 16)
(('168', '265', '265', '265', '265', '265', '168'), 16)
(('168', '168', '265', '168', '168', '265', '3'), 16)
(('168', '265', '168', '3', '168', '3', '168'), 16)
(('265', '265', '168', '168', '3', '168', '168'), 16)
(('265', '168', '168', '168', '168', '3', '3'), 16)
(('265', '168', '3', '168', '265', '168', '168'), 16)
(('168', '3', '265', '168', '265', '168', '168'), 16)
(('3', '19', '19', '3', '3', '3', '3'), 16)
(('3', '168', '265', '265', '168', '168', '168'), 16)
(('168', '3', '3', '168', '168', '168', '265'), 16)
(('3', '168', '168', '168', '265', '168', '3'), 16)
(('265', '265', '168', '168', '265', '168', '265'), 16)
(('301', '301', '301', '301', '301', '301', '220'), 16)
(('265', '265', '168', '265', '265', '168', '168'), 16)
(('3', '168', '168', '265', '3', '168', '168'), 15)
(('265', '265', '168', '265', '265', '265', '265'), 15)
(('168', '102', '168', '168', '102', '168', '102'), 15)
(('168', '168', '168', '168', '102', '168', '168'), 15)
(('168', '168', '3', '265', '168', '168', '265'), 15)
(('168', '265', '265', '168', '168', '168', '3'), 15)
(('168', '168', '265', '168', '168', '3', '265'), 15)
(('168', '102', '168', '102', '168', '168', '168'), 15)
(('265', '168', '265', '265', '168', '265', '3'), 15)
(('102', '168', '168', '168', '168', '168', '168'), 15)
(('265', '3', '168', '265', '265', '168', '168'), 15)
(('265', '3', '168', '168', '168', '168', '265'), 15)
(('265', '168', '168', '265', '168', '265', '265'), 15)
(('168', '265', '265', '168', '3', '168', '168'), 15)
(('3', '265', '3', '168', '168', '168', '168'), 15)
(('301', '301', '301', '301', '301', '220', '301'), 15)
(('168', '3', '3', '168', '265', '168', '168'), 15)
(('265', '168', '265', '265', '168', '168', '265'), 15)
(('265', '168', '168', '3', '265', '168', '168'), 15)
(('54', '54', '54', '54', '54', '309', '54'), 15)
(('168', '265', '265', '168', '265', '265', '265'), 15)
(('3', '3', '19', '19', '3', '3', '3'), 15)
(('168', '265', '168', '168', '265', '3', '168'), 15)
(('168', '265', '3', '265', '168', '168', '168'), 15)
(('3', '168', '265', '168', '168', '265', '168'), 15)
(('19', '19', '3', '3', '19', '19', '3'), 15)
(('3', '3', '3', '3', '19', '19', '3'), 15)
(('265', '3', '168', '168', '168', '3', '168'), 15)
(('309', '54', '54', '54', '309', '54', '54'), 15)
(('168', '168', '265', '265', '168', '3', '168'), 15)
(('3', '3', '3', '19', '19', '3', '3'), 15)
(('168', '265', '168', '168', '3', '265', '168'), 15)
(('265', '168', '3', '168', '168', '265', '168'), 15)
(('265', '168', '168', '265', '168', '3', '168'), 15)
(('265', '168', '265', '265', '265', '168', '168'), 15)
(('265', '168', '265', '3', '265', '168', '265'), 14)
(('265', '168', '3', '3', '168', '265', '168'), 14)
(('168', '168', '265', '3', '265', '168', '3'), 14)
(('168', '168', '265', '3', '265', '168', '168'), 14)
(('265', '168', '168', '3', '3', '168', '168'), 14)
(('168', '265', '168', '3', '168', '265', '168'), 14)
(('265', '265', '265', '265', '265', '168', '168'), 14)
(('168', '265', '168', '168', '3', '168', '3'), 14)
(('168', '265', '168', '265', '168', '3', '168'), 14)
(('168', '3', '168', '3', '168', '168', '265'), 14)
(('3', '19', '3', '19', '19', '3', '3'), 14)
(('168', '168', '168', '265', '265', '168', '3'), 14)
(('168', '168', '3', '265', '3', '168', '168'), 14)
(('265', '168', '265', '168', '168', '3', '168'), 14)
(('265', '265', '3', '168', '168', '168', '168'), 14)
(('265', '3', '265', '168', '265', '168', '168'), 14)
(('54', '309', '54', '54', '54', '54', '54'), 14)
(('54', '54', '54', '54', '309', '54', '54'), 14)
(('168', '168', '265', '168', '265', '168', '3'), 14)
(('19', '19', '3', '3', '3', '3', '19'), 14)
(('168', '3', '168', '168', '265', '3', '168'), 14)
(('19', '3', '3', '19', '19', '19', '3'), 14)
(('168', '265', '168', '265', '265', '3', '168'), 14)
(('301', '301', '220', '301', '301', '301', '301'), 14)
(('168', '265', '3', '168', '265', '265', '168'), 14)
(('168', '168', '168', '168', '168', '168', '102'), 14)
(('168', '168', '3', '3', '168', '168', '168'), 14)
(('168', '168', '265', '168', '3', '3', '168'), 14)
(('3', '265', '168', '168', '168', '168', '265'), 14)
(('168', '168', '265', '168', '3', '265', '168'), 14)
(('168', '265', '168', '168', '168', '3', '3'), 14)
(('168', '265', '3', '168', '265', '168', '168'), 14)
(('3', '265', '168', '168', '168', '265', '168'), 14)
(('168', '168', '168', '265', '265', '3', '168'), 14)
(('168', '3', '168', '168', '3', '168', '265'), 14)
(('168', '265', '3', '265', '168', '265', '3'), 14)
(('168', '3', '168', '265', '3', '168', '168'), 14)
(('3', '3', '3', '3', '19', '3', '19'), 14)
(('3', '168', '168', '168', '168', '3', '265'), 14)
(('168', '265', '3', '168', '168', '265', '265'), 14)
(('19', '3', '3', '3', '3', '19', '3'), 14)
(('168', '168', '168', '3', '168', '265', '265'), 14)
(('265', '168', '168', '168', '168', '3', '265'), 14)
(('168', '265', '265', '265', '168', '168', '265'), 14)
(('265', '265', '168', '168', '168', '3', '168'), 14)
(('19', '19', '3', '3', '3', '19', '3'), 13)
(('301', '220', '301', '301', '301', '301', '301'), 13)
(('265', '3', '265', '265', '168', '265', '168'), 13)
(('168', '3', '168', '168', '265', '3', '265'), 13)
(('3', '168', '168', '3', '168', '168', '265'), 13)
(('265', '168', '3', '168', '3', '168', '168'), 13)
(('168', '168', '168', '168', '3', '3', '265'), 13)
(('168', '265', '265', '168', '265', '265', '168'), 13)
(('301', '301', '301', '220', '301', '301', '301'), 13)
(('265', '265', '265', '265', '168', '168', '265'), 13)
(('19', '3', '19', '19', '3', '3', '3'), 13)
(('168', '265', '168', '265', '3', '3', '168'), 13)
(('3', '168', '3', '168', '168', '168', '265'), 13)
(('168', '168', '265', '3', '3', '168', '168'), 13)
(('168', '168', '168', '168', '102', '168', '102'), 13)
(('3', '168', '168', '3', '168', '265', '168'), 13)
(('265', '168', '168', '265', '265', '265', '265'), 13)
(('3', '3', '19', '3', '19', '19', '3'), 13)
(('265', '168', '265', '168', '3', '168', '3'), 13)
(('19', '3', '3', '3', '19', '3', '19'), 13)
(('168', '265', '168', '168', '265', '3', '265'), 13)
(('168', '168', '168', '3', '265', '168', '265'), 13)
(('168', '168', '168', '3', '265', '168', '3'), 13)
(('168', '3', '168', '3', '168', '265', '168'), 13)
(('3', '168', '168', '168', '168', '3', '168'), 13)
(('168', '265', '168', '3', '265', '168', '265'), 13)
(('3', '265', '168', '168', '168', '3', '168'), 13)
(('168', '265', '168', '168', '3', '168', '265'), 13)
(('168', '168', '3', '168', '3', '168', '3'), 13)
(('3', '265', '168', '265', '168', '168', '265'), 13)
(('265', '168', '168', '3', '168', '168', '3'), 13)
(('3', '265', '265', '168', '265', '168', '168'), 13)
(('3', '265', '265', '168', '168', '168', '168'), 13)
(('3', '168', '265', '3', '168', '168', '168'), 13)
(('168', '168', '3', '168', '265', '3', '168'), 13)
(('3', '168', '168', '168', '265', '3', '265'), 13)
(('168', '168', '168', '3', '3', '265', '265'), 13)
(('168', '168', '3', '3', '168', '168', '265'), 13)
(('3', '168', '265', '168', '168', '168', '265'), 13)
(('3', '265', '168', '265', '3', '168', '168'), 13)
(('168', '168', '265', '265', '265', '265', '265'), 13)
(('3', '168', '168', '265', '265', '3', '168'), 13)
(('168', '265', '265', '265', '265', '168', '265'), 13)
(('168', '265', '265', '168', '265', '3', '168'), 13)
(('3', '168', '265', '168', '168', '3', '168'), 13)
(('168', '3', '168', '265', '168', '265', '265'), 12)
(('3', '168', '265', '168', '265', '265', '168'), 12)
(('265', '168', '265', '168', '168', '3', '265'), 12)
(('168', '168', '265', '3', '168', '168', '265'), 12)
(('3', '19', '3', '19', '3', '3', '19'), 12)
(('19', '19', '19', '3', '19', '3', '3'), 12)
(('3', '168', '168', '168', '168', '3', '3'), 12)
(('19', '3', '3', '19', '19', '3', '19'), 12)
(('3', '3', '168', '168', '168', '265', '168'), 12)
(('3', '265', '168', '168', '168', '168', '3'), 12)
(('265', '168', '168', '168', '3', '168', '3'), 12)
(('168', '3', '3', '265', '168', '265', '168'), 12)
(('265', '265', '168', '265', '168', '3', '168'), 12)
(('19', '3', '19', '3', '3', '19', '3'), 12)
(('54', '309', '54', '54', '54', '309', '54'), 12)
(('3', '3', '19', '3', '3', '19', '3'), 12)
(('168', '168', '265', '168', '265', '3', '168'), 12)
(('102', '168', '102', '168', '168', '102', '168'), 12)
(('168', '168', '168', '168', '3', '3', '3'), 12)
(('168', '102', '168', '168', '168', '102', '168'), 12)
(('265', '265', '265', '265', '168', '265', '168'), 12)
(('3', '168', '168', '265', '265', '168', '168'), 12)
(('168', '168', '3', '168', '168', '265', '265'), 12)
(('168', '102', '168', '168', '168', '168', '168'), 12)
(('265', '265', '168', '3', '3', '168', '168'), 12)
(('265', '168', '168', '168', '3', '3', '168'), 12)
(('168', '265', '168', '168', '3', '3', '168'), 12)
(('265', '3', '3', '168', '168', '168', '265'), 12)
(('168', '168', '265', '265', '265', '168', '3'), 12)
(('3', '265', '168', '168', '3', '168', '168'), 12)
(('265', '168', '3', '265', '168', '168', '168'), 12)
(('168', '265', '168', '265', '3', '168', '168'), 12)
(('168', '3', '265', '168', '168', '168', '265'), 12)
(('3', '19', '19', '3', '3', '3', '19'), 12)
(('33', '5', '3', '197', '192', '192', '6'), 12)
(('168', '168', '265', '3', '265', '168', '265'), 12)
(('102', '168', '168', '168', '102', '168', '102'), 12)
(('265', '3', '3', '168', '168', '168', '168'), 12)
(('3', '168', '168', '3', '265', '168', '265'), 12)
(('265', '168', '168', '3', '168', '265', '168'), 12)
(('3', '3', '19', '3', '19', '3', '3'), 12)
(('168', '265', '168', '3', '168', '168', '3'), 12)
(('265', '168', '265', '265', '3', '168', '168'), 12)
(('3', '3', '19', '19', '19', '3', '19'), 11)
(('168', '168', '168', '3', '3', '265', '168'), 11)
(('168', '168', '168', '3', '3', '3', '168'), 11)
(('3', '19', '19', '19', '3', '3', '19'), 11)
(('54', '54', '309', '54', '54', '54', '309'), 11)
(('19', '3', '19', '3', '19', '3', '3'), 11)
(('168', '168', '168', '265', '168', '3', '265'), 11)
(('3', '168', '168', '265', '3', '265', '168'), 11)
(('265', '265', '168', '168', '3', '3', '168'), 11)
(('168', '168', '168', '3', '265', '3', '168'), 11)
(('168', '265', '3', '265', '265', '168', '265'), 11)
(('3', '265', '168', '265', '3', '265', '168'), 11)
(('309', '54', '54', '54', '54', '54', '54'), 11)
(('265', '265', '168', '265', '265', '168', '265'), 11)
(('168', '168', '265', '3', '265', '265', '168'), 11)
(('168', '168', '102', '168', '168', '168', '168'), 11)
(('265', '168', '168', '265', '3', '168', '168'), 11)
(('265', '168', '265', '3', '168', '168', '265'), 11)
(('3', '168', '265', '168', '3', '168', '168'), 11)
(('168', '168', '265', '3', '168', '3', '265'), 11)
(('3', '265', '168', '265', '168', '265', '168'), 11)
(('3', '3', '168', '265', '168', '168', '168'), 11)
(('265', '168', '168', '168', '265', '168', '3'), 11)
(('168', '168', '168', '3', '168', '265', '3'), 11)
(('168', '168', '3', '3', '168', '168', '3'), 11)
(('168', '168', '3', '168', '265', '3', '265'), 11)
(('168', '168', '3', '168', '3', '168', '265'), 11)
(('265', '168', '3', '168', '265', '168', '265'), 11)
(('168', '3', '168', '168', '265', '168', '265'), 11)
(('3', '3', '265', '168', '168', '265', '168'), 11)
(('19', '19', '3', '19', '3', '3', '3'), 11)
(('168', '168', '3', '3', '3', '168', '168'), 11)
(('265', '265', '168', '3', '265', '168', '168'), 11)
(('265', '265', '168', '265', '265', '265', '168'), 11)
(('265', '168', '265', '168', '168', '265', '3'), 11)
(('168', '168', '168', '3', '3', '168', '3'), 11)
(('3', '3', '3', '168', '168', '168', '168'), 11)
(('3', '265', '3', '265', '168', '265', '168'), 11)
(('168', '3', '168', '168', '265', '265', '3'), 11)
(('3', '3', '168', '168', '3', '168', '168'), 11)
(('3', '265', '168', '3', '168', '168', '168'), 11)
(('3', '3', '168', '168', '265', '168', '168'), 11)
(('3', '168', '168', '265', '168', '168', '265'), 11)
(('168', '168', '168', '168', '3', '265', '3'), 11)
(('168', '168', '168', '265', '3', '168', '3'), 11)
(('265', '168', '168', '3', '168', '3', '168'), 11)
(('168', '168', '168', '265', '3', '265', '265'), 11)
(('168', '265', '168', '3', '168', '265', '3'), 11)
(('168', '168', '3', '3', '168', '265', '168'), 11)
(('19', '19', '3', '3', '19', '3', '3'), 11)
(('168', '265', '3', '168', '168', '3', '168'), 10)
(('168', '168', '265', '3', '168', '265', '265'), 10)
(('168', '3', '168', '265', '168', '3', '168'), 10)
(('168', '265', '3', '3', '168', '168', '265'), 10)
(('3', '168', '168', '3', '168', '265', '3'), 10)
(('168', '265', '168', '168', '3', '265', '3'), 10)
(('3', '3', '3', '19', '3', '19', '19'), 10)
(('3', '168', '3', '168', '168', '3', '168'), 10)
(('265', '168', '168', '3', '265', '3', '168'), 10)
(('3', '19', '3', '3', '19', '19', '19'), 10)
(('3', '3', '19', '3', '19', '3', '19'), 10)
(('168', '265', '3', '3', '265', '168', '168'), 10)
(('265', '168', '168', '3', '265', '265', '265'), 10)
(('168', '3', '3', '168', '168', '3', '168'), 10)
(('265', '265', '168', '3', '265', '265', '168'), 10)
(('3', '168', '3', '168', '265', '168', '168'), 10)
(('265', '3', '168', '168', '168', '265', '3'), 10)
(('19', '19', '3', '3', '19', '19', '19'), 10)
