(('168', '168', '168', '168', '168'), 1742)
(('265', '168', '3', '168', '265'), 62)
(('174', '174', '174', '174', '174'), 61)
(('168', '168', '102', '168', '102'), 61)
(('3', '3', '168', '265', '168'), 61)
(('265', '168', '3', '265', '168'), 60)
(('265', '3', '168', '168', '265'), 60)
(('168', '265', '3', '3', '168'), 60)
(('168', '168', '265', '265', '3'), 59)
(('265', '3', '265', '168', '265'), 58)
(('265', '265', '168', '168', '3'), 58)
(('54', '54', '54', '54', '54'), 58)
(('3', '168', '168', '265', '3'), 57)
(('168', '3', '168', '265', '3'), 57)
(('19', '19', '3', '3', '3'), 57)
(('3', '168', '265', '265', '168'), 56)
(('168', '265', '265', '168', '3'), 55)
(('3', '19', '19', '3', '3'), 54)
(('265', '265', '265', '265', '265'), 54)
(('265', '265', '168', '3', '168'), 54)
(('265', '3', '168', '265', '168'), 54)
(('168', '3', '168', '265', '265'), 53)
(('265', '265', '168', '265', '3'), 53)
(('3', '3', '19', '19', '3'), 53)
(('168', '3', '265', '3', '168'), 53)
(('3', '265', '265', '168', '168'), 53)
(('19', '3', '3', '19', '19'), 53)
(('168', '3', '3', '168', '265'), 53)
(('265', '168', '3', '3', '168'), 53)
(('3', '19', '3', '3', '19'), 52)
(('168', '168', '3', '265', '3'), 52)
(('265', '168', '3', '168', '3'), 52)
(('168', '265', '168', '3', '265'), 52)
(('3', '265', '168', '168', '3'), 51)
(('3', '168', '3', '168', '265'), 51)
(('168', '168', '168', '168', '102'), 50)
(('3', '3', '3', '19', '19'), 49)
(('168', '265', '3', '265', '265'), 49)
(('3', '3', '265', '168', '168'), 49)
(('3', '168', '265', '168', '3'), 48)
(('168', '168', '102', '168', '168'), 48)
(('168', '102', '168', '168', '168'), 48)
(('3', '265', '168', '265', '3'), 48)
(('168', '168', '265', '3', '3'), 48)
(('168', '265', '3', '168', '3'), 48)
(('3', '3', '19', '19', '19'), 48)
(('265', '3', '168', '265', '265'), 48)
(('3', '168', '3', '168', '3'), 48)
(('19', '3', '3', '3', '19'), 47)
(('3', '265', '265', '168', '265'), 47)
(('168', '3', '265', '168', '3'), 47)
(('102', '168', '168', '168', '168'), 46)
(('19', '19', '19', '3', '3'), 46)
(('3', '168', '265', '3', '168'), 46)
(('3', '168', '3', '265', '168'), 46)
(('168', '3', '3', '265', '168'), 45)
(('102', '168', '168', '102', '168'), 45)
(('3', '265', '3', '168', '168'), 45)
(('102', '168', '102', '168', '168'), 45)
(('265', '265', '265', '3', '168'), 45)
(('265', '3', '168', '3', '168'), 45)
(('3', '19', '19', '19', '3'), 45)
(('3', '168', '265', '265', '265'), 43)
(('19', '3', '19', '3', '3'), 43)
(('265', '3', '168', '168', '3'), 43)
(('3', '168', '168', '3', '265'), 43)
(('3', '3', '168', '168', '3'), 43)
(('3', '3', '168', '168', '265'), 43)
(('265', '3', '265', '265', '168'), 43)
(('265', '168', '168', '3', '3'), 43)
(('3', '265', '265', '265', '168'), 42)
(('3', '265', '168', '3', '168'), 42)
(('168', '265', '3', '265', '3'), 42)
(('168', '168', '3', '3', '265'), 42)
(('19', '19', '3', '3', '19'), 42)
(('168', '265', '168', '3', '3'), 42)
(('78', '78', '78', '78', '78'), 41)
(('3', '168', '3', '3', '168'), 41)
(('19', '3', '3', '19', '3'), 41)
(('54', '54', '309', '54', '54'), 41)
(('3', '3', '19', '3', '19'), 40)
(('3', '19', '3', '19', '3'), 40)
(('168', '3', '265', '265', '265'), 40)
(('168', '3', '168', '3', '265'), 39)
(('265', '168', '265', '265', '3'), 39)
(('168', '3', '168', '3', '3'), 39)
(('265', '265', '3', '265', '168'), 39)
(('54', '54', '54', '309', '54'), 38)
(('3', '3', '168', '3', '168'), 38)
(('168', '3', '3', '3', '168'), 38)
(('265', '265', '168', '3', '265'), 38)
(('168', '168', '3', '3', '3'), 38)
(('265', '168', '3', '265', '265'), 38)
(('168', '102', '168', '168', '102'), 37)
(('265', '265', '3', '168', '265'), 37)
(('265', '3', '265', '168', '3'), 37)
(('265', '168', '265', '3', '3'), 36)
(('265', '3', '168', '3', '265'), 35)
(('54', '309', '54', '54', '54'), 35)
(('265', '265', '265', '265', '3'), 35)
(('168', '265', '265', '265', '3'), 34)
(('265', '265', '3', '168', '3'), 34)
(('3', '3', '3', '168', '168'), 34)
(('3', '265', '3', '265', '168'), 34)
(('265', '265', '265', '168', '3'), 34)
(('3', '265', '168', '265', '265'), 34)
(('168', '3', '3', '265', '265'), 34)
(('168', '3', '3', '168', '3'), 34)
(('3', '265', '265', '168', '3'), 33)
(('265', '265', '3', '3', '168'), 33)
(('3', '3', '265', '168', '265'), 33)
(('3', '265', '168', '3', '265'), 33)
(('19', '19', '3', '19', '3'), 33)
(('3', '168', '168', '3', '3'), 32)
(('168', '265', '265', '3', '265'), 32)
(('168', '265', '3', '3', '265'), 32)
(('265', '3', '265', '3', '265'), 31)
(('265', '3', '3', '168', '265'), 30)
(('3', '19', '3', '19', '19'), 30)
(('3', '168', '265', '3', '265'), 30)
(('19', '3', '19', '3', '19'), 30)
(('3', '3', '3', '3', '265'), 29)
(('3', '168', '3', '265', '265'), 29)
(('19', '3', '19', '19', '3'), 29)
(('265', '3', '3', '265', '168'), 28)
(('3', '265', '265', '3', '265'), 28)
(('265', '3', '265', '3', '168'), 28)
(('265', '3', '3', '3', '3'), 27)
(('3', '19', '19', '19', '19'), 27)
(('3', '19', '19', '3', '19'), 27)
(('265', '3', '3', '168', '3'), 27)
(('265', '265', '168', '3', '3'), 27)
(('265', '3', '265', '265', '265'), 27)
(('265', '265', '265', '3', '265'), 26)
(('19', '19', '19', '19', '3'), 26)
(('3', '168', '265', '265', '3'), 26)
(('168', '265', '265', '3', '3'), 26)
(('168', '3', '265', '265', '3'), 25)
(('309', '54', '54', '54', '54'), 25)
(('168', '3', '265', '3', '265'), 25)
(('3', '265', '3', '3', '168'), 25)
(('19', '19', '19', '3', '19'), 25)
(('265', '265', '3', '265', '265'), 25)
(('168', '146', '168', '168', '168'), 25)
(('3', '265', '3', '3', '3'), 25)
(('3', '265', '265', '3', '168'), 25)
(('3', '265', '265', '265', '265'), 25)
(('265', '3', '265', '3', '3'), 24)
(('102', '168', '168', '168', '102'), 24)
(('301', '301', '220', '301', '301'), 24)
(('168', '168', '168', '146', '168'), 24)
(('3', '265', '3', '168', '265'), 24)
(('3', '265', '168', '3', '3'), 24)
(('3', '3', '265', '265', '168'), 24)
(('54', '54', '54', '54', '309'), 24)
(('3', '3', '265', '265', '265'), 23)
(('3', '3', '168', '265', '265'), 23)
(('265', '3', '168', '265', '3'), 23)
(('265', '3', '168', '3', '3'), 23)
(('3', '168', '265', '3', '3'), 23)
(('265', '265', '3', '265', '3'), 23)
(('265', '168', '3', '3', '265'), 23)
(('3', '3', '3', '168', '3'), 23)
(('3', '3', '168', '3', '265'), 23)
(('168', '3', '3', '3', '3'), 23)
(('220', '301', '301', '301', '301'), 22)
(('3', '265', '3', '265', '265'), 22)
(('168', '168', '168', '168', '146'), 22)
(('3', '3', '265', '3', '265'), 22)
(('146', '168', '168', '168', '168'), 22)
(('309', '54', '54', '54', '309'), 22)
(('3', '3', '3', '265', '3'), 22)
(('301', '301', '301', '301', '220'), 22)
(('265', '168', '3', '265', '3'), 22)
(('5', '3', '197', '192', '192'), 21)
(('33', '5', '3', '197', '192'), 21)
(('192', '6', '33', '5', '3'), 21)
(('168', '168', '168', '168', '43'), 21)
(('3', '168', '3', '3', '3'), 21)
(('3', '265', '3', '168', '3'), 21)
(('6', '33', '5', '3', '197'), 21)
(('168', '168', '146', '168', '168'), 21)
(('3', '168', '3', '265', '3'), 21)
(('19', '3', '19', '19', '19'), 21)
(('3', '265', '3', '265', '3'), 21)
(('3', '3', '265', '265', '3'), 21)
(('3', '265', '265', '265', '3'), 20)
(('142', '142', '142', '142', '142'), 20)
(('3', '3', '3', '168', '265'), 20)
(('3', '3', '3', '3', '168'), 20)
(('102', '168', '102', '102', '168'), 20)
(('3', '168', '3', '3', '265'), 20)
(('265', '3', '265', '265', '3'), 20)
(('168', '265', '43', '3', '265'), 20)
(('168', '168', '146', '168', '265'), 20)
(('43', '168', '168', '168', '168'), 20)
(('301', '301', '301', '220', '301'), 19)
(('168', '168', '265', '43', '168'), 19)
(('168', '265', '168', '146', '168'), 19)
(('168', '146', '168', '265', '168'), 19)
(('168', '265', '168', '168', '146'), 19)
(('19', '19', '3', '19', '19'), 19)
(('3', '3', '3', '265', '168'), 19)
(('19', '19', '19', '19', '19'), 19)
(('265', '265', '265', '3', '3'), 19)
(('168', '168', '168', '43', '168'), 19)
(('3', '3', '168', '265', '3'), 19)
(('301', '220', '301', '301', '301'), 19)
(('3', '3', '265', '3', '3'), 19)
(('168', '168', '265', '168', '146'), 19)
(('168', '265', '3', '3', '3'), 19)
(('265', '265', '3', '3', '3'), 18)
(('168', '102', '168', '102', '102'), 18)
(('265', '43', '168', '3', '168'), 18)
(('192', '192', '6', '33', '5'), 18)
(('5', '5', '5', '5', '5'), 18)
(('265', '168', '3', '3', '3'), 17)
(('168', '3', '265', '3', '3'), 17)
(('102', '102', '168', '102', '168'), 17)
(('3', '3', '168', '3', '3'), 17)
(('168', '265', '43', '168', '3'), 17)
(('265', '168', '168', '146', '168'), 17)
(('265', '3', '3', '3', '168'), 17)
(('3', '3', '3', '265', '265'), 16)
(('102', '102', '168', '168', '168'), 16)
(('265', '43', '3', '265', '43'), 16)
(('301', '301', '221', '301', '301'), 16)
(('265', '3', '3', '265', '265'), 16)
(('265', '43', '168', '168', '168'), 16)
(('265', '168', '146', '168', '168'), 16)
(('3', '265', '265', '3', '3'), 16)
(('309', '54', '54', '309', '54'), 16)
(('168', '168', '265', '146', '168'), 16)
(('265', '3', '3', '265', '3'), 16)
(('3', '142', '3', '142', '3'), 15)
(('54', '309', '54', '54', '309'), 15)
(('125', '125', '125', '125', '125'), 15)
(('168', '102', '102', '168', '102'), 15)
(('265', '102', '168', '168', '168'), 15)
(('3', '3', '265', '3', '168'), 15)
(('168', '3', '3', '3', '265'), 15)
(('168', '43', '168', '168', '168'), 14)
(('265', '3', '3', '3', '265'), 14)
(('3', '3', '265', '168', '3'), 14)
(('168', '168', '168', '265', '146'), 14)
(('43', '168', '265', '168', '168'), 14)
(('168', '102', '102', '168', '168'), 14)
(('168', '168', '43', '168', '168'), 14)
(('102', '102', '102', '168', '102'), 14)
(('43', '168', '168', '265', '168'), 14)
(('102', '102', '102', '168', '168'), 14)
(('146', '168', '168', '168', '265'), 13)
(('146', '168', '265', '168', '168'), 13)
(('265', '168', '168', '265', '43'), 13)
(('301', '301', '301', '221', '301'), 13)
(('221', '301', '301', '301', '301'), 13)
(('3', '5', '5', '3', '5'), 13)
(('43', '168', '3', '168', '265'), 13)
(('5', '3', '5', '5', '3'), 13)
(('168', '168', '168', '265', '43'), 13)
(('102', '102', '168', '168', '102'), 13)
(('168', '3', '3', '265', '3'), 13)
(('265', '265', '3', '3', '265'), 13)
(('3', '265', '3', '3', '265'), 13)
(('168', '43', '168', '168', '265'), 13)
(('168', '265', '43', '168', '168'), 13)
(('102', '168', '168', '168', '265'), 13)
(('168', '265', '102', '168', '168'), 13)
(('3', '168', '146', '168', '168'), 13)
(('309', '309', '54', '54', '54'), 12)
(('168', '43', '168', '265', '168'), 12)
(('54', '309', '54', '309', '54'), 12)
(('301', '301', '301', '301', '300'), 12)
(('168', '43', '265', '3', '168'), 12)
(('168', '168', '265', '43', '3'), 12)
(('3', '197', '192', '192', '6'), 12)
(('168', '146', '168', '168', '146'), 12)
(('3', '142', '3', '3', '142'), 12)
(('3', '3', '142', '3', '3'), 12)
(('5', '5', '5', '3', '5'), 12)
(('3', '5', '3', '5', '5'), 12)
(('5', '5', '3', '5', '5'), 12)
(('146', '168', '168', '265', '168'), 12)
(('54', '309', '309', '54', '54'), 12)
(('168', '168', '265', '265', '43'), 12)
(('301', '301', '301', '6', '301'), 12)
(('168', '146', '265', '168', '168'), 12)
(('301', '301', '300', '301', '301'), 11)
(('168', '102', '168', '168', '265'), 11)
(('301', '300', '301', '301', '301'), 11)
(('301', '301', '301', '301', '221'), 11)
(('168', '168', '146', '168', '3'), 11)
(('168', '3', '168', '265', '43'), 11)
(('265', '3', '3', '142', '3'), 11)
(('54', '54', '309', '309', '54'), 11)
(('168', '168', '146', '3', '168'), 11)
(('301', '301', '6', '301', '301'), 11)
(('301', '301', '301', '300', '301'), 11)
(('265', '265', '168', '265', '43'), 11)
(('265', '142', '3', '142', '3'), 11)
(('168', '168', '168', '102', '265'), 10)
(('43', '265', '3', '168', '168'), 10)
(('168', '43', '168', '3', '168'), 10)
(('146', '265', '168', '168', '168'), 10)
(('3', '168', '168', '168', '146'), 10)
(('265', '168', '168', '168', '102'), 10)
(('142', '3', '3', '142', '142'), 10)
(('168', '102', '168', '265', '168'), 10)
(('102', '265', '168', '168', '168'), 10)
(('168', '146', '3', '168', '168'), 10)
(('5', '3', '5', '3', '5'), 10)
(('309', '54', '309', '54', '54'), 10)
(('102', '102', '168', '102', '102'), 10)
(('168', '146', '168', '168', '265'), 10)
(('5', '5', '5', '5', '3'), 10)
(('3', '168', '265', '43', '168'), 10)
(('168', '168', '102', '265', '168'), 10)
(('168', '168', '3', '168', '146'), 10)
(('265', '168', '168', '265', '146'), 10)
(('168', '3', '168', '43', '168'), 10)
(('301', '6', '301', '301', '301'), 10)
(('146', '3', '168', '168', '168'), 10)
(('265', '3', '3', '3', '142'), 10)
(('3', '3', '142', '142', '142'), 10)
(('301', '301', '301', '301', '6'), 10)
(('168', '102', '102', '102', '168'), 9)
(('3', '265', '3', '142', '3'), 9)
(('168', '102', '168', '102', '192'), 9)
(('43', '265', '168', '168', '168'), 9)
(('168', '3', '168', '146', '168'), 9)
(('142', '3', '3', '3', '3'), 9)
(('3', '5', '5', '5', '5'), 9)
(('3', '168', '168', '146', '168'), 9)
(('197', '192', '192', '6', '33'), 9)
(('3', '3', '3', '142', '3'), 9)
(('54', '54', '309', '54', '309'), 9)
(('3', '142', '265', '142', '3'), 9)
(('54', '54', '54', '309', '309'), 9)
(('3', '142', '3', '3', '3'), 9)
(('265', '168', '168', '168', '43'), 9)
(('3', '197', '192', '192', '192'), 9)
(('43', '168', '3', '168', '168'), 9)
(('265', '265', '43', '168', '168'), 9)
(('168', '265', '168', '102', '168'), 9)
(('3', '3', '142', '3', '142'), 9)
(('43', '265', '168', '3', '168'), 9)
(('142', '3', '142', '3', '3'), 9)
(('43', '3', '168', '168', '168'), 9)
(('146', '168', '265', '265', '168'), 9)
(('168', '168', '43', '3', '168'), 9)
(('300', '301', '301', '301', '301'), 9)
(('301', '301', '295', '301', '301'), 9)
(('265', '146', '168', '168', '168'), 9)
(('168', '265', '168', '43', '168'), 9)
(('168', '168', '102', '168', '265'), 9)
(('168', '102', '265', '168', '168'), 9)
(('197', '192', '192', '192', '6'), 9)
(('168', '265', '146', '168', '168'), 9)
(('5', '3', '5', '5', '5'), 9)
(('168', '265', '265', '43', '168'), 9)
(('192', '192', '192', '6', '33'), 9)
(('265', '3', '168', '43', '265'), 9)
(('168', '146', '168', '265', '265'), 8)
(('102', '168', '168', '265', '265'), 8)
(('168', '168', '168', '146', '3'), 8)
(('168', '168', '265', '146', '3'), 8)
(('3', '265', '43', '168', '3'), 8)
(('168', '168', '265', '168', '43'), 8)
(('168', '43', '265', '168', '168'), 8)
(('168', '265', '168', '168', '102'), 8)
(('301', '295', '301', '301', '301'), 8)
(('301', '221', '301', '301', '301'), 8)
(('168', '168', '168', '146', '265'), 8)
(('3', '168', '43', '265', '168'), 8)
(('168', '168', '43', '168', '265'), 8)
(('102', '168', '265', '168', '168'), 8)
(('142', '142', '142', '3', '142'), 8)
(('146', '168', '168', '146', '168'), 8)
(('265', '168', '168', '102', '168'), 8)
(('102', '102', '102', '102', '168'), 8)
(('43', '168', '168', '168', '265'), 8)
(('142', '3', '142', '3', '142'), 8)
(('168', '168', '146', '265', '168'), 8)
(('168', '146', '168', '168', '3'), 8)
(('142', '3', '142', '3', '104'), 8)
(('168', '168', '168', '43', '3'), 8)
(('3', '168', '43', '168', '265'), 8)
(('265', '168', '265', '43', '168'), 8)
(('168', '265', '3', '168', '43'), 8)
(('5', '5', '5', '3', '3'), 8)
(('3', '265', '3', '168', '43'), 8)
(('102', '168', '168', '265', '168'), 8)
(('168', '168', '168', '43', '265'), 8)
(('3', '3', '3', '3', '104'), 8)
(('142', '265', '104', '3', '3'), 8)
(('142', '142', '3', '142', '3'), 8)
(('5', '5', '3', '5', '3'), 8)
(('168', '78', '3', '78', '78'), 8)
(('265', '168', '43', '168', '168'), 8)
(('168', '168', '265', '168', '102'), 8)
(('142', '142', '3', '265', '142'), 8)
(('43', '3', '168', '3', '168'), 8)
(('142', '3', '265', '3', '3'), 8)
(('43', '168', '265', '168', '265'), 7)
(('265', '168', '265', '43', '265'), 7)
(('168', '168', '265', '102', '168'), 7)
(('168', '43', '3', '168', '265'), 7)
(('4', '13', '4', '4', '4'), 7)
(('3', '3', '5', '5', '3'), 7)
(('142', '142', '3', '265', '3'), 7)
(('102', '168', '102', '102', '102'), 7)
(('43', '168', '168', '168', '3'), 7)
(('4', '13', '4', '13', '4'), 7)
(('265', '43', '168', '265', '3'), 7)
(('295', '301', '301', '301', '301'), 7)
(('265', '43', '168', '3', '265'), 7)
(('168', '146', '168', '3', '3'), 7)
(('168', '265', '168', '3', '146'), 7)
(('168', '3', '168', '43', '265'), 7)
(('265', '168', '265', '43', '3'), 7)
(('13', '78', '13', '13', '4'), 7)
(('142', '3', '142', '3', '265'), 7)
(('265', '146', '265', '168', '168'), 7)
(('3', '142', '142', '142', '265'), 7)
(('265', '168', '102', '168', '168'), 7)
(('142', '3', '265', '3', '142'), 7)
(('6', '301', '301', '301', '301'), 7)
(('3', '168', '43', '3', '168'), 7)
(('13', '4', '4', '4', '4'), 7)
(('43', '3', '265', '43', '168'), 7)
(('168', '146', '265', '265', '168'), 7)
(('168', '3', '43', '168', '168'), 7)
(('3', '168', '168', '265', '43'), 7)
(('168', '3', '168', '168', '43'), 7)
(('168', '3', '265', '43', '265'), 7)
(('146', '168', '3', '168', '168'), 7)
(('146', '168', '265', '168', '265'), 7)
(('43', '265', '168', '265', '168'), 7)
(('265', '265', '43', '168', '265'), 7)
(('43', '265', '168', '168', '265'), 7)
(('168', '168', '102', '102', '168'), 7)
(('168', '43', '3', '168', '168'), 7)
(('91', '5', '5', '5', '3'), 7)
(('13', '4', '13', '4', '78'), 7)
(('168', '168', '146', '168', '146'), 7)
(('3', '168', '3', '168', '43'), 7)
(('13', '13', '78', '13', '13'), 7)
(('78', '13', '13', '78', '13'), 7)
(('43', '265', '265', '265', '168'), 7)
(('78', '13', '13', '4', '13'), 7)
(('43', '168', '168', '3', '168'), 7)
(('168', '265', '168', '265', '43'), 7)
(('146', '265', '168', '168', '265'), 7)
(('265', '43', '168', '168', '265'), 7)
(('3', '142', '142', '142', '3'), 7)
(('168', '3', '43', '168', '265'), 7)
(('3', '168', '3', '43', '168'), 7)
(('13', '13', '4', '13', '4'), 7)
(('3', '3', '265', '142', '3'), 7)
(('168', '265', '265', '146', '168'), 7)
(('168', '168', '3', '43', '168'), 7)
(('142', '142', '142', '3', '265'), 7)
(('142', '3', '3', '3', '265'), 6)
(('3', '3', '5', '3', '5'), 6)
(('142', '7', '142', '142', '142'), 6)
(('168', '168', '265', '265', '146'), 6)
(('265', '43', '3', '168', '3'), 6)
(('142', '3', '3', '142', '3'), 6)
(('3', '265', '168', '265', '43'), 6)
(('142', '3', '142', '142', '142'), 6)
(('265', '146', '168', '168', '265'), 6)
(('142', '142', '142', '142', '3'), 6)
(('3', '265', '43', '168', '168'), 6)
(('265', '43', '3', '168', '168'), 6)
(('3', '168', '3', '265', '43'), 6)
(('265', '43', '265', '168', '3'), 6)
(('168', '265', '265', '43', '265'), 6)
(('168', '102', '168', '102', '45'), 6)
(('168', '265', '43', '3', '168'), 6)
(('3', '3', '142', '265', '3'), 6)
(('5', '5', '3', '3', '91'), 6)
(('168', '146', '168', '146', '168'), 6)
(('43', '168', '3', '265', '168'), 6)
(('265', '265', '43', '265', '265'), 6)
(('4', '78', '13', '13', '78'), 6)
(('168', '102', '192', '168', '102'), 6)
(('142', '142', '265', '3', '142'), 6)
(('13', '4', '78', '13', '13'), 6)
(('168', '168', '43', '265', '168'), 6)
(('43', '168', '265', '3', '3'), 6)
(('43', '168', '168', '168', '43'), 6)
(('3', '5', '5', '3', '3'), 6)
(('265', '168', '3', '168', '43'), 6)
(('4', '4', '13', '4', '4'), 6)
(('168', '43', '168', '43', '168'), 6)
(('265', '168', '168', '265', '102'), 6)
(('168', '265', '43', '265', '3'), 6)
(('168', '168', '3', '3', '43'), 6)
(('142', '3', '3', '3', '142'), 6)
(('168', '102', '168', '168', '91'), 6)
(('102', '168', '168', '102', '102'), 6)
(('3', '142', '3', '265', '3'), 6)
(('265', '168', '43', '265', '3'), 6)
(('168', '168', '3', '168', '43'), 6)
(('265', '142', '142', '142', '3'), 6)
(('265', '168', '43', '3', '265'), 6)
(('3', '265', '265', '43', '168'), 6)
(('43', '265', '265', '265', '265'), 6)
(('3', '3', '3', '142', '142'), 6)
(('265', '142', '3', '3', '142'), 6)
(('168', '43', '168', '265', '265'), 6)
(('168', '146', '168', '3', '168'), 6)
(('168', '3', '146', '3', '168'), 6)
(('3', '146', '3', '168', '168'), 6)
(('168', '265', '168', '168', '43'), 6)
(('3', '168', '43', '168', '168'), 6)
(('142', '3', '265', '142', '142'), 6)
(('3', '43', '168', '168', '3'), 6)
(('3', '142', '142', '3', '142'), 6)
(('168', '265', '3', '265', '43'), 6)
(('43', '265', '3', '168', '3'), 6)
(('265', '168', '265', '168', '146'), 6)
(('3', '3', '142', '3', '265'), 6)
(('265', '168', '43', '168', '265'), 6)
(('102', '168', '102', '192', '168'), 6)
(('3', '168', '43', '265', '3'), 6)
(('265', '3', '142', '3', '3'), 6)
(('3', '265', '43', '3', '265'), 6)
(('265', '3', '142', '142', '3'), 6)
(('168', '146', '3', '168', '265'), 6)
(('146', '168', '265', '3', '168'), 6)
(('5', '91', '5', '5', '5'), 6)
(('146', '3', '168', '168', '265'), 6)
(('3', '168', '168', '43', '265'), 6)
(('146', '168', '168', '3', '168'), 6)
(('43', '168', '168', '265', '265'), 6)
(('168', '43', '265', '168', '265'), 6)
(('4', '13', '4', '78', '13'), 6)
(('265', '3', '168', '168', '43'), 6)
(('265', '3', '168', '146', '168'), 6)
(('3', '265', '43', '265', '168'), 6)
(('43', '3', '265', '168', '265'), 6)
(('5', '3', '3', '5', '5'), 6)
(('43', '43', '168', '168', '168'), 6)
(('265', '168', '265', '3', '43'), 6)
(('33', '33', '33', '33', '33'), 6)
(('5', '6', '5', '5', '5'), 6)
(('265', '146', '168', '3', '168'), 6)
(('78', '3', '78', '78', '78'), 6)
(('168', '265', '43', '168', '265'), 6)
(('7', '142', '142', '142', '142'), 6)
(('265', '168', '102', '168', '265'), 6)
(('168', '265', '168', '265', '102'), 6)
(('168', '168', '168', '3', '43'), 6)
(('265', '3', '168', '43', '168'), 6)
(('168', '265', '168', '43', '265'), 5)
(('265', '265', '102', '168', '168'), 5)
(('3', '43', '168', '265', '168'), 5)
(('265', '265', '146', '265', '168'), 5)
(('5', '3', '5', '5', '6'), 5)
(('168', '168', '168', '43', '43'), 5)
(('3', '142', '3', '3', '175'), 5)
(('102', '168', '265', '168', '265'), 5)
(('168', '43', '3', '265', '265'), 5)
(('3', '168', '168', '3', '43'), 5)
(('5', '91', '5', '91', '5'), 5)
(('3', '3', '3', '45', '3'), 5)
(('6', '5', '5', '5', '5'), 5)
(('168', '168', '265', '102', '265'), 5)
