(('78', '78', '78'), 3877)
(('4', '13', '4'), 19)
(('265', '102', '265'), 19)
(('5', '5', '6'), 19)
(('175', '142', '3'), 19)
(('265', '142', '146'), 19)
(('78', '265', '265'), 19)
(('265', '146', '142'), 19)
(('142', '142', '175'), 19)
(('104', '265', '265'), 18)
(('104', '142', '142'), 18)
(('3', '3', '175'), 18)
(('142', '142', '104'), 18)
(('5', '6', '5'), 18)
(('265', '146', '3'), 18)
(('196', '78', '196'), 18)
(('78', '140', '140'), 17)
(('78', '192', '78'), 17)
(('3', '265', '146'), 17)
(('54', '54', '3'), 17)
(('3', '146', '168'), 17)
(('3', '5', '3'), 17)
(('78', '195', '140'), 17)
(('54', '3', '54'), 17)
(('78', '196', '196'), 16)
(('3', '104', '142'), 16)
(('78', '102', '78'), 16)
(('195', '140', '78'), 16)
(('142', '3', '104'), 16)
(('3', '104', '265'), 16)
(('146', '3', '265'), 16)
(('168', '3', '146'), 16)
(('102', '265', '265'), 16)
(('5', '91', '5'), 16)
(('3', '168', '146'), 15)
(('168', '43', '43'), 15)
(('5', '197', '192'), 15)
(('91', '5', '5'), 15)
(('240', '102', '102'), 15)
(('43', '43', '265'), 15)
(('5', '5', '91'), 15)
(('13', '4', '13'), 15)
(('5', '3', '3'), 14)
(('146', '142', '3'), 14)
(('5', '91', '3'), 14)
(('43', '265', '43'), 14)
(('309', '3', '54'), 14)
(('43', '3', '43'), 14)
(('104', '265', '142'), 14)
(('168', '265', '102'), 14)
(('175', '3', '3'), 14)
(('102', '265', '168'), 14)
(('146', '265', '265'), 14)
(('78', '78', '6'), 13)
(('54', '309', '309'), 13)
(('196', '196', '78'), 13)
(('265', '265', '104'), 13)
(('104', '3', '265'), 13)
(('3', '6', '5'), 13)
(('78', '5', '78'), 13)
(('3', '195', '3'), 13)
(('265', '3', '146'), 13)
(('43', '43', '3'), 13)
(('3', '142', '146'), 13)
(('142', '146', '3'), 13)
(('146', '3', '3'), 13)
(('78', '13', '13'), 12)
(('309', '309', '54'), 12)
(('195', '78', '195'), 12)
(('265', '3', '104'), 12)
(('195', '3', '78'), 12)
(('54', '309', '3'), 12)
(('43', '43', '168'), 12)
(('6', '78', '78'), 12)
(('140', '3', '140'), 12)
(('146', '265', '3'), 12)
(('104', '265', '3'), 12)
(('146', '104', '265'), 12)
(('175', '142', '265'), 12)
(('104', '142', '3'), 12)
(('142', '175', '3'), 11)
(('104', '142', '265'), 11)
(('142', '265', '146'), 11)
(('3', '3', '6'), 11)
(('6', '5', '5'), 11)
(('78', '78', '168'), 11)
(('3', '146', '104'), 11)
(('3', '146', '265'), 11)
(('142', '142', '146'), 11)
(('91', '3', '5'), 10)
(('265', '104', '265'), 10)
(('168', '102', '265'), 10)
(('3', '142', '175'), 10)
(('5', '5', '197'), 10)
(('195', '196', '78'), 10)
(('265', '142', '104'), 10)
(('168', '168', '78'), 10)
(('142', '3', '146'), 10)
(('3', '5', '91'), 10)
(('265', '168', '102'), 10)
(('102', '78', '102'), 10)
(('195', '102', '102'), 10)
(('5', '3', '6'), 10)
(('78', '195', '196'), 10)
(('175', '265', '142'), 10)
(('146', '142', '265'), 10)
(('146', '168', '146'), 9)
(('175', '3', '265'), 9)
(('78', '78', '120'), 9)
(('195', '195', '196'), 9)
(('104', '142', '104'), 9)
(('78', '168', '168'), 9)
(('3', '175', '265'), 9)
(('3', '140', '3'), 9)
(('43', '168', '43'), 9)
(('175', '175', '142'), 9)
(('6', '3', '3'), 9)
(('6', '5', '3'), 9)
(('3', '146', '142'), 9)
(('3', '175', '3'), 9)
(('142', '104', '265'), 9)
(('4', '4', '4'), 9)
(('146', '265', '142'), 9)
(('142', '146', '265'), 9)
(('78', '195', '3'), 9)
(('91', '5', '6'), 8)
(('3', '5', '6'), 8)
(('3', '175', '104'), 8)
(('168', '78', '78'), 8)
(('192', '192', '78'), 8)
(('175', '142', '146'), 8)
(('265', '3', '175'), 8)
(('78', '125', '240'), 8)
(('4', '78', '13'), 8)
(('5', '6', '3'), 8)
(('78', '3', '195'), 8)
(('43', '43', '43'), 8)
(('265', '104', '142'), 8)
(('78', '5', '5'), 8)
(('4', '78', '78'), 8)
(('3', '175', '175'), 8)
(('102', '102', '240'), 8)
(('104', '3', '104'), 8)
(('265', '142', '175'), 8)
(('3', '104', '175'), 8)
(('142', '142', '119'), 8)
(('195', '196', '195'), 7)
(('102', '240', '102'), 7)
(('3', '78', '195'), 7)
(('3', '43', '43'), 7)
(('142', '175', '265'), 7)
(('102', '195', '102'), 7)
(('3', '265', '175'), 7)
(('78', '3', '5'), 7)
(('175', '104', '3'), 7)
(('140', '78', '195'), 7)
(('5', '5', '192'), 7)
(('146', '265', '146'), 7)
(('104', '104', '142'), 7)
(('168', '78', '3'), 7)
(('3', '6', '91'), 7)
(('13', '4', '78'), 7)
(('6', '5', '91'), 7)
(('195', '3', '195'), 7)
(('104', '142', '175'), 7)
(('175', '3', '142'), 7)
(('196', '195', '195'), 7)
(('102', '102', '195'), 7)
(('192', '3', '3'), 7)
(('142', '119', '142'), 7)
(('3', '91', '5'), 7)
(('3', '104', '104'), 7)
(('240', '140', '78'), 7)
(('13', '13', '78'), 7)
(('146', '175', '142'), 6)
(('3', '197', '3'), 6)
(('3', '125', '78'), 6)
(('340', '3', '265'), 6)
(('3', '3', '195'), 6)
(('146', '3', '104'), 6)
(('197', '192', '3'), 6)
(('125', '125', '91'), 6)
(('120', '78', '78'), 6)
(('78', '192', '240'), 6)
(('5', '195', '3'), 6)
(('3', '78', '102'), 6)
(('104', '104', '3'), 6)
(('146', '146', '163'), 6)
(('175', '142', '175'), 6)
(('195', '3', '3'), 6)
(('265', '146', '146'), 6)
(('146', '142', '146'), 6)
(('78', '192', '125'), 6)
(('78', '168', '78'), 6)
(('13', '13', '4'), 6)
(('125', '125', '78'), 6)
(('125', '3', '78'), 6)
(('163', '146', '146'), 6)
(('197', '192', '6'), 6)
(('5', '3', '78'), 6)
(('3', '3', '91'), 6)
(('196', '196', '196'), 6)
(('13', '78', '13'), 6)
(('195', '195', '5'), 6)
(('104', '175', '142'), 6)
(('78', '125', '3'), 6)
(('174', '174', '175'), 6)
(('146', '142', '175'), 6)
(('142', '175', '146'), 6)
(('33', '195', '195'), 6)
(('265', '119', '265'), 6)
(('3', '54', '309'), 6)
(('6', '3', '5'), 6)
(('168', '3', '78'), 6)
(('125', '78', '3'), 6)
(('6', '5', '78'), 6)
(('5', '6', '6'), 6)
(('168', '146', '146'), 5)
(('174', '174', '11'), 5)
(('174', '57', '175'), 5)
(('175', '175', '3'), 5)
(('6', '3', '6'), 5)
(('175', '6', '3'), 5)
(('78', '6', '195'), 5)
(('78', '5', '3'), 5)
(('195', '340', '3'), 5)
(('54', '175', '6'), 5)
(('175', '174', '174'), 5)
(('78', '120', '240'), 5)
(('175', '265', '3'), 5)
(('175', '104', '175'), 5)
(('142', '146', '146'), 5)
(('340', '168', '265'), 5)
(('3', '265', '119'), 5)
(('174', '174', '57'), 5)
(('192', '33', '5'), 5)
(('197', '3', '3'), 5)
(('3', '6', '174'), 5)
(('33', '192', '33'), 5)
(('311', '240', '240'), 5)
(('146', '146', '142'), 5)
(('54', '54', '240'), 5)
(('146', '175', '3'), 5)
(('142', '175', '175'), 5)
(('5', '197', '3'), 5)
(('6', '91', '5'), 5)
(('192', '243', '125'), 5)
(('192', '125', '78'), 5)
(('175', '54', '175'), 5)
(('78', '33', '33'), 5)
(('195', '3', '265'), 5)
(('192', '5', '5'), 5)
(('3', '104', '146'), 5)
(('192', '6', '192'), 5)
(('3', '102', '102'), 5)
(('174', '175', '191'), 5)
(('142', '265', '119'), 5)
(('265', '265', '340'), 5)
(('104', '104', '265'), 5)
(('265', '340', '265'), 5)
(('6', '192', '192'), 5)
(('196', '78', '195'), 5)
(('104', '3', '146'), 5)
(('104', '175', '3'), 5)
(('174', '11', '45'), 5)
(('33', '33', '195'), 5)
(('102', '102', '265'), 5)
(('104', '3', '175'), 5)
(('175', '142', '104'), 5)
(('11', '45', '33'), 5)
(('5', '192', '3'), 5)
(('5', '5', '195'), 5)
(('125', '240', '78'), 5)
(('6', '174', '174'), 5)
(('5', '197', '5'), 5)
(('3', '5', '197'), 5)
(('45', '33', '192'), 5)
(('125', '91', '258'), 5)
(('91', '5', '197'), 5)
(('119', '265', '265'), 5)
(('3', '195', '195'), 5)
(('5', '192', '5'), 5)
(('33', '5', '197'), 5)
(('168', '78', '168'), 5)
(('240', '174', '174'), 5)
(('91', '258', '311'), 5)
(('57', '175', '54'), 5)
(('142', '146', '175'), 5)
(('243', '125', '125'), 5)
(('175', '3', '104'), 5)
(('240', '240', '174'), 5)
(('192', '192', '243'), 5)
(('197', '3', '5'), 5)
(('142', '104', '104'), 5)
(('6', '5', '6'), 5)
(('119', '142', '3'), 5)
(('195', '3', '6'), 5)
(('258', '311', '240'), 5)
(('5', '3', '91'), 5)
(('104', '265', '104'), 5)
(('265', '119', '142'), 5)
(('240', '4', '4'), 5)
(('3', '146', '175'), 4)
(('119', '142', '265'), 4)
(('5', '197', '91'), 4)
(('3', '6', '78'), 4)
(('102', '102', '3'), 4)
(('6', '195', '78'), 4)
(('240', '3', '78'), 4)
(('78', '195', '102'), 4)
(('78', '78', '10'), 4)
(('242', '78', '78'), 4)
(('78', '140', '240'), 4)
(('78', '240', '140'), 4)
(('3', '78', '168'), 4)
(('168', '340', '3'), 4)
(('146', '146', '265'), 4)
(('33', '196', '195'), 4)
(('6', '6', '5'), 4)
(('196', '33', '33'), 4)
(('195', '5', '78'), 4)
(('78', '3', '168'), 4)
(('104', '146', '142'), 4)
(('142', '175', '119'), 4)
(('33', '33', '78'), 4)
(('240', '125', '240'), 4)
(('140', '78', '102'), 4)
(('197', '5', '5'), 4)
(('3', '91', '3'), 4)
(('195', '5', '195'), 4)
(('175', '146', '3'), 4)
