(('78', '78', '78', '78', '78', '78', '78'), 1595)
(('168', '265', '265', '168', '265', '265', '265'), 22)
(('54', '54', '309', '54', '54', '54', '54'), 21)
(('78', '78', '78', '78', '78', '78', '240'), 21)
(('168', '265', '168', '265', '265', '265', '265'), 21)
(('265', '168', '265', '265', '265', '265', '265'), 21)
(('78', '3', '78', '78', '3', '78', '78'), 21)
(('265', '265', '265', '265', '265', '265', '168'), 21)
(('33', '5', '3', '197', '192', '192', '6'), 21)
(('168', '3', '168', '168', '168', '168', '168'), 21)
(('168', '168', '265', '168', '265', '168', '265'), 21)
(('168', '265', '168', '168', '168', '265', '265'), 21)
(('78', '78', '78', '240', '240', '240', '240'), 20)
(('265', '265', '265', '265', '265', '168', '168'), 20)
(('78', '78', '78', '78', '78', '140', '3'), 20)
(('54', '54', '54', '54', '309', '54', '54'), 20)
(('168', '168', '265', '265', '168', '168', '265'), 20)
(('265', '168', '168', '168', '168', '265', '265'), 20)
(('78', '78', '78', '140', '3', '78', '78'), 20)
(('168', '265', '168', '265', '168', '168', '265'), 20)
(('265', '168', '168', '265', '168', '168', '265'), 20)
(('168', '265', '265', '168', '168', '168', '265'), 20)
(('78', '140', '3', '78', '78', '78', '78'), 19)
(('265', '168', '265', '265', '168', '265', '168'), 19)
(('168', '168', '168', '265', '265', '265', '168'), 19)
(('265', '168', '265', '265', '265', '168', '168'), 19)
(('265', '168', '265', '265', '168', '168', '168'), 19)
(('265', '240', '78', '240', '240', '240', '240'), 19)
(('3', '78', '78', '78', '78', '78', '3'), 19)
(('168', '168', '265', '168', '168', '265', '265'), 18)
(('54', '309', '54', '54', '54', '54', '54'), 18)
(('78', '78', '3', '78', '78', '3', '78'), 18)
(('265', '265', '168', '265', '168', '168', '168'), 18)
(('265', '265', '168', '265', '168', '168', '265'), 18)
(('78', '78', '78', '78', '140', '3', '78'), 18)
(('125', '78', '78', '78', '78', '78', '78'), 18)
(('168', '265', '168', '265', '168', '265', '265'), 18)
(('265', '168', '168', '265', '168', '265', '265'), 18)
(('168', '265', '265', '265', '168', '168', '168'), 18)
(('265', '265', '168', '168', '168', '168', '265'), 18)
(('265', '265', '265', '168', '168', '168', '265'), 18)
(('3', '3', '3', '3', '3', '3', '3'), 18)
(('168', '265', '168', '265', '3', '168', '168'), 18)
(('168', '265', '265', '168', '168', '265', '168'), 18)
(('168', '168', '3', '168', '168', '168', '168'), 18)
(('265', '168', '168', '265', '265', '265', '265'), 18)
(('240', '240', '240', '78', '240', '240', '265'), 18)
(('265', '265', '168', '168', '265', '168', '168'), 17)
(('78', '78', '78', '78', '78', '196', '78'), 17)
(('168', '265', '265', '168', '265', '265', '168'), 17)
(('3', '168', '168', '168', '168', '168', '168'), 17)
(('54', '54', '54', '309', '54', '54', '54'), 17)
(('309', '54', '54', '54', '54', '54', '54'), 17)
(('265', '265', '168', '265', '168', '265', '265'), 17)
(('265', '168', '265', '265', '265', '168', '265'), 17)
(('78', '265', '240', '240', '240', '240', '240'), 17)
(('265', '265', '265', '168', '265', '168', '265'), 17)
(('3', '265', '265', '265', '265', '265', '265'), 17)
(('168', '265', '168', '168', '265', '265', '265'), 17)
(('54', '54', '54', '54', '54', '309', '54'), 17)
(('168', '265', '168', '265', '265', '265', '168'), 17)
(('78', '240', '240', '265', '240', '240', '240'), 17)
(('265', '265', '265', '265', '265', '168', '265'), 17)
(('168', '265', '265', '265', '168', '168', '265'), 17)
(('78', '3', '78', '78', '78', '3', '78'), 16)
(('78', '78', '78', '78', '78', '195', '78'), 16)
(('265', '168', '265', '3', '265', '168', '265'), 16)
(('78', '195', '78', '78', '78', '78', '78'), 16)
(('265', '265', '265', '265', '168', '168', '265'), 16)
(('3', '78', '3', '78', '78', '78', '78'), 16)
(('240', '240', '240', '240', '78', '240', '265'), 16)
(('265', '168', '168', '265', '265', '168', '168'), 16)
(('265', '168', '265', '3', '168', '168', '265'), 16)
(('78', '78', '78', '78', '195', '78', '78'), 16)
(('162', '114', '162', '114', '162', '162', '114'), 16)
(('168', '168', '265', '168', '265', '3', '168'), 16)
(('78', '78', '78', '78', '240', '240', '240'), 16)
(('265', '265', '265', '168', '265', '265', '168'), 16)
(('168', '168', '265', '265', '265', '265', '265'), 16)
(('196', '78', '78', '78', '78', '78', '78'), 16)
(('168', '3', '168', '168', '265', '168', '168'), 16)
(('265', '265', '168', '265', '168', '265', '168'), 16)
(('168', '265', '265', '265', '168', '265', '168'), 16)
(('265', '265', '168', '265', '265', '265', '168'), 16)
(('102', '102', '78', '78', '78', '78', '78'), 16)
(('78', '78', '195', '78', '78', '78', '78'), 16)
(('78', '78', '140', '3', '78', '78', '78'), 16)
(('168', '265', '265', '265', '265', '265', '265'), 16)
(('78', '78', '78', '3', '78', '78', '3'), 16)
(('168', '168', '168', '168', '3', '168', '168'), 16)
(('162', '114', '114', '162', '162', '162', '114'), 16)
(('265', '265', '168', '168', '168', '265', '265'), 16)
(('265', '265', '265', '168', '168', '265', '168'), 15)
(('168', '168', '168', '3', '168', '168', '168'), 15)
(('125', '125', '125', '125', '125', '125', '125'), 15)
(('265', '240', '240', '240', '240', '78', '240'), 15)
(('240', '265', '240', '240', '240', '78', '240'), 15)
(('168', '168', '265', '265', '265', '168', '168'), 15)
(('265', '265', '265', '168', '265', '168', '168'), 15)
(('3', '168', '168', '265', '168', '168', '265'), 15)
(('168', '265', '168', '168', '265', '265', '168'), 15)
(('240', '240', '240', '240', '78', '265', '78'), 15)
(('114', '114', '162', '162', '114', '162', '162'), 15)
(('78', '78', '140', '78', '3', '78', '78'), 15)
(('114', '162', '162', '162', '114', '114', '162'), 15)
(('168', '168', '265', '168', '168', '3', '168'), 15)
(('197', '192', '192', '6', '33', '5', '3'), 15)
(('78', '240', '240', '240', '240', '78', '240'), 15)
(('265', '168', '265', '3', '168', '168', '168'), 15)
(('168', '168', '168', '168', '168', '3', '168'), 15)
(('265', '168', '168', '265', '265', '168', '265'), 15)
(('192', '192', '192', '6', '33', '5', '3'), 15)
(('168', '265', '3', '168', '168', '265', '168'), 15)
(('240', '240', '240', '240', '78', '78', '78'), 15)
(('240', '240', '240', '78', '240', '78', '78'), 15)
(('78', '240', '240', '240', '240', '265', '240'), 15)
(('240', '78', '265', '240', '240', '240', '240'), 15)
(('5', '3', '197', '192', '192', '192', '6'), 15)
(('78', '240', '265', '240', '240', '240', '240'), 15)
(('240', '78', '240', '240', '240', '240', '78'), 15)
(('240', '265', '240', '240', '240', '240', '78'), 15)
(('168', '265', '265', '265', '265', '168', '265'), 15)
(('168', '265', '3', '168', '265', '168', '265'), 15)
(('114', '162', '162', '162', '114', '162', '114'), 15)
(('168', '265', '168', '265', '3', '168', '265'), 15)
(('3', '197', '192', '192', '6', '33', '5'), 15)
(('102', '78', '78', '78', '78', '78', '78'), 15)
(('5', '3', '197', '192', '192', '6', '33'), 15)
(('168', '265', '168', '265', '3', '265', '168'), 15)
(('33', '5', '3', '197', '192', '192', '192'), 15)
(('197', '192', '192', '192', '6', '33', '5'), 15)
(('265', '240', '240', '240', '78', '240', '240'), 15)
(('265', '265', '168', '265', '265', '168', '168'), 15)
(('3', '197', '192', '192', '192', '6', '33'), 15)
(('265', '265', '265', '265', '168', '265', '265'), 15)
(('240', '78', '240', '240', '265', '240', '240'), 14)
(('265', '168', '168', '265', '265', '265', '168'), 14)
(('78', '78', '78', '3', '78', '3', '78'), 14)
(('265', '78', '240', '240', '240', '240', '240'), 14)
(('78', '3', '78', '3', '78', '78', '78'), 14)
(('240', '240', '78', '78', '78', '240', '240'), 14)
(('114', '162', '162', '114', '162', '162', '114'), 14)
(('78', '78', '78', '78', '78', '78', '125'), 14)
(('78', '78', '78', '78', '196', '78', '78'), 14)
(('168', '265', '3', '265', '168', '265', '168'), 14)
(('265', '3', '265', '265', '265', '265', '265'), 14)
(('114', '162', '114', '162', '114', '162', '162'), 14)
(('265', '168', '168', '168', '265', '265', '265'), 14)
(('78', '240', '240', '78', '78', '240', '240'), 14)
(('168', '168', '168', '168', '168', '168', '3'), 14)
(('240', '240', '265', '240', '240', '78', '240'), 14)
(('240', '240', '78', '78', '240', '240', '78'), 14)
(('114', '162', '114', '162', '162', '114', '162'), 14)
(('240', '240', '78', '240', '265', '240', '240'), 14)
(('265', '265', '265', '265', '168', '265', '168'), 14)
(('114', '114', '162', '162', '162', '114', '162'), 14)
(('168', '265', '265', '168', '265', '168', '265'), 14)
(('265', '168', '168', '265', '168', '265', '3'), 14)
(('78', '78', '125', '78', '78', '78', '78'), 14)
(('3', '3', '78', '78', '78', '78', '78'), 14)
(('240', '240', '240', '78', '265', '240', '240'), 14)
(('78', '196', '78', '78', '78', '78', '78'), 14)
(('162', '114', '162', '114', '114', '162', '162'), 14)
(('168', '168', '265', '265', '168', '265', '168'), 14)
(('3', '78', '78', '140', '78', '78', '78'), 14)
(('162', '162', '114', '114', '162', '114', '162'), 14)
(('265', '168', '265', '168', '168', '168', '265'), 14)
(('240', '240', '265', '240', '265', '240', '240'), 14)
(('162', '162', '114', '162', '114', '114', '162'), 14)
(('78', '78', '240', '240', '78', '240', '240'), 14)
(('265', '265', '265', '168', '168', '265', '265'), 14)
(('114', '162', '162', '162', '162', '114', '114'), 14)
(('168', '265', '3', '168', '168', '168', '168'), 14)
(('162', '162', '162', '114', '162', '114', '114'), 14)
(('3', '168', '265', '265', '168', '168', '168'), 14)
(('162', '114', '162', '162', '162', '114', '114'), 14)
(('54', '54', '54', '54', '54', '54', '309'), 14)
(('114', '162', '114', '114', '162', '162', '162'), 14)
(('78', '240', '240', '240', '265', '240', '240'), 14)
(('168', '265', '265', '265', '265', '265', '168'), 14)
(('168', '168', '168', '168', '265', '265', '3'), 14)
(('78', '240', '240', '78', '240', '240', '78'), 14)
(('265', '168', '265', '168', '168', '265', '265'), 14)
(('78', '140', '78', '3', '78', '78', '78'), 14)
(('265', '240', '240', '240', '240', '240', '78'), 14)
(('240', '240', '78', '240', '240', '78', '78'), 14)
(('265', '265', '168', '265', '3', '265', '168'), 13)
(('78', '78', '78', '125', '78', '78', '78'), 13)
(('240', '240', '240', '78', '78', '78', '240'), 13)
(('240', '240', '265', '240', '240', '240', '78'), 13)
(('240', '240', '240', '265', '78', '240', '240'), 13)
(('240', '240', '265', '240', '240', '240', '265'), 13)
(('78', '140', '78', '78', '140', '78', '78'), 13)
(('78', '78', '78', '78', '125', '78', '78'), 13)
(('162', '162', '162', '114', '114', '162', '114'), 13)
(('168', '168', '265', '265', '265', '168', '265'), 13)
(('168', '168', '265', '168', '265', '168', '3'), 13)
(('168', '168', '265', '3', '265', '168', '265'), 13)
(('265', '265', '168', '265', '265', '168', '265'), 13)
(('168', '265', '265', '3', '168', '168', '168'), 13)
(('265', '3', '168', '168', '168', '168', '265'), 13)
(('265', '265', '3', '265', '265', '265', '265'), 13)
(('265', '168', '265', '265', '168', '265', '265'), 13)
(('240', '240', '240', '78', '240', '265', '240'), 13)
(('78', '78', '78', '3', '78', '78', '140'), 13)
(('3', '78', '78', '78', '3', '78', '78'), 13)
(('240', '78', '78', '78', '240', '240', '240'), 13)
(('168', '265', '3', '168', '265', '168', '168'), 13)
(('265', '265', '3', '265', '168', '265', '265'), 13)
(('265', '168', '265', '168', '168', '168', '3'), 13)
(('168', '168', '168', '265', '265', '3', '168'), 13)
(('168', '168', '168', '168', '265', '3', '168'), 13)
(('78', '78', '3', '78', '78', '78', '3'), 13)
(('240', '265', '240', '265', '240', '240', '240'), 13)
(('240', '240', '78', '265', '78', '265', '240'), 13)
(('78', '78', '78', '195', '78', '78', '78'), 13)
(('168', '3', '168', '168', '3', '168', '168'), 13)
(('265', '265', '265', '265', '265', '3', '265'), 13)
(('162', '114', '114', '162', '162', '114', '162'), 13)
(('168', '168', '168', '265', '3', '168', '168'), 13)
(('78', '78', '78', '78', '78', '78', '5'), 12)
(('3', '78', '78', '78', '78', '78', '140'), 12)
(('162', '114', '114', '162', '114', '162', '162'), 12)
(('265', '168', '265', '3', '168', '265', '168'), 12)
(('265', '3', '265', '168', '168', '168', '168'), 12)
(('3', '168', '3', '168', '168', '3', '168'), 12)
(('265', '265', '168', '168', '265', '265', '168'), 12)
(('3', '168', '168', '168', '168', '168', '265'), 12)
(('162', '114', '162', '162', '114', '162', '114'), 12)
(('102', '102', '102', '78', '78', '78', '78'), 12)
(('240', '240', '240', '240', '78', '265', '240'), 12)
(('146', '146', '146', '146', '146', '146', '146'), 12)
(('168', '265', '3', '168', '265', '265', '265'), 12)
(('3', '168', '265', '3', '168', '265', '168'), 12)
(('265', '265', '265', '265', '265', '265', '3'), 12)
(('265', '3', '168', '265', '168', '265', '265'), 12)
(('265', '265', '265', '265', '265', '3', '168'), 12)
(('78', '78', '3', '78', '3', '78', '78'), 12)
(('168', '265', '3', '265', '168', '265', '3'), 12)
(('78', '102', '102', '102', '102', '102', '102'), 12)
(('168', '168', '168', '265', '168', '3', '168'), 12)
(('240', '240', '240', '265', '240', '240', '78'), 12)
(('78', '78', '78', '78', '78', '240', '240'), 12)
(('78', '78', '140', '78', '78', '140', '78'), 12)
(('3', '265', '265', '265', '265', '265', '168'), 12)
(('78', '125', '78', '78', '78', '78', '78'), 12)
(('240', '240', '78', '240', '240', '240', '265'), 12)
(('140', '78', '78', '140', '78', '78', '78'), 12)
(('168', '168', '168', '265', '168', '265', '3'), 12)
(('265', '265', '265', '168', '265', '265', '265'), 12)
(('78', '78', '240', '240', '240', '240', '78'), 12)
(('175', '175', '175', '175', '175', '175', '175'), 12)
(('240', '240', '265', '240', '78', '240', '240'), 12)
(('265', '168', '3', '168', '168', '265', '168'), 12)
(('162', '114', '162', '162', '114', '114', '162'), 12)
(('78', '78', '78', '78', '78', '78', '192'), 12)
(('168', '168', '265', '265', '168', '265', '3'), 11)
(('78', '3', '3', '78', '78', '78', '78'), 11)
(('3', '265', '265', '168', '265', '168', '265'), 11)
(('240', '78', '240', '78', '78', '240', '240'), 11)
(('240', '240', '265', '78', '240', '240', '240'), 11)
(('240', '78', '240', '240', '240', '78', '78'), 11)
(('265', '265', '168', '265', '265', '265', '265'), 11)
(('168', '3', '168', '265', '168', '265', '265'), 11)
(('168', '3', '168', '3', '168', '265', '168'), 11)
(('168', '265', '3', '168', '3', '168', '168'), 11)
(('78', '78', '78', '196', '78', '78', '78'), 11)
(('168', '3', '265', '168', '265', '168', '265'), 11)
(('168', '168', '265', '3', '168', '265', '168'), 11)
(('265', '3', '168', '168', '168', '168', '168'), 11)
(('240', '78', '240', '240', '78', '78', '240'), 11)
(('265', '265', '3', '265', '265', '168', '265'), 11)
(('265', '3', '265', '168', '168', '265', '265'), 11)
(('78', '78', '78', '3', '3', '78', '78'), 11)
(('114', '114', '162', '114', '162', '162', '162'), 11)
(('168', '168', '265', '265', '3', '168', '168'), 11)
(('168', '168', '168', '168', '168', '265', '3'), 11)
(('265', '168', '265', '265', '168', '3', '168'), 11)
(('168', '265', '168', '265', '265', '3', '168'), 11)
(('3', '168', '265', '168', '265', '3', '168'), 11)
(('168', '265', '3', '265', '168', '168', '168'), 11)
(('265', '3', '168', '265', '168', '168', '265'), 11)
(('168', '168', '265', '168', '265', '3', '265'), 11)
(('265', '3', '265', '168', '265', '3', '168'), 11)
(('102', '102', '102', '102', '78', '78', '78'), 11)
(('168', '168', '265', '168', '3', '168', '168'), 11)
(('3', '168', '265', '168', '168', '168', '168'), 11)
(('78', '78', '240', '240', '240', '78', '240'), 11)
(('240', '265', '240', '240', '78', '240', '240'), 11)
(('168', '265', '3', '265', '168', '3', '168'), 11)
(('168', '265', '168', '168', '168', '3', '168'), 11)
(('265', '168', '265', '265', '168', '168', '265'), 11)
(('240', '240', '240', '265', '240', '265', '240'), 11)
(('78', '240', '240', '240', '78', '240', '78'), 11)
(('240', '240', '240', '78', '78', '240', '78'), 11)
(('265', '265', '265', '265', '168', '168', '3'), 11)
(('168', '3', '168', '168', '3', '168', '265'), 11)
(('78', '78', '196', '78', '78', '78', '78'), 11)
(('78', '78', '3', '3', '78', '78', '78'), 11)
(('265', '168', '168', '168', '168', '3', '168'), 11)
(('168', '265', '265', '265', '168', '265', '265'), 11)
(('168', '265', '168', '168', '3', '168', '265'), 11)
(('265', '240', '240', '78', '240', '240', '240'), 11)
(('78', '140', '78', '78', '3', '78', '78'), 11)
(('168', '265', '265', '168', '168', '265', '265'), 11)
(('265', '168', '265', '3', '265', '168', '168'), 11)
(('265', '168', '265', '265', '168', '168', '3'), 11)
(('78', '240', '78', '78', '78', '78', '78'), 11)
(('78', '78', '78', '78', '78', '102', '102'), 11)
(('240', '78', '240', '240', '240', '240', '265'), 11)
(('140', '78', '78', '3', '78', '78', '78'), 11)
(('265', '265', '168', '168', '265', '265', '265'), 11)
(('114', '162', '162', '114', '162', '114', '162'), 11)
(('162', '114', '162', '114', '162', '114', '162'), 11)
(('168', '265', '265', '265', '265', '265', '3'), 11)
(('3', '168', '168', '168', '168', '265', '168'), 11)
(('78', '78', '78', '140', '78', '3', '78'), 11)
(('78', '78', '240', '78', '78', '78', '78'), 11)
(('140', '78', '78', '78', '78', '78', '3'), 11)
(('168', '168', '3', '168', '168', '3', '168'), 10)
(('162', '162', '114', '162', '114', '162', '114'), 10)
(('168', '168', '3', '168', '168', '168', '265'), 10)
(('265', '168', '265', '265', '265', '265', '168'), 10)
(('168', '168', '3', '168', '265', '168', '265'), 10)
(('265', '3', '265', '265', '168', '265', '168'), 10)
(('265', '265', '3', '168', '168', '168', '265'), 10)
(('265', '168', '265', '168', '168', '3', '265'), 10)
(('78', '78', '78', '78', '195', '140', '78'), 10)
(('265', '265', '3', '168', '168', '168', '168'), 10)
(('265', '265', '265', '265', '3', '168', '168'), 10)
(('265', '3', '265', '168', '265', '168', '168'), 10)
(('78', '78', '3', '78', '78', '140', '78'), 10)
(('140', '78', '3', '78', '78', '78', '78'), 10)
(('102', '102', '102', '102', '102', '102', '78'), 10)
(('265', '240', '265', '240', '240', '240', '240'), 10)
(('168', '3', '265', '265', '265', '265', '265'), 10)
(('168', '168', '168', '3', '168', '168', '265'), 10)
(('265', '3', '265', '168', '265', '265', '168'), 10)
(('168', '168', '265', '265', '265', '265', '3'), 10)
(('265', '265', '240', '240', '240', '240', '240'), 10)
(('265', '265', '168', '265', '265', '168', '3'), 10)
(('162', '162', '114', '114', '162', '162', '114'), 10)
(('168', '168', '168', '168', '265', '168', '3'), 10)
(('240', '240', '78', '240', '78', '78', '78'), 10)
(('140', '78', '78', '78', '78', '78', '140'), 10)
(('3', '168', '168', '265', '168', '265', '265'), 10)
(('78', '240', '78', '240', '240', '265', '240'), 10)
(('265', '265', '265', '3', '168', '168', '265'), 10)
(('78', '78', '78', '78', '78', '240', '78'), 10)
(('265', '168', '265', '168', '265', '3', '168'), 10)
(('168', '168', '168', '265', '3', '265', '168'), 10)
(('78', '78', '78', '78', '78', '195', '140'), 10)
(('265', '265', '265', '265', '3', '265', '168'), 10)
(('78', '195', '195', '78', '78', '78', '78'), 10)
(('265', '265', '265', '3', '265', '168', '265'), 10)
(('3', '168', '168', '168', '265', '265', '265'), 10)
(('54', '309', '54', '54', '309', '54', '54'), 10)
(('265', '265', '265', '265', '3', '265', '265'), 10)
(('240', '265', '78', '240', '240', '240', '240'), 10)
(('240', '265', '240', '240', '265', '240', '240'), 10)
(('168', '265', '168', '265', '168', '3', '168'), 10)
(('240', '240', '240', '240', '265', '240', '78'), 10)
(('240', '240', '78', '240', '78', '78', '240'), 10)
(('78', '78', '78', '140', '78', '78', '140'), 10)
(('78', '78', '78', '78', '3', '3', '78'), 10)
(('168', '3', '265', '265', '265', '265', '168'), 10)
(('265', '3', '265', '168', '265', '168', '265'), 10)
(('3', '265', '168', '265', '168', '265', '168'), 10)
(('78', '240', '240', '240', '78', '78', '240'), 10)
