(('168', '168', '168'), 2180)
(('168', '146', '168'), 52)
(('78', '78', '102'), 52)
(('43', '168', '168'), 51)
(('102', '142', '142'), 51)
(('265', '102', '265'), 51)
(('309', '102', '102'), 51)
(('102', '195', '78'), 50)
(('78', '102', '195'), 50)
(('6', '78', '78'), 49)
(('192', '3', '3'), 49)
(('5', '5', '3'), 49)
(('142', '265', '265'), 48)
(('3', '142', '3'), 47)
(('197', '192', '6'), 47)
(('5', '3', '5'), 47)
(('142', '142', '3'), 46)
(('10', '102', '102'), 46)
(('142', '265', '102'), 45)
(('192', '3', '5'), 45)
(('240', '4', '240'), 45)
(('102', '102', '5'), 45)
(('168', '168', '146'), 44)
(('13', '4', '265'), 44)
(('43', '168', '265'), 44)
(('146', '168', '168'), 44)
(('265', '142', '3'), 44)
(('3', '5', '5'), 44)
(('78', '240', '240'), 44)
(('3', '265', '142'), 43)
(('240', '240', '4'), 43)
(('78', '142', '102'), 43)
(('142', '102', '78'), 43)
(('125', '125', '91'), 42)
(('3', '3', '142'), 42)
(('27', '85', '195'), 41)
(('102', '78', '142'), 41)
(('6', '125', '3'), 40)
(('102', '102', '6'), 40)
(('162', '162', '162'), 40)
(('240', '13', '240'), 40)
(('13', '4', '4'), 39)
(('91', '5', '5'), 38)
(('4', '265', '265'), 38)
(('78', '102', '6'), 38)
(('125', '91', '5'), 37)
(('4', '13', '240'), 37)
(('142', '3', '265'), 37)
(('3', '142', '142'), 37)
(('43', '3', '168'), 36)
(('102', '6', '78'), 36)
(('168', '43', '168'), 36)
(('102', '102', '27'), 35)
(('6', '5', '197'), 35)
(('168', '102', '168'), 35)
(('168', '168', '43'), 35)
(('102', '27', '102'), 35)
(('3', '142', '265'), 34)
(('102', '168', '168'), 34)
(('6', '91', '195'), 34)
(('221', '221', '221'), 34)
(('91', '5', '3'), 34)
(('102', '265', '142'), 33)
(('6', '91', '5'), 33)
(('78', '6', '142'), 33)
(('142', '6', '142'), 33)
(('27', '5', '102'), 33)
(('85', '85', '195'), 32)
(('309', '102', '309'), 32)
(('142', '265', '3'), 32)
(('91', '195', '5'), 32)
(('6', '142', '78'), 32)
(('168', '168', '102'), 32)
(('146', '142', '142'), 32)
(('78', '78', '146'), 32)
(('102', '5', '102'), 32)
(('13', '4', '240'), 31)
(('5', '102', '309'), 31)
(('4', '4', '240'), 31)
(('4', '4', '4'), 31)
(('102', '265', '265'), 31)
(('240', '4', '4'), 31)
(('5', '3', '3'), 30)
(('195', '85', '85'), 30)
(('78', '78', '6'), 30)
(('78', '146', '142'), 30)
(('4', '4', '78'), 30)
(('146', '142', '78'), 30)
(('146', '78', '142'), 29)
(('3', '6', '5'), 29)
(('142', '146', '142'), 29)
(('4', '13', '4'), 29)
(('142', '146', '78'), 28)
(('142', '142', '6'), 28)
(('240', '78', '4'), 28)
(('5', '5', '192'), 28)
(('240', '4', '78'), 28)
(('265', '43', '265'), 28)
(('102', '6', '27'), 27)
(('4', '78', '240'), 27)
(('4', '4', '13'), 27)
(('4', '240', '4'), 27)
(('142', '6', '78'), 27)
(('78', '142', '6'), 27)
(('142', '265', '104'), 26)
(('78', '13', '240'), 26)
(('3', '195', '5'), 26)
(('125', '3', '6'), 26)
(('13', '4', '13'), 26)
(('13', '102', '5'), 26)
(('168', '43', '3'), 25)
(('3', '43', '168'), 25)
(('102', '309', '5'), 25)
(('13', '240', '13'), 25)
(('27', '102', '102'), 25)
(('13', '240', '4'), 25)
(('240', '78', '240'), 25)
(('309', '309', '102'), 25)
(('78', '4', '240'), 25)
(('78', '142', '146'), 25)
(('309', '5', '102'), 25)
(('3', '168', '43'), 24)
(('5', '309', '102'), 24)
(('102', '309', '309'), 24)
(('265', '168', '146'), 24)
(('175', '175', '175'), 24)
(('168', '3', '43'), 24)
(('4', '78', '4'), 24)
(('265', '3', '142'), 24)
(('5', '3', '192'), 24)
(('43', '265', '168'), 24)
(('6', '142', '142'), 24)
(('142', '78', '6'), 24)
(('33', '5', '192'), 23)
(('102', '142', '102'), 23)
(('5', '3', '6'), 23)
(('125', '125', '268'), 23)
(('142', '142', '146'), 23)
(('5', '192', '192'), 23)
(('140', '91', '6'), 23)
(('240', '240', '78'), 22)
(('85', '195', '196'), 22)
(('265', '104', '3'), 22)
(('104', '3', '3'), 22)
(('91', '3', '6'), 22)
(('240', '4', '13'), 22)
(('3', '3', '5'), 22)
(('265', '168', '43'), 22)
(('5', '140', '197'), 22)
(('265', '10', '102'), 22)
(('13', '13', '240'), 22)
(('6', '27', '5'), 22)
(('13', '78', '240'), 22)
(('3', '91', '5'), 21)
(('125', '268', '5'), 21)
(('6', '125', '195'), 21)
(('43', '168', '3'), 21)
(('6', '5', '5'), 21)
(('6', '78', '142'), 21)
(('78', '6', '78'), 21)
(('196', '196', '102'), 21)
(('102', '27', '309'), 21)
(('265', '240', '4'), 21)
(('4', '240', '13'), 21)
(('102', '102', '85'), 21)
(('3', '3', '195'), 20)
(('146', '265', '168'), 20)
(('27', '309', '102'), 20)
(('140', '197', '192'), 20)
(('102', '309', '27'), 20)
(('197', '192', '140'), 20)
(('168', '168', '78'), 20)
(('102', '102', '142'), 20)
(('240', '13', '13'), 20)
(('6', '125', '5'), 20)
(('146', '168', '3'), 20)
(('265', '146', '168'), 20)
(('27', '221', '3'), 19)
(('265', '265', '102'), 19)
(('168', '43', '265'), 19)
(('5', '5', '6'), 19)
(('3', '3', '91'), 19)
(('78', '195', '78'), 19)
(('78', '4', '78'), 19)
(('142', '102', '265'), 19)
(('104', '3', '142'), 19)
(('168', '265', '146'), 19)
(('192', '140', '91'), 19)
(('45', '45', '45'), 18)
(('27', '174', '27'), 18)
(('13', '240', '78'), 18)
(('102', '142', '265'), 18)
(('174', '27', '221'), 18)
(('140', '27', '174'), 18)
(('91', '91', '5'), 18)
(('3', '3', '221'), 18)
(('102', '6', '102'), 18)
(('168', '146', '265'), 18)
(('78', '240', '4'), 18)
(('78', '240', '78'), 18)
(('6', '5', '3'), 18)
(('43', '3', '3'), 18)
(('265', '142', '104'), 18)
(('221', '3', '3'), 18)
(('175', '195', '175'), 17)
(('102', '27', '5'), 17)
(('3', '221', '27'), 17)
(('146', '168', '265'), 17)
(('196', '196', '265'), 17)
(('265', '265', '43'), 17)
(('5', '13', '102'), 17)
(('125', '195', '5'), 17)
(('27', '174', '6'), 17)
(('91', '91', '91'), 17)
(('174', '6', '199'), 17)
(('3', '3', '104'), 17)
(('309', '102', '85'), 17)
(('268', '5', '197'), 17)
(('102', '102', '195'), 17)
(('6', '199', '201'), 17)
(('102', '6', '142'), 17)
(('78', '102', '102'), 17)
(('201', '13', '102'), 17)
(('102', '5', '309'), 17)
(('142', '4', '142'), 17)
(('13', '13', '13'), 17)
(('196', '102', '221'), 17)
(('6', '91', '91'), 17)
(('265', '146', '265'), 17)
(('199', '201', '13'), 17)
(('104', '142', '142'), 17)
(('102', '221', '221'), 17)
(('102', '13', '102'), 17)
(('265', '265', '146'), 17)
(('102', '5', '13'), 17)
(('142', '78', '195'), 17)
(('221', '27', '174'), 17)
(('265', '102', '102'), 16)
(('3', '192', '6'), 16)
(('5', '5', '102'), 16)
(('91', '5', '192'), 16)
(('168', '146', '3'), 16)
(('3', '3', '146'), 16)
(('102', '78', '146'), 16)
(('5', '6', '125'), 16)
(('91', '6', '196'), 16)
(('78', '13', '78'), 16)
(('175', '175', '195'), 16)
(('102', '78', '102'), 16)
(('13', '102', '13'), 16)
(('195', '175', '175'), 16)
(('5', '91', '5'), 16)
(('146', '3', '168'), 16)
(('78', '78', '240'), 16)
(('142', '104', '3'), 16)
(('4', '142', '3'), 16)
(('221', '221', '102'), 16)
(('104', '265', '142'), 16)
(('3', '168', '146'), 15)
(('162', '114', '162'), 15)
(('196', '265', '10'), 15)
(('195', '3', '3'), 15)
(('102', '85', '102'), 15)
(('240', '78', '13'), 15)
(('168', '43', '43'), 15)
(('78', '78', '168'), 15)
(('6', '142', '102'), 15)
(('78', '4', '4'), 15)
(('195', '5', '3'), 15)
(('195', '196', '196'), 15)
(('240', '13', '78'), 15)
(('265', '240', '78'), 15)
(('78', '78', '195'), 15)
(('102', '142', '146'), 15)
(('6', '102', '142'), 15)
(('91', '3', '5'), 14)
(('43', '265', '265'), 14)
(('6', '102', '102'), 14)
(('78', '4', '13'), 14)
(('168', '78', '168'), 14)
(('43', '168', '43'), 14)
(('265', '102', '142'), 14)
(('6', '5', '192'), 14)
(('4', '240', '78'), 14)
(('102', '5', '140'), 14)
(('142', '102', '102'), 14)
(('265', '265', '4'), 14)
(('265', '168', '102'), 14)
(('114', '162', '162'), 14)
(('168', '78', '78'), 14)
(('85', '309', '102'), 14)
(('85', '102', '102'), 14)
(('91', '5', '91'), 14)
(('3', '6', '125'), 14)
(('102', '5', '5'), 14)
(('240', '78', '78'), 14)
(('102', '102', '78'), 14)
(('5', '102', '5'), 13)
(('27', '102', '309'), 13)
(('78', '195', '142'), 13)
(('309', '5', '309'), 13)
(('5', '102', '27'), 13)
(('78', '240', '13'), 13)
(('4', '13', '78'), 13)
(('3', '104', '142'), 13)
(('3', '142', '104'), 13)
(('168', '3', '78'), 13)
(('142', '104', '142'), 13)
(('162', '162', '114'), 13)
(('6', '5', '6'), 13)
(('196', '102', '102'), 13)
(('102', '85', '85'), 13)
(('265', '3', '146'), 13)
(('3', '104', '265'), 13)
(('85', '195', '102'), 13)
(('6', '196', '196'), 13)
(('309', '27', '102'), 13)
(('13', '78', '4'), 13)
(('142', '195', '78'), 13)
(('78', '168', '3'), 13)
(('104', '142', '265'), 12)
(('3', '5', '192'), 12)
(('5', '91', '3'), 12)
(('7', '7', '7'), 12)
(('6', '78', '6'), 12)
(('43', '265', '3'), 12)
(('85', '102', '309'), 12)
(('102', '168', '265'), 12)
(('265', '102', '168'), 12)
(('5', '6', '5'), 12)
(('265', '142', '102'), 12)
(('175', '5', '175'), 12)
(('78', '142', '195'), 12)
(('221', '102', '142'), 12)
(('6', '125', '91'), 12)
(('142', '3', '104'), 12)
(('3', '146', '142'), 12)
(('5', '5', '91'), 12)
(('4', '13', '13'), 12)
(('5', '140', '27'), 12)
(('33', '5', '140'), 12)
(('125', '91', '3'), 12)
(('265', '146', '3'), 12)
(('146', '168', '146'), 11)
(('195', '142', '78'), 11)
(('3', '104', '3'), 11)
(('265', '104', '265'), 11)
(('102', '102', '265'), 11)
(('102', '142', '4'), 11)
(('3', '5', '91'), 11)
(('78', '168', '168'), 11)
(('195', '102', '102'), 11)
(('192', '33', '5'), 11)
(('142', '142', '195'), 11)
(('78', '13', '4'), 11)
(('91', '6', '5'), 11)
(('102', '195', '85'), 11)
(('146', '3', '265'), 11)
(('5', '33', '5'), 11)
(('168', '265', '102'), 11)
(('4', '78', '78'), 11)
(('78', '146', '102'), 11)
(('33', '5', '197'), 11)
(('43', '265', '43'), 11)
(('3', '146', '168'), 11)
(('265', '3', '104'), 11)
(('265', '265', '13'), 11)
(('195', '78', '142'), 11)
(('4', '265', '240'), 11)
(('240', '13', '265'), 11)
(('5', '3', '91'), 11)
(('175', '175', '5'), 11)
(('192', '125', '125'), 11)
(('240', '265', '240'), 10)
(('5', '6', '33'), 10)
(('142', '6', '6'), 10)
(('5', '195', '175'), 10)
(('3', '78', '168'), 10)
(('102', '195', '102'), 10)
(('102', '309', '85'), 10)
(('258', '311', '240'), 10)
(('43', '43', '168'), 10)
(('102', '146', '78'), 10)
(('104', '265', '3'), 10)
(('125', '5', '3'), 10)
(('85', '85', '102'), 10)
(('265', '102', '309'), 10)
(('3', '265', '146'), 10)
(('10', '102', '309'), 10)
(('102', '10', '102'), 10)
(('27', '102', '5'), 10)
(('3', '43', '3'), 10)
(('5', '192', '5'), 10)
(('3', '146', '104'), 10)
(('265', '240', '13'), 10)
(('5', '192', '125'), 10)
(('265', '13', '4'), 10)
(('27', '85', '102'), 10)
(('78', '6', '102'), 10)
(('102', '265', '102'), 10)
(('240', '240', '265'), 10)
(('5', '10', '102'), 10)
(('142', '102', '146'), 10)
(('142', '195', '142'), 10)
(('146', '3', '3'), 10)
(('102', '142', '6'), 9)
(('102', '146', '142'), 9)
(('6', '5', '33'), 9)
(('192', '5', '3'), 9)
(('195', '175', '5'), 9)
(('102', '85', '265'), 9)
(('13', '265', '240'), 9)
(('3', '104', '104'), 9)
(('195', '309', '102'), 9)
(('197', '3', '3'), 9)
(('265', '4', '240'), 9)
(('6', '309', '102'), 9)
(('78', '142', '13'), 9)
(('85', '102', '27'), 9)
(('142', '146', '102'), 9)
(('168', '102', '265'), 9)
(('85', '265', '102'), 9)
(('91', '5', '197'), 9)
(('3', '78', '78'), 9)
(('197', '5', '5'), 9)
(('265', '3', '43'), 9)
(('102', '102', '10'), 9)
(('311', '240', '240'), 9)
(('5', '197', '3'), 9)
(('6', '142', '146'), 9)
(('168', '340', '168'), 9)
(('85', '195', '10'), 9)
(('309', '102', '5'), 9)
(('146', '102', '142'), 9)
(('125', '125', '258'), 9)
(('146', '265', '3'), 9)
(('91', '3', '3'), 9)
(('104', '265', '265'), 9)
(('102', '309', '195'), 9)
(('78', '3', '78'), 9)
(('102', '27', '27'), 9)
(('3', '192', '192'), 9)
(('43', '43', '3'), 9)
(('27', '7', '7'), 9)
(('104', '142', '3'), 9)
(('27', '10', '102'), 9)
(('146', '142', '265'), 9)
(('102', '85', '195'), 9)
(('195', '142', '142'), 8)
(('192', '5', '192'), 8)
(('3', '142', '4'), 8)
(('3', '168', '78'), 8)
(('125', '258', '311'), 8)
(('192', '5', '6'), 8)
(('13', '102', '102'), 8)
(('168', '168', '195'), 8)
(('175', '195', '195'), 8)
(('91', '13', '196'), 8)
(('3', '43', '265'), 8)
(('7', '7', '102'), 8)
(('265', '78', '240'), 8)
(('91', '33', '5'), 8)
(('13', '142', '78'), 8)
(('175', '5', '195'), 8)
(('265', '265', '104'), 8)
(('240', '240', '174'), 8)
(('6', '6', '142'), 8)
(('85', '85', '196'), 8)
(('195', '175', '195'), 8)
(('5', '192', '3'), 8)
(('5', '6', '6'), 8)
(('195', '195', '175'), 8)
(('78', '168', '78'), 8)
(('265', '4', '13'), 8)
(('3', '6', '195'), 8)
(('104', '3', '265'), 8)
(('196', '265', '102'), 8)
(('309', '85', '85'), 8)
(('142', '142', '104'), 8)
(('125', '3', '91'), 8)
(('168', '78', '3'), 8)
(('3', '3', '43'), 8)
(('6', '3', '6'), 8)
(('6', '142', '6'), 8)
(('6', '78', '102'), 8)
(('78', '102', '146'), 8)
(('309', '309', '5'), 8)
(('146', '78', '102'), 8)
(('265', '104', '142'), 8)
(('309', '309', '309'), 8)
(('265', '13', '240'), 8)
(('195', '195', '195'), 8)
(('142', '104', '265'), 8)
(('102', '265', '168'), 8)
(('309', '5', '5'), 8)
(('4', '265', '4'), 8)
(('146', '265', '265'), 8)
(('195', '196', '102'), 8)
(('240', '4', '265'), 8)
(('10', '309', '102'), 8)
(('27', '102', '27'), 8)
(('85', '196', '102'), 8)
(('85', '195', '309'), 7)
(('168', '146', '146'), 7)
(('102', '102', '196'), 7)
(('91', '5', '6'), 7)
(('78', '265', '240'), 7)
(('27', '85', '265'), 7)
(('146', '265', '146'), 7)
(('309', '85', '102'), 7)
(('33', '5', '221'), 7)
(('78', '6', '6'), 7)
(('4', '4', '265'), 7)
(('265', '4', '4'), 7)
(('78', '78', '13'), 7)
(('78', '78', '3'), 7)
(('240', '78', '265'), 7)
(('142', '13', '142'), 7)
(('5', '221', '140'), 7)
(('4', '168', '168'), 7)
(('195', '197', '3'), 7)
(('78', '3', '168'), 7)
(('27', '309', '309'), 7)
(('146', '146', '168'), 7)
(('265', '265', '78'), 7)
(('102', '174', '174'), 7)
(('13', '142', '142'), 7)
(('6', '78', '146'), 7)
(('5', '309', '5'), 7)
(('104', '104', '142'), 7)
(('6', '6', '78'), 7)
(('5', '309', '309'), 7)
(('78', '78', '4'), 7)
(('142', '13', '78'), 7)
(('3', '6', '6'), 7)
(('265', '142', '146'), 7)
(('142', '91', '91'), 7)
(('43', '3', '43'), 7)
(('192', '5', '5'), 7)
(('3', '265', '104'), 7)
(('5', '192', '91'), 7)
(('85', '10', '102'), 7)
(('102', '85', '196'), 7)
(('6', '5', '91'), 7)
(('27', '27', '5'), 7)
(('91', '5', '140'), 7)
(('146', '104', '265'), 7)
(('91', '195', '3'), 7)
(('102', '27', '7'), 7)
(('10', '102', '5'), 7)
(('146', '78', '146'), 7)
(('3', '91', '91'), 7)
(('142', '102', '6'), 7)
(('240', '174', '174'), 7)
(('192', '6', '192'), 7)
(('43', '43', '265'), 7)
(('102', '85', '10'), 7)
(('6', '91', '13'), 7)
(('6', '91', '3'), 7)
(('27', '5', '309'), 7)
(('91', '91', '3'), 7)
(('146', '265', '142'), 7)
(('309', '10', '102'), 6)
(('168', '4', '168'), 6)
(('6', '6', '91'), 6)
(('168', '240', '168'), 6)
(('125', '195', '3'), 6)
(('168', '195', '168'), 6)
(('5', '5', '197'), 6)
(('33', '192', '6'), 6)
(('3', '5', '6'), 6)
(('102', '5', '10'), 6)
(('6', '6', '6'), 6)
(('192', '3', '91'), 6)
(('309', '195', '5'), 6)
(('85', '102', '85'), 6)
(('125', '5', '192'), 6)
(('125', '3', '5'), 6)
(('33', '192', '33'), 6)
(('5', '309', '27'), 6)
(('175', '6', '3'), 6)
(('174', '122', '91'), 6)
(('195', '85', '102'), 6)
(('102', '309', '196'), 6)
(('85', '85', '85'), 6)
(('142', '102', '13'), 6)
(('197', '3', '6'), 6)
(('13', '78', '142'), 6)
(('85', '195', '195'), 6)
(('146', '102', '78'), 6)
(('5', '91', '6'), 6)
(('195', '265', '102'), 6)
(('195', '27', '85'), 6)
(('195', '78', '102'), 6)
(('6', '192', '192'), 6)
(('196', '309', '102'), 6)
(('3', '265', '102'), 6)
(('199', '195', '5'), 6)
(('6', '197', '5'), 6)
(('192', '192', '125'), 6)
(('6', '195', '5'), 6)
(('102', '120', '102'), 6)
(('195', '102', '309'), 6)
(('3', '146', '265'), 6)
(('3', '5', '197'), 6)
(('102', '196', '102'), 6)
(('142', '6', '102'), 6)
(('102', '102', '146'), 6)
(('6', '33', '3'), 6)
(('85', '102', '5'), 6)
(('5', '6', '91'), 6)
(('91', '6', '195'), 6)
(('168', '168', '340'), 6)
(('5', '5', '125'), 6)
(('91', '199', '195'), 6)
(('125', '3', '3'), 6)
(('142', '146', '265'), 6)
(('142', '3', '146'), 6)
(('265', '43', '43'), 6)
(('146', '142', '102'), 6)
(('221', '140', '27'), 6)
(('309', '102', '10'), 6)
(('6', '102', '6'), 6)
(('102', '7', '7'), 6)
(('192', '192', '5'), 6)
(('3', '78', '3'), 6)
(('174', '174', '122'), 6)
(('6', '6', '102'), 6)
(('5', '27', '102'), 6)
(('174', '174', '11'), 5)
(('174', '57', '175'), 5)
(('309', '27', '309'), 5)
(('197', '5', '3'), 5)
(('85', '265', '10'), 5)
(('78', '195', '102'), 5)
(('146', '142', '3'), 5)
(('142', '102', '195'), 5)
(('195', '78', '146'), 5)
(('54', '175', '6'), 5)
(('4', '240', '265'), 5)
(('3', '146', '3'), 5)
(('175', '174', '174'), 5)
(('27', '27', '309'), 5)
(('102', '10', '309'), 5)
(('5', '91', '91'), 5)
(('142', '3', '196'), 5)
(('3', '192', '5'), 5)
(('13', '265', '4'), 5)
(('78', '146', '6'), 5)
(('5', '5', '309'), 5)
(('102', '265', '3'), 5)
(('309', '195', '196'), 5)
(('309', '27', '85'), 5)
(('27', '5', '10'), 5)
(('309', '5', '195'), 5)
(('102', '195', '5'), 5)
(('6', '102', '7'), 5)
(('3', '196', '196'), 5)
(('3', '6', '174'), 5)
(('146', '78', '6'), 5)
(('174', '175', '191'), 5)
(('120', '6', '102'), 5)
(('6', '3', '5'), 5)
(('5', '125', '3'), 5)
(('146', '142', '146'), 5)
(('102', '27', '10'), 5)
(('146', '104', '142'), 5)
(('5', '85', '195'), 5)
(('78', '78', '265'), 5)
(('309', '309', '85'), 5)
(('221', '102', '6'), 5)
(('195', '5', '5'), 5)
(('114', '162', '114'), 5)
(('175', '54', '175'), 5)
(('340', '168', '168'), 5)
(('6', '27', '102'), 5)
(('195', '5', '102'), 5)
(('196', '102', '85'), 5)
(('192', '91', '3'), 5)
(('174', '174', '175'), 5)
(('85', '195', '265'), 5)
(('195', '102', '27'), 5)
(('102', '5', '6'), 5)
(('5', '91', '195'), 5)
(('3', '195', '3'), 5)
(('240', '265', '78'), 5)
(('6', '3', '3'), 5)
(('5', '3', '195'), 5)
(('85', '5', '102'), 5)
(('5', '309', '85'), 5)
(('175', '191', '122'), 5)
(('102', '10', '27'), 5)
(('195', '265', '5'), 5)
(('10', '27', '102'), 5)
(('6', '142', '4'), 5)
(('11', '45', '33'), 5)
(('309', '27', '10'), 5)
(('192', '6', '91'), 5)
(('146', '6', '142'), 5)
(('6', '174', '174'), 5)
(('146', '6', '78'), 5)
(('122', '91', '3'), 5)
(('192', '91', '91'), 5)
(('45', '33', '192'), 5)
(('104', '104', '3'), 5)
(('27', '6', '102'), 5)
