(('162', '162', '162', '162', '162', '162', '162'), 555)
(('265', '168', '168', '168', '168', '168', '265'), 37)
(('309', '54', '309', '54', '54', '54', '54'), 35)
(('162', '162', '162', '162', '114', '162', '114'), 35)
(('192', '6', '33', '5', '3', '197', '192'), 35)
(('114', '162', '162', '162', '162', '162', '114'), 35)
(('6', '33', '5', '3', '197', '192', '192'), 35)
(('54', '54', '309', '3', '54', '54', '54'), 35)
(('162', '114', '162', '162', '162', '114', '162'), 34)
(('54', '54', '54', '309', '3', '54', '54'), 34)
(('162', '162', '114', '162', '162', '162', '114'), 34)
(('265', '168', '168', '168', '265', '168', '168'), 34)
(('309', '54', '54', '309', '54', '54', '54'), 33)
(('162', '162', '162', '162', '162', '114', '114'), 32)
(('162', '114', '114', '162', '162', '162', '162'), 32)
(('168', '168', '168', '168', '265', '168', '265'), 32)
(('162', '162', '114', '114', '162', '162', '162'), 32)
(('168', '265', '168', '3', '168', '168', '168'), 32)
(('54', '54', '309', '309', '54', '54', '54'), 31)
(('114', '162', '162', '162', '114', '162', '162'), 31)
(('54', '309', '309', '54', '54', '54', '54'), 31)
(('265', '168', '3', '168', '168', '168', '168'), 31)
(('54', '54', '54', '3', '54', '54', '54'), 30)
(('192', '192', '6', '33', '5', '3', '197'), 30)
(('309', '54', '54', '54', '54', '54', '309'), 29)
(('54', '54', '54', '54', '309', '309', '54'), 29)
(('54', '54', '54', '54', '3', '54', '54'), 29)
(('54', '54', '54', '54', '54', '3', '54'), 28)
(('114', '114', '162', '162', '162', '162', '162'), 27)
(('168', '168', '168', '168', '168', '265', '3'), 27)
(('54', '54', '54', '309', '309', '54', '54'), 27)
(('54', '54', '54', '54', '54', '309', '309'), 27)
(('168', '168', '265', '168', '168', '3', '168'), 25)
(('54', '3', '54', '54', '54', '54', '54'), 25)
(('54', '309', '3', '54', '54', '54', '54'), 25)
(('3', '54', '54', '54', '54', '54', '54'), 25)
(('54', '54', '3', '54', '54', '54', '54'), 25)
(('54', '54', '54', '54', '54', '54', '3'), 25)
(('265', '168', '168', '168', '265', '168', '265'), 24)
(('54', '54', '54', '54', '309', '3', '54'), 24)
(('168', '168', '168', '265', '168', '168', '3'), 23)
(('3', '168', '168', '265', '168', '168', '168'), 23)
(('168', '265', '265', '168', '265', '168', '168'), 23)
(('265', '168', '265', '168', '168', '265', '168'), 23)
(('168', '265', '168', '168', '168', '3', '168'), 23)
(('168', '168', '168', '168', '3', '168', '265'), 23)
(('265', '265', '168', '265', '168', '168', '168'), 22)
(('168', '168', '265', '265', '168', '265', '168'), 22)
(('3', '265', '168', '168', '168', '168', '168'), 22)
(('265', '168', '168', '168', '168', '168', '3'), 21)
(('265', '168', '265', '168', '265', '168', '168'), 21)
(('265', '168', '168', '265', '168', '168', '265'), 21)
(('168', '168', '168', '3', '168', '265', '168'), 21)
(('168', '3', '168', '168', '265', '168', '168'), 21)
(('168', '265', '265', '168', '168', '265', '168'), 21)
(('168', '168', '3', '168', '3', '168', '168'), 21)
(('265', '168', '265', '265', '168', '168', '168'), 21)
(('168', '168', '168', '265', '3', '168', '168'), 21)
(('265', '3', '168', '168', '168', '168', '168'), 20)
(('309', '309', '54', '54', '54', '54', '54'), 20)
(('265', '168', '265', '168', '168', '168', '265'), 20)
(('168', '168', '168', '265', '168', '3', '168'), 20)
(('33', '5', '3', '197', '192', '192', '6'), 20)
(('168', '3', '265', '168', '168', '168', '168'), 20)
(('168', '168', '3', '168', '168', '265', '168'), 20)
(('265', '265', '265', '168', '168', '168', '168'), 20)
(('168', '168', '168', '168', '168', '3', '265'), 20)
(('3', '54', '54', '54', '309', '54', '54'), 20)
(('175', '175', '175', '175', '175', '175', '175'), 20)
(('168', '168', '168', '168', '265', '265', '265'), 20)
(('168', '168', '265', '168', '265', '265', '168'), 20)
(('168', '265', '168', '168', '265', '168', '265'), 19)
(('168', '265', '265', '168', '168', '168', '265'), 19)
(('3', '168', '168', '168', '265', '168', '168'), 19)
(('265', '265', '168', '168', '265', '168', '168'), 19)
(('168', '168', '3', '168', '168', '168', '265'), 19)
(('168', '168', '3', '168', '265', '168', '168'), 19)
(('168', '168', '265', '3', '168', '168', '168'), 19)
(('168', '168', '265', '265', '168', '168', '265'), 19)
(('168', '168', '168', '168', '265', '168', '3'), 19)
(('265', '168', '168', '168', '3', '168', '168'), 19)
(('168', '265', '168', '265', '168', '168', '265'), 19)
(('168', '265', '168', '265', '265', '168', '168'), 19)
(('168', '168', '168', '168', '3', '265', '168'), 18)
(('168', '168', '265', '168', '168', '168', '3'), 18)
(('265', '265', '168', '168', '168', '168', '265'), 18)
(('168', '168', '168', '168', '265', '3', '168'), 18)
(('168', '265', '168', '168', '3', '168', '168'), 18)
(('265', '265', '168', '168', '168', '265', '168'), 18)
(('168', '265', '168', '168', '265', '265', '168'), 18)
(('168', '168', '168', '265', '265', '168', '265'), 18)
(('168', '168', '168', '3', '265', '168', '168'), 18)
(('168', '168', '265', '168', '3', '168', '168'), 18)
(('168', '3', '168', '168', '168', '265', '168'), 18)
(('168', '168', '168', '265', '265', '265', '168'), 17)
(('3', '168', '3', '168', '168', '168', '168'), 17)
(('168', '265', '168', '265', '168', '265', '168'), 17)
(('265', '168', '168', '168', '168', '3', '168'), 17)
(('168', '168', '168', '3', '168', '168', '265'), 17)
(('168', '168', '3', '3', '168', '168', '168'), 17)
(('168', '3', '168', '168', '168', '168', '3'), 17)
(('265', '168', '168', '168', '265', '265', '168'), 17)
(('54', '54', '309', '54', '54', '309', '309'), 17)
(('309', '54', '54', '309', '54', '54', '309'), 16)
(('265', '168', '168', '3', '168', '168', '168'), 16)
(('3', '54', '54', '54', '54', '54', '309'), 16)
(('168', '265', '168', '168', '265', '3', '168'), 16)
(('309', '3', '54', '54', '54', '54', '54'), 16)
(('162', '114', '114', '162', '162', '114', '162'), 16)
(('54', '309', '3', '54', '54', '54', '309'), 16)
(('3', '168', '265', '168', '168', '168', '168'), 16)
(('168', '168', '265', '168', '168', '265', '265'), 16)
(('265', '168', '168', '3', '168', '3', '168'), 16)
(('309', '54', '54', '309', '54', '309', '54'), 15)
(('197', '192', '192', '6', '33', '5', '3'), 15)
(('192', '192', '192', '6', '33', '5', '3'), 15)
(('168', '3', '168', '168', '168', '168', '265'), 15)
(('3', '168', '168', '168', '3', '168', '168'), 15)
(('168', '265', '168', '168', '168', '265', '265'), 15)
(('5', '3', '197', '192', '192', '192', '6'), 15)
(('265', '168', '168', '265', '168', '265', '168'), 15)
(('168', '3', '168', '265', '168', '265', '168'), 15)
(('114', '162', '162', '162', '162', '114', '114'), 15)
(('54', '3', '54', '54', '54', '309', '54'), 15)
(('168', '168', '168', '3', '168', '168', '3'), 15)
(('168', '265', '3', '168', '168', '168', '168'), 15)
(('309', '54', '309', '54', '54', '309', '54'), 15)
(('168', '3', '168', '265', '168', '168', '168'), 15)
(('33', '5', '3', '197', '192', '192', '192'), 15)
(('309', '54', '309', '54', '309', '54', '54'), 15)
(('54', '309', '54', '309', '54', '54', '309'), 15)
(('3', '197', '192', '192', '192', '6', '33'), 15)
(('125', '125', '125', '125', '125', '125', '125'), 15)
(('3', '197', '192', '192', '6', '33', '5'), 15)
(('114', '114', '162', '162', '114', '162', '162'), 15)
(('5', '3', '197', '192', '192', '6', '33'), 15)
(('197', '192', '192', '192', '6', '33', '5'), 15)
(('168', '265', '168', '168', '168', '168', '3'), 15)
(('265', '168', '265', '168', '3', '168', '168'), 15)
(('168', '168', '265', '168', '265', '168', '265'), 15)
(('54', '309', '54', '309', '54', '309', '54'), 14)
(('168', '265', '3', '168', '265', '168', '168'), 14)
(('265', '168', '168', '265', '168', '265', '265'), 14)
(('54', '54', '3', '54', '54', '54', '309'), 14)
(('168', '265', '168', '3', '168', '265', '168'), 14)
(('168', '168', '168', '3', '168', '3', '168'), 14)
(('168', '265', '168', '168', '3', '168', '3'), 14)
(('168', '168', '3', '168', '265', '168', '265'), 14)
(('3', '168', '168', '168', '168', '265', '168'), 14)
(('3', '168', '168', '3', '168', '168', '168'), 14)
(('54', '309', '54', '54', '309', '54', '309'), 14)
(('168', '168', '265', '3', '168', '265', '168'), 14)
(('168', '168', '168', '168', '3', '168', '3'), 14)
(('168', '3', '168', '168', '168', '3', '168'), 14)
(('168', '168', '168', '168', '3', '3', '168'), 14)
(('309', '54', '309', '54', '54', '54', '309'), 14)
(('265', '168', '168', '265', '265', '168', '168'), 14)
(('114', '162', '162', '162', '114', '162', '114'), 14)
(('168', '168', '168', '3', '3', '168', '168'), 14)
(('3', '3', '168', '168', '168', '168', '168'), 14)
(('3', '168', '168', '168', '168', '168', '265'), 14)
(('168', '168', '168', '168', '265', '3', '265'), 14)
(('265', '168', '3', '168', '168', '265', '168'), 14)
(('265', '168', '265', '168', '168', '168', '3'), 13)
(('168', '168', '265', '168', '168', '265', '3'), 13)
(('309', '309', '54', '54', '54', '54', '309'), 13)
(('3', '168', '168', '168', '168', '168', '3'), 13)
(('168', '3', '168', '3', '168', '168', '168'), 13)
(('168', '168', '265', '265', '265', '168', '168'), 13)
(('114', '114', '162', '162', '162', '162', '114'), 13)
(('102', '168', '168', '168', '168', '168', '168'), 13)
(('265', '265', '168', '168', '265', '168', '265'), 13)
(('309', '3', '54', '54', '54', '54', '309'), 13)
(('168', '265', '265', '168', '3', '168', '168'), 13)
(('168', '168', '168', '168', '168', '3', '3'), 13)
(('168', '265', '265', '265', '168', '168', '168'), 13)
(('114', '162', '162', '114', '162', '114', '162'), 13)
(('168', '3', '3', '168', '168', '168', '168'), 12)
(('168', '168', '168', '168', '102', '168', '168'), 12)
(('168', '3', '168', '3', '168', '265', '168'), 12)
(('309', '54', '54', '54', '309', '54', '309'), 12)
(('168', '168', '168', '265', '168', '265', '265'), 12)
(('168', '168', '265', '3', '265', '168', '168'), 12)
(('265', '168', '168', '3', '3', '168', '168'), 12)
(('168', '168', '168', '102', '168', '168', '168'), 12)
(('114', '162', '162', '114', '162', '162', '114'), 12)
(('162', '114', '162', '162', '114', '162', '114'), 12)
(('168', '265', '265', '265', '168', '265', '168'), 12)
(('54', '54', '54', '54', '54', '309', '3'), 12)
(('3', '168', '168', '265', '168', '168', '265'), 12)
(('3', '168', '265', '168', '168', '168', '3'), 12)
(('162', '114', '114', '162', '114', '162', '162'), 12)
(('265', '168', '168', '3', '168', '265', '168'), 12)
(('168', '265', '265', '265', '265', '168', '168'), 12)
(('162', '162', '114', '114', '162', '162', '114'), 12)
(('3', '54', '54', '54', '54', '309', '54'), 12)
(('168', '168', '265', '265', '265', '168', '265'), 12)
(('168', '168', '265', '265', '168', '3', '168'), 12)
(('168', '168', '168', '265', '3', '265', '168'), 12)
(('168', '168', '3', '265', '168', '168', '168'), 12)
(('168', '3', '168', '3', '265', '168', '168'), 12)
(('168', '168', '265', '168', '3', '168', '265'), 12)
(('265', '168', '168', '168', '265', '168', '3'), 11)
(('168', '265', '3', '168', '168', '168', '265'), 11)
(('168', '3', '168', '265', '168', '168', '265'), 11)
(('265', '3', '265', '168', '168', '168', '168'), 11)
(('309', '54', '54', '309', '309', '54', '54'), 11)
(('168', '3', '168', '168', '265', '168', '265'), 11)
(('168', '168', '168', '168', '168', '168', '102'), 11)
(('3', '168', '3', '265', '168', '168', '168'), 11)
(('3', '168', '168', '168', '168', '265', '265'), 11)
(('265', '265', '265', '265', '168', '168', '168'), 11)
(('168', '168', '168', '265', '265', '265', '265'), 11)
(('168', '168', '168', '3', '168', '265', '265'), 11)
(('265', '3', '168', '168', '265', '168', '168'), 11)
(('168', '168', '3', '168', '265', '265', '168'), 11)
(('168', '168', '3', '265', '168', '3', '168'), 11)
(('168', '3', '168', '168', '3', '168', '3'), 11)
(('265', '265', '168', '3', '168', '168', '168'), 11)
(('168', '168', '168', '168', '168', '102', '168'), 11)
(('265', '265', '168', '168', '168', '168', '3'), 11)
(('265', '168', '168', '168', '168', '265', '265'), 11)
(('3', '168', '168', '3', '168', '3', '168'), 11)
(('114', '114', '162', '162', '162', '114', '162'), 11)
(('54', '54', '309', '54', '309', '54', '309'), 11)
(('54', '309', '54', '54', '309', '309', '54'), 11)
(('168', '265', '168', '265', '3', '168', '168'), 11)
(('54', '309', '54', '54', '54', '3', '54'), 10)
(('3', '168', '265', '168', '265', '168', '168'), 10)
(('168', '168', '3', '168', '168', '3', '168'), 10)
(('168', '265', '168', '265', '168', '3', '168'), 10)
(('265', '168', '168', '168', '3', '265', '168'), 10)
(('168', '168', '168', '265', '168', '265', '3'), 10)
(('168', '3', '168', '265', '168', '3', '168'), 10)
(('168', '3', '168', '168', '168', '265', '265'), 10)
(('168', '265', '168', '168', '168', '265', '3'), 10)
(('54', '309', '309', '54', '309', '54', '54'), 10)
(('265', '168', '168', '168', '265', '3', '168'), 10)
(('168', '168', '3', '168', '3', '168', '265'), 10)
(('265', '265', '168', '265', '168', '168', '265'), 10)
(('162', '162', '114', '162', '114', '114', '162'), 10)
(('162', '162', '114', '162', '114', '162', '114'), 10)
(('265', '265', '265', '168', '265', '168', '168'), 10)
(('168', '3', '265', '168', '265', '168', '265'), 10)
(('168', '102', '168', '168', '168', '168', '168'), 10)
(('3', '168', '265', '168', '168', '265', '168'), 10)
(('265', '168', '168', '168', '168', '3', '265'), 10)
(('265', '3', '265', '168', '168', '3', '168'), 10)
(('54', '54', '309', '309', '54', '309', '54'), 10)
(('168', '168', '3', '168', '168', '168', '3'), 10)
(('168', '168', '168', '168', '3', '265', '265'), 10)
(('114', '162', '114', '114', '162', '162', '162'), 10)
(('168', '265', '168', '265', '265', '168', '265'), 10)
(('168', '168', '265', '168', '265', '3', '168'), 10)
(('168', '265', '168', '168', '265', '168', '3'), 10)
(('168', '3', '265', '168', '3', '168', '168'), 10)
(('114', '162', '114', '162', '162', '114', '162'), 10)
(('168', '168', '168', '168', '265', '3', '3'), 10)
(('265', '265', '168', '265', '168', '265', '168'), 10)
(('168', '265', '168', '168', '168', '3', '265'), 10)
(('162', '114', '162', '114', '114', '162', '162'), 10)
(('265', '168', '168', '265', '168', '168', '3'), 10)
(('265', '168', '168', '168', '3', '168', '265'), 10)
(('265', '168', '265', '168', '168', '3', '168'), 10)
(('162', '114', '114', '162', '162', '162', '114'), 10)
(('168', '168', '168', '3', '265', '168', '3'), 10)
(('3', '168', '265', '168', '265', '168', '265'), 10)
(('168', '168', '3', '265', '168', '265', '168'), 9)
(('265', '168', '265', '168', '265', '168', '265'), 9)
(('168', '265', '168', '3', '168', '168', '265'), 9)
(('168', '265', '168', '168', '3', '168', '265'), 9)
(('3', '265', '168', '168', '265', '168', '168'), 9)
(('265', '168', '168', '168', '168', '265', '3'), 9)
(('3', '168', '168', '3', '168', '168', '265'), 9)
(('168', '168', '168', '3', '265', '265', '168'), 9)
(('265', '168', '3', '168', '265', '168', '265'), 9)
(('168', '168', '3', '265', '168', '168', '265'), 9)
(('168', '265', '3', '168', '3', '168', '168'), 9)
(('265', '168', '3', '168', '168', '168', '265'), 9)
(('168', '265', '265', '168', '168', '168', '3'), 9)
(('114', '114', '162', '114', '162', '162', '162'), 9)
(('3', '168', '168', '168', '265', '168', '265'), 9)
(('168', '265', '168', '265', '265', '265', '168'), 9)
(('265', '265', '3', '168', '168', '168', '168'), 9)
(('54', '54', '3', '54', '54', '309', '54'), 9)
(('168', '265', '3', '168', '168', '265', '168'), 9)
(('54', '309', '54', '54', '3', '54', '54'), 9)
(('265', '168', '265', '168', '265', '265', '168'), 9)
(('309', '54', '54', '54', '309', '3', '54'), 9)
(('309', '3', '54', '54', '54', '309', '54'), 9)
(('168', '168', '168', '265', '265', '3', '168'), 9)
(('162', '162', '162', '114', '162', '114', '114'), 9)
(('162', '162', '162', '114', '114', '162', '114'), 9)
(('54', '3', '54', '309', '54', '54', '54'), 9)
(('309', '54', '54', '54', '54', '309', '3'), 9)
(('168', '168', '265', '265', '3', '168', '168'), 9)
(('168', '265', '168', '265', '168', '265', '265'), 9)
(('265', '168', '265', '3', '168', '168', '265'), 9)
(('54', '54', '309', '3', '54', '54', '309'), 9)
(('168', '168', '168', '3', '265', '168', '265'), 9)
(('168', '3', '265', '168', '168', '265', '168'), 9)
(('265', '168', '168', '265', '3', '168', '265'), 9)
(('3', '3', '168', '265', '168', '168', '168'), 9)
(('162', '162', '114', '114', '162', '114', '162'), 9)
(('265', '265', '168', '168', '168', '265', '265'), 9)
(('168', '168', '168', '265', '3', '168', '265'), 9)
(('265', '168', '168', '265', '168', '3', '168'), 9)
(('168', '168', '265', '168', '3', '265', '168'), 9)
(('162', '114', '162', '162', '114', '114', '162'), 9)
(('265', '3', '168', '265', '168', '168', '168'), 9)
(('168', '265', '265', '168', '265', '168', '265'), 9)
(('3', '168', '265', '168', '3', '168', '168'), 9)
(('168', '265', '168', '168', '168', '3', '3'), 8)
(('3', '54', '54', '309', '54', '54', '54'), 8)
(('168', '168', '168', '265', '3', '3', '168'), 8)
(('54', '54', '54', '309', '54', '309', '3'), 8)
(('265', '265', '265', '168', '168', '3', '168'), 8)
(('168', '265', '168', '168', '3', '3', '168'), 8)
(('54', '54', '309', '309', '54', '54', '309'), 8)
(('3', '168', '265', '265', '168', '265', '265'), 8)
(('3', '168', '168', '168', '168', '3', '168'), 8)
(('309', '54', '54', '54', '54', '309', '309'), 8)
(('168', '265', '168', '3', '168', '3', '168'), 8)
(('168', '265', '265', '3', '168', '168', '265'), 8)
(('54', '54', '54', '3', '54', '54', '309'), 8)
(('54', '54', '3', '54', '309', '54', '54'), 8)
(('168', '168', '3', '168', '3', '168', '3'), 8)
(('3', '168', '168', '168', '265', '3', '168'), 8)
(('168', '168', '3', '168', '168', '3', '3'), 8)
(('168', '265', '265', '168', '265', '265', '168'), 8)
(('265', '3', '3', '168', '265', '265', '168'), 8)
(('54', '54', '309', '54', '3', '54', '54'), 8)
(('114', '162', '162', '114', '114', '162', '162'), 8)
(('3', '168', '168', '168', '3', '265', '168'), 8)
(('309', '54', '309', '309', '54', '54', '54'), 8)
(('265', '3', '168', '168', '168', '168', '265'), 8)
(('168', '3', '168', '265', '265', '168', '265'), 8)
(('265', '168', '168', '3', '168', '168', '3'), 8)
(('265', '168', '3', '168', '168', '168', '3'), 8)
(('168', '168', '168', '168', '3', '265', '3'), 8)
(('168', '168', '3', '168', '3', '265', '168'), 8)
(('168', '265', '168', '3', '265', '168', '168'), 8)
(('168', '3', '168', '168', '3', '168', '168'), 8)
(('3', '168', '168', '168', '168', '3', '265'), 8)
(('168', '3', '3', '168', '168', '3', '168'), 8)
(('168', '168', '265', '168', '168', '3', '265'), 8)
(('3', '265', '168', '265', '168', '168', '168'), 8)
(('265', '168', '265', '265', '168', '3', '168'), 8)
(('162', '114', '162', '114', '162', '162', '114'), 8)
(('3', '168', '265', '265', '168', '168', '168'), 8)
(('54', '309', '54', '54', '54', '309', '3'), 8)
(('3', '54', '309', '54', '54', '54', '54'), 8)
(('265', '3', '168', '265', '168', '168', '265'), 8)
(('168', '168', '3', '3', '265', '168', '168'), 8)
(('168', '265', '168', '265', '168', '168', '3'), 8)
(('168', '168', '102', '168', '168', '168', '168'), 8)
(('3', '3', '168', '168', '3', '168', '168'), 8)
(('168', '168', '3', '3', '168', '168', '265'), 8)
(('168', '265', '3', '265', '168', '168', '168'), 8)
(('168', '168', '265', '168', '265', '265', '265'), 8)
(('265', '168', '265', '265', '265', '168', '168'), 8)
(('162', '162', '114', '162', '162', '114', '114'), 8)
(('168', '168', '265', '168', '265', '168', '3'), 8)
(('168', '265', '265', '265', '265', '265', '168'), 8)
(('162', '114', '162', '114', '162', '114', '162'), 8)
(('168', '168', '168', '168', '265', '265', '3'), 8)
(('54', '54', '309', '54', '309', '3', '54'), 8)
(('309', '309', '54', '309', '54', '54', '54'), 8)
(('3', '168', '168', '265', '168', '265', '168'), 8)
(('3', '265', '265', '168', '168', '168', '168'), 8)
(('168', '168', '3', '265', '265', '168', '168'), 8)
(('265', '265', '168', '265', '265', '168', '168'), 8)
(('3', '168', '168', '265', '265', '168', '168'), 8)
(('309', '54', '54', '54', '54', '3', '54'), 8)
(('3', '168', '265', '265', '168', '265', '168'), 8)
(('168', '168', '3', '168', '168', '265', '265'), 8)
(('168', '3', '168', '168', '265', '265', '168'), 8)
(('168', '265', '168', '265', '265', '3', '168'), 8)
(('265', '168', '265', '265', '265', '168', '265'), 8)
(('54', '3', '54', '54', '309', '54', '54'), 8)
(('265', '265', '168', '168', '168', '3', '168'), 8)
(('114', '114', '114', '162', '162', '162', '162'), 8)
(('265', '168', '265', '3', '168', '168', '168'), 7)
(('54', '309', '54', '54', '54', '54', '3'), 7)
(('265', '265', '168', '168', '265', '265', '168'), 7)
(('54', '54', '54', '309', '54', '309', '309'), 7)
(('168', '3', '265', '168', '168', '168', '3'), 7)
(('168', '265', '265', '265', '168', '168', '3'), 7)
(('265', '168', '168', '168', '265', '265', '3'), 7)
(('168', '168', '3', '168', '3', '3', '168'), 7)
(('265', '265', '168', '168', '3', '168', '168'), 7)
(('168', '3', '168', '265', '3', '168', '168'), 7)
(('265', '265', '265', '168', '168', '265', '168'), 7)
(('162', '162', '162', '162', '114', '114', '114'), 7)
(('54', '54', '54', '54', '309', '54', '3'), 7)
(('168', '168', '265', '3', '168', '168', '265'), 7)
(('3', '168', '3', '168', '168', '3', '168'), 7)
(('3', '265', '265', '168', '168', '3', '168'), 7)
(('168', '265', '265', '3', '168', '265', '168'), 7)
(('168', '3', '168', '3', '168', '3', '168'), 7)
(('265', '168', '168', '168', '168', '3', '3'), 7)
(('265', '168', '3', '168', '265', '168', '168'), 7)
(('168', '168', '168', '265', '168', '3', '265'), 7)
(('265', '3', '168', '265', '168', '3', '168'), 7)
(('162', '114', '114', '114', '162', '162', '162'), 7)
(('168', '168', '265', '168', '168', '3', '3'), 7)
(('168', '3', '265', '168', '265', '168', '168'), 7)
(('309', '54', '54', '54', '3', '54', '54'), 7)
(('54', '309', '54', '309', '3', '54', '54'), 7)
(('3', '265', '168', '168', '3', '168', '3'), 7)
(('54', '309', '309', '54', '54', '54', '309'), 7)
(('168', '265', '265', '168', '168', '265', '265'), 7)
(('265', '265', '265', '168', '168', '3', '265'), 7)
(('3', '3', '168', '168', '168', '3', '168'), 7)
(('3', '168', '168', '3', '168', '265', '168'), 7)
(('162', '114', '162', '162', '162', '114', '114'), 7)
(('3', '3', '3', '168', '168', '168', '168'), 7)
(('54', '309', '54', '309', '309', '54', '54'), 7)
(('114', '162', '114', '162', '114', '162', '162'), 7)
(('168', '3', '168', '265', '168', '265', '3'), 7)
(('3', '54', '54', '309', '54', '54', '309'), 7)
(('54', '309', '3', '54', '54', '309', '54'), 7)
(('168', '168', '168', '265', '168', '3', '3'), 7)
(('265', '3', '168', '168', '3', '168', '168'), 7)
(('265', '265', '168', '265', '168', '3', '168'), 7)
(('265', '168', '3', '265', '168', '168', '168'), 7)
(('54', '309', '309', '54', '54', '309', '54'), 7)
(('168', '168', '3', '168', '265', '265', '3'), 7)
(('3', '3', '168', '168', '168', '168', '265'), 7)
(('54', '309', '54', '54', '309', '309', '309'), 7)
(('114', '162', '114', '162', '162', '162', '114'), 7)
(('309', '54', '54', '3', '54', '54', '54'), 7)
(('168', '265', '168', '265', '265', '168', '3'), 7)
(('168', '265', '265', '168', '3', '168', '265'), 7)
(('3', '168', '265', '168', '168', '168', '265'), 7)
(('168', '168', '265', '168', '265', '3', '265'), 7)
(('3', '168', '3', '168', '168', '168', '3'), 7)
(('265', '3', '168', '168', '168', '265', '168'), 7)
(('265', '168', '3', '168', '168', '3', '168'), 7)
(('265', '168', '168', '265', '265', '168', '265'), 7)
(('168', '168', '265', '265', '265', '265', '265'), 7)
(('168', '168', '265', '265', '265', '265', '168'), 7)
(('168', '265', '265', '265', '168', '168', '265'), 7)
(('265', '265', '168', '265', '168', '265', '265'), 7)
