(('3', '3', '3'), 24381)
(('240', '196', '240'), 342)
(('3', '45', '45'), 341)
(('142', '3', '3'), 340)
(('42', '120', '6'), 338)
(('192', '3', '197'), 338)
(('168', '4', '168'), 336)
(('102', '78', '168'), 336)
(('42', '221', '221'), 332)
(('5', '197', '197'), 331)
(('3', '195', '195'), 324)
(('195', '3', '6'), 321)
(('5', '195', '195'), 320)
(('3', '197', '3'), 317)
(('142', '4', '142'), 312)
(('5', '221', '197'), 311)
(('3', '142', '4'), 310)
(('3', '3', '142'), 307)
(('221', '6', '221'), 304)
(('252', '252', '252'), 300)
(('102', '102', '3'), 289)
(('265', '102', '102'), 289)
(('197', '197', '192'), 288)
(('102', '265', '168'), 287)
(('6', '6', '195'), 283)
(('265', '265', '168'), 278)
(('33', '195', '5'), 276)
(('3', '6', '6'), 270)
(('195', '3', '195'), 268)
(('168', '265', '102'), 262)
(('45', '45', '3'), 261)
(('6', '6', '168'), 259)
(('168', '42', '221'), 258)
(('3', '168', '102'), 255)
(('168', '168', '3'), 252)
(('102', '6', '6'), 251)
(('140', '3', '3'), 244)
(('192', '6', '125'), 243)
(('175', '120', '175'), 242)
(('197', '192', '140'), 240)
(('4', '140', '4'), 240)
(('308', '3', '4'), 231)
(('5', '54', '140'), 230)
(('168', '3', '102'), 228)
(('192', '6', '5'), 228)
(('3', '195', '3'), 227)
(('120', '6', '3'), 227)
(('102', '6', '102'), 227)
(('3', '54', '54'), 226)
(('168', '102', '78'), 226)
(('3', '3', '195'), 226)
(('4', '168', '42'), 226)
(('3', '168', '168'), 225)
(('168', '102', '6'), 225)
(('4', '4', '7'), 225)
(('168', '146', '3'), 225)
(('265', '3', '265'), 223)
(('168', '265', '78'), 222)
(('221', '221', '168'), 220)
(('140', '4', '140'), 219)
(('309', '3', '54'), 219)
(('196', '240', '240'), 217)
(('168', '168', '146'), 217)
(('5', '5', '6'), 216)
(('54', '54', '309'), 215)
(('6', '5', '5'), 214)
(('6', '168', '4'), 212)
(('5', '221', '6'), 212)
(('4', '265', '265'), 211)
(('6', '6', '5'), 211)
(('4', '7', '308'), 209)
(('54', '309', '3'), 208)
(('7', '308', '3'), 207)
(('102', '102', '265'), 207)
(('3', '6', '33'), 206)
(('54', '140', '3'), 204)
(('6', '192', '243'), 204)
(('6', '5', '6'), 204)
(('311', '240', '240'), 202)
(('175', '3', '175'), 202)
(('78', '240', '265'), 201)
(('3', '102', '168'), 201)
(('6', '221', '63'), 201)
(('140', '6', '195'), 200)
(('102', '3', '168'), 199)
(('6', '102', '102'), 198)
(('45', '5', '197'), 198)
(('192', '125', '192'), 198)
(('175', '175', '3'), 198)
(('174', '174', '175'), 197)
(('33', '195', '33'), 197)
(('265', '78', '78'), 196)
(('195', '33', '195'), 196)
(('168', '54', '102'), 192)
(('265', '102', '265'), 191)
(('175', '175', '120'), 191)
(('146', '168', '146'), 191)
(('195', '5', '54'), 191)
(('196', '240', '78'), 189)
(('6', '6', '3'), 188)
(('5', '5', '3'), 187)
(('265', '168', '102'), 186)
(('78', '4', '78'), 185)
(('78', '240', '240'), 181)
(('265', '168', '168'), 181)
(('54', '102', '6'), 180)
(('5', '6', '6'), 179)
(('6', '195', '3'), 177)
(('91', '91', '91'), 176)
(('6', '192', '192'), 176)
(('195', '196', '196'), 175)
(('3', '19', '3'), 174)
(('175', '174', '175'), 174)
(('120', '175', '175'), 174)
(('45', '3', '45'), 171)
(('3', '265', '3'), 171)
(('3', '195', '5'), 171)
(('168', '265', '168'), 170)
(('19', '3', '19'), 169)
(('192', '6', '91'), 168)
(('6', '33', '195'), 167)
(('91', '6', '195'), 166)
(('45', '3', '6'), 166)
(('6', '125', '125'), 165)
(('197', '192', '125'), 165)
(('3', '3', '19'), 161)
(('265', '221', '221'), 159)
(('195', '6', '195'), 159)
(('19', '3', '3'), 159)
(('3', '3', '102'), 158)
(('3', '175', '175'), 158)
(('240', '174', '174'), 157)
(('174', '175', '191'), 157)
(('3', '3', '5'), 157)
(('102', '221', '221'), 157)
(('240', '240', '174'), 156)
(('4', '175', '175'), 156)
(('258', '311', '240'), 156)
(('5', '6', '5'), 156)
(('175', '191', '122'), 156)
(('221', '221', '265'), 154)
(('120', '6', '6'), 154)
(('45', '45', '5'), 154)
(('45', '45', '91'), 154)
(('221', '265', '265'), 154)
(('146', '168', '168'), 153)
(('102', '168', '54'), 153)
(('102', '168', '3'), 152)
(('6', '63', '6'), 152)
(('91', '258', '311'), 151)
(('125', '91', '258'), 151)
(('3', '19', '19'), 151)
(('196', '196', '195'), 149)
(('4', '240', '240'), 148)
(('91', '195', '195'), 148)
(('5', '220', '5'), 148)
(('19', '19', '3'), 147)
(('5', '221', '221'), 146)
(('4', '6', '91'), 146)
(('140', '197', '192'), 145)
(('168', '240', '3'), 144)
(('195', '195', '196'), 143)
(('13', '13', '13'), 141)
(('168', '3', '265'), 141)
(('125', '192', '6'), 141)
(('192', '192', '243'), 141)
(('45', '195', '195'), 139)
(('240', '78', '78'), 138)
(('4', '168', '168'), 138)
(('195', '5', '6'), 136)
(('6', '11', '45'), 136)
(('91', '6', '6'), 136)
(('195', '195', '6'), 135)
(('175', '4', '175'), 135)
(('221', '63', '6'), 133)
(('6', '174', '174'), 133)
(('3', '265', '265'), 132)
(('265', '168', '146'), 131)
(('19', '19', '19'), 130)
(('221', '142', '4'), 130)
(('4', '78', '4'), 130)
(('140', '140', '3'), 130)
(('33', '33', '3'), 129)
(('3', '33', '33'), 129)
(('7', '142', '7'), 128)
(('221', '221', '142'), 128)
(('78', '240', '196'), 128)
(('102', '6', '265'), 128)
(('197', '192', '4'), 127)
(('3', '3', '78'), 126)
(('3', '3', '140'), 126)
(('33', '33', '5'), 125)
(('6', '265', '78'), 124)
(('219', '219', '219'), 124)
(('140', '6', '3'), 123)
(('265', '240', '78'), 123)
(('175', '175', '45'), 122)
(('140', '91', '6'), 121)
(('175', '195', '175'), 121)
(('240', '3', '240'), 121)
(('192', '140', '91'), 120)
(('301', '301', '301'), 120)
(('3', '240', '240'), 119)
(('220', '6', '5'), 119)
(('11', '11', '11'), 118)
(('140', '140', '140'), 118)
(('102', '265', '102'), 117)
(('102', '102', '13'), 117)
(('13', '102', '102'), 117)
(('6', '5', '221'), 117)
(('3', '175', '4'), 116)
(('146', '3', '3'), 116)
(('6', '91', '33'), 116)
(('102', '13', '102'), 116)
(('54', '140', '197'), 116)
(('13', '195', '195'), 116)
(('180', '125', '180'), 115)
(('125', '91', '5'), 115)
(('45', '91', '195'), 115)
(('5', '5', '91'), 115)
(('91', '45', '45'), 114)
(('5', '220', '220'), 114)
(('168', '3', '4'), 114)
(('197', '140', '3'), 114)
(('102', '102', '78'), 113)
(('125', '91', '45'), 113)
(('45', '175', '175'), 113)
(('6', '45', '45'), 112)
(('4', '221', '221'), 112)
(('195', '195', '140'), 112)
(('195', '3', '140'), 111)
(('5', '5', '220'), 110)
(('142', '4', '221'), 110)
(('3', '102', '3'), 109)
(('265', '265', '240'), 109)
(('78', '265', '265'), 109)
(('240', '265', '221'), 109)
(('195', '120', '114'), 109)
(('168', '168', '265'), 108)
(('3', '176', '162'), 108)
(('176', '162', '3'), 107)
(('78', '168', '146'), 107)
(('220', '5', '220'), 107)
(('63', '6', '63'), 107)
(('192', '125', '125'), 106)
(('6', '195', '6'), 106)
(('120', '114', '120'), 105)
(('221', '3', '3'), 105)
(('240', '240', '102'), 105)
(('120', '114', '63'), 104)
(('175', '175', '195'), 104)
(('220', '5', '5'), 103)
(('45', '45', '175'), 103)
(('125', '180', '125'), 103)
(('265', '78', '168'), 101)
(('162', '3', '176'), 101)
(('195', '3', '45'), 100)
(('175', '175', '5'), 100)
(('102', '3', '265'), 99)
(('195', '140', '140'), 99)
(('221', '168', '3'), 99)
(('220', '220', '6'), 99)
(('220', '195', '195'), 99)
(('175', '5', '175'), 98)
(('78', '3', '3'), 98)
(('195', '6', '6'), 98)
(('220', '220', '220'), 98)
(('221', '221', '33'), 97)
(('27', '174', '27'), 97)
(('63', '6', '221'), 97)
(('91', '5', '221'), 97)
(('102', '6', '195'), 97)
(('142', '7', '142'), 97)
(('3', '78', '3'), 96)
(('195', '102', '102'), 96)
(('91', '5', '5'), 96)
(('3', '6', '45'), 96)
(('78', '265', '102'), 95)
(('5', '6', '195'), 95)
(('265', '78', '265'), 95)
(('195', '195', '120'), 95)
(('196', '195', '195'), 94)
(('197', '197', '197'), 93)
(('174', '175', '162'), 93)
(('78', '180', '180'), 93)
(('102', '3', '3'), 92)
(('3', '5', '3'), 92)
(('78', '196', '78'), 92)
(('195', '13', '195'), 92)
(('5', '63', '6'), 91)
(('63', '6', '11'), 91)
(('91', '33', '33'), 91)
(('91', '195', '102'), 90)
(('162', '195', '13'), 90)
(('13', '175', '174'), 90)
(('140', '3', '6'), 90)
(('265', '265', '4'), 90)
(('5', '140', '197'), 90)
(('240', '102', '168'), 88)
(('195', '13', '175'), 88)
(('45', '6', '5'), 88)
(('4', '78', '78'), 87)
(('195', '195', '13'), 87)
(('195', '175', '175'), 87)
(('175', '45', '45'), 87)
(('192', '3', '140'), 86)
(('146', '3', '168'), 86)
(('175', '45', '175'), 86)
(('3', '5', '5'), 85)
(('114', '120', '114'), 85)
(('5', '3', '5'), 85)
(('175', '162', '195'), 85)
(('168', '7', '3'), 84)
(('195', '195', '4'), 84)
(('33', '33', '195'), 84)
(('192', '4', '4'), 84)
(('102', '6', '5'), 83)
(('196', '78', '240'), 83)
(('91', '6', '5'), 83)
(('265', '265', '140'), 83)
(('114', '42', '120'), 83)
(('5', '6', '91'), 83)
(('265', '3', '3'), 82)
(('5', '91', '195'), 81)
(('33', '3', '33'), 81)
(('3', '3', '33'), 81)
(('240', '240', '4'), 81)
(('192', '6', '45'), 81)
(('85', '85', '85'), 81)
(('4', '168', '4'), 81)
(('3', '45', '6'), 80)
(('5', '6', '3'), 80)
(('195', '6', '91'), 79)
(('140', '197', '221'), 79)
(('140', '4', '265'), 79)
(('175', '7', '175'), 79)
(('180', '180', '78'), 78)
(('196', '78', '196'), 78)
(('6', '221', '6'), 78)
(('91', '91', '5'), 78)
(('196', '195', '196'), 77)
(('78', '5', '197'), 77)
(('192', '140', '3'), 77)
(('168', '168', '4'), 77)
(('3', '3', '175'), 77)
(('6', '3', '45'), 77)
(('3', '6', '114'), 77)
(('7', '175', '175'), 76)
(('4', '3', '168'), 76)
(('6', '5', '220'), 76)
(('78', '78', '168'), 76)
(('158', '158', '158'), 76)
(('265', '140', '4'), 76)
(('192', '192', '125'), 76)
(('168', '265', '265'), 75)
(('220', '220', '5'), 75)
(('174', '174', '3'), 75)
(('4', '4', '168'), 75)
(('63', '6', '5'), 74)
(('5', '221', '220'), 74)
(('140', '3', '221'), 74)
(('6', '3', '195'), 74)
(('265', '265', '78'), 73)
(('265', '256', '265'), 73)
(('33', '3', '3'), 73)
(('5', '192', '6'), 73)
(('6', '91', '38'), 73)
(('114', '63', '6'), 72)
(('221', '221', '197'), 71)
(('175', '175', '42'), 71)
(('3', '6', '54'), 71)
(('7', '175', '7'), 71)
(('5', '195', '3'), 71)
(('168', '102', '4'), 70)
(('168', '146', '146'), 70)
(('3', '168', '7'), 70)
(('174', '11', '45'), 70)
(('6', '33', '33'), 70)
(('221', '168', '102'), 70)
(('91', '195', '3'), 70)
(('175', '7', '119'), 69)
(('120', '114', '195'), 69)
(('4', '168', '102'), 69)
(('265', '309', '265'), 68)
(('6', '221', '221'), 68)
(('221', '221', '102'), 68)
(('102', '168', '240'), 68)
(('175', '175', '174'), 68)
(('78', '168', '78'), 68)
(('33', '197', '140'), 68)
(('54', '140', '54'), 68)
(('240', '240', '6'), 68)
(('221', '33', '197'), 68)
(('6', '42', '120'), 68)
(('256', '265', '265'), 67)
(('6', '221', '3'), 67)
(('3', '5', '221'), 67)
(('175', '174', '174'), 67)
(('240', '240', '180'), 67)
(('78', '142', '78'), 66)
(('265', '265', '256'), 66)
(('180', '240', '240'), 66)
(('140', '54', '140'), 66)
(('91', '6', '91'), 66)
(('240', '180', '180'), 66)
(('5', '91', '91'), 66)
(('4', '4', '140'), 66)
(('78', '175', '175'), 65)
(('180', '180', '240'), 65)
(('6', '102', '221'), 65)
(('3', '6', '78'), 65)
(('265', '265', '3'), 65)
(('175', '5', '195'), 64)
(('3', '102', '102'), 64)
(('6', '5', '63'), 64)
(('3', '78', '78'), 64)
(('331', '4', '265'), 64)
(('120', '3', '3'), 64)
(('240', '265', '265'), 64)
(('118', '6', '5'), 63)
(('174', '27', '221'), 63)
(('4', '4', '6'), 63)
(('7', '3', '168'), 63)
(('3', '3', '192'), 63)
(('168', '102', '265'), 62)
(('91', '5', '91'), 62)
(('240', '4', '240'), 62)
(('195', '220', '195'), 62)
(('195', '196', '195'), 62)
(('146', '146', '168'), 62)
(('174', '174', '11'), 61)
(('195', '175', '5'), 61)
(('195', '195', '220'), 61)
(('140', '3', '197'), 61)
(('268', '45', '45'), 61)
(('5', '175', '175'), 61)
(('5', '3', '195'), 61)
(('195', '4', '4'), 60)
(('265', '265', '221'), 60)
(('5', '195', '6'), 60)
(('196', '195', '5'), 60)
(('6', '91', '3'), 60)
(('5', '118', '6'), 60)
(('4', '168', '3'), 60)
(('197', '33', '197'), 60)
(('4', '78', '265'), 60)
(('168', '265', '3'), 60)
(('6', '175', '174'), 60)
(('7', '3', '3'), 60)
(('221', '27', '174'), 60)
(('3', '168', '265'), 59)
(('195', '201', '202'), 59)
(('175', '5', '221'), 59)
(('265', '102', '168'), 59)
(('221', '221', '4'), 59)
(('54', '140', '221'), 59)
(('5', '197', '220'), 59)
(('6', '168', '168'), 59)
(('78', '240', '78'), 58)
(('192', '5', '197'), 58)
(('168', '168', '42'), 58)
(('85', '195', '85'), 58)
(('220', '221', '221'), 58)
(('42', '120', '3'), 58)
(('175', '175', '4'), 58)
(('175', '175', '7'), 58)
(('201', '202', '199'), 57)
(('6', '5', '195'), 57)
(('54', '3', '3'), 57)
(('5', '33', '33'), 57)
(('7', '174', '174'), 57)
(('102', '102', '4'), 57)
(('3', '3', '7'), 57)
(('168', '102', '3'), 57)
(('202', '199', '200'), 57)
(('199', '200', '33'), 57)
(('45', '45', '64'), 56)
(('4', '195', '195'), 56)
(('4', '4', '265'), 56)
(('6', '240', '240'), 56)
(('6', '45', '195'), 56)
(('175', '42', '120'), 55)
(('174', '175', '175'), 55)
(('195', '85', '195'), 55)
(('240', '240', '168'), 55)
(('120', '6', '221'), 55)
(('3', '4', '168'), 55)
(('6', '221', '174'), 55)
(('6', '91', '192'), 55)
(('102', '4', '168'), 54)
(('146', '146', '146'), 54)
(('33', '6', '33'), 54)
(('122', '268', '45'), 54)
(('118', '6', '91'), 54)
(('174', '45', '45'), 54)
(('195', '197', '195'), 54)
(('5', '45', '45'), 54)
(('168', '78', '102'), 54)
(('3', '195', '6'), 54)
(('6', '33', '6'), 54)
(('174', '174', '195'), 54)
(('3', '4', '6'), 53)
(('195', '45', '3'), 53)
(('140', '140', '195'), 53)
(('221', '221', '220'), 53)
(('168', '3', '6'), 53)
(('5', '91', '5'), 53)
(('5', '197', '6'), 52)
(('195', '195', '45'), 52)
(('140', '3', '195'), 52)
(('5', '4', '4'), 52)
(('63', '120', '114'), 52)
(('125', '192', '192'), 52)
(('195', '6', '5'), 52)
(('78', '78', '240'), 52)
(('6', '54', '140'), 52)
(('6', '192', '6'), 52)
(('3', '146', '168'), 52)
(('120', '175', '3'), 52)
(('5', '5', '192'), 52)
(('221', '221', '63'), 52)
(('7', '119', '174'), 52)
(('3', '5', '197'), 51)
(('5', '221', '140'), 51)
(('4', '4', '118'), 51)
(('191', '122', '268'), 51)
(('3', '6', '7'), 51)
(('42', '42', '120'), 51)
(('4', '5', '197'), 51)
(('142', '7', '7'), 51)
(('120', '114', '5'), 51)
(('168', '4', '3'), 51)
(('140', '221', '221'), 51)
(('45', '3', '140'), 50)
(('4', '118', '6'), 50)
(('33', '33', '6'), 50)
(('5', '120', '114'), 50)
(('195', '3', '5'), 50)
(('33', '5', '33'), 50)
(('45', '45', '195'), 50)
(('221', '221', '199'), 50)
(('78', '265', '3'), 49)
(('201', '45', '45'), 49)
(('180', '180', '125'), 49)
(('196', '196', '3'), 49)
(('6', '78', '78'), 49)
(('7', '7', '142'), 49)
(('4', '63', '6'), 49)
(('11', '11', '45'), 49)
(('142', '7', '3'), 48)
(('265', '240', '265'), 48)
(('196', '78', '78'), 48)
(('102', '102', '221'), 48)
(('3', '197', '33'), 48)
(('33', '5', '5'), 48)
(('4', '265', '4'), 48)
(('195', '91', '195'), 48)
(('6', '6', '78'), 48)
(('221', '220', '6'), 48)
(('125', '91', '20'), 48)
(('197', '195', '195'), 48)
(('192', '6', '6'), 47)
(('78', '78', '5'), 47)
(('20', '174', '201'), 47)
(('91', '20', '174'), 47)
(('78', '195', '195'), 47)
(('195', '195', '201'), 47)
(('140', '195', '195'), 47)
(('221', '174', '174'), 47)
(('174', '201', '45'), 47)
(('122', '45', '45'), 47)
(('27', '221', '3'), 47)
(('221', '3', '221'), 46)
(('221', '199', '102'), 46)
(('3', '6', '174'), 46)
(('33', '33', '192'), 46)
(('120', '175', '174'), 46)
(('5', '141', '141'), 46)
(('174', '174', '7'), 46)
(('221', '221', '120'), 46)
(('6', '120', '114'), 46)
(('91', '195', '6'), 46)
(('3', '4', '265'), 45)
(('78', '33', '33'), 45)
(('5', '220', '221'), 45)
(('125', '3', '3'), 45)
(('5', '33', '5'), 45)
(('7', '3', '4'), 45)
(('199', '102', '6'), 45)
(('3', '3', '197'), 45)
(('6', '5', '4'), 45)
(('33', '197', '221'), 44)
(('5', '3', '45'), 44)
(('221', '220', '220'), 44)
(('197', '45', '3'), 44)
(('3', '120', '6'), 44)
(('6', '91', '4'), 44)
(('3', '192', '3'), 44)
(('197', '6', '6'), 44)
(('265', '4', '265'), 44)
(('6', '5', '140'), 44)
(('195', '5', '220'), 44)
(('102', '168', '265'), 44)
(('6', '91', '197'), 44)
(('174', '7', '174'), 44)
(('141', '141', '6'), 44)
(('140', '3', '265'), 43)
(('175', '54', '175'), 43)
(('3', '6', '42'), 43)
(('3', '221', '27'), 43)
(('195', '4', '195'), 43)
(('102', '78', '78'), 43)
(('45', '140', '140'), 43)
(('78', '4', '5'), 43)
(('195', '195', '197'), 43)
(('45', '6', '91'), 43)
(('3', '5', '6'), 43)
(('91', '38', '5'), 43)
(('3', '196', '196'), 43)
(('125', '180', '180'), 43)
(('102', '168', '4'), 43)
(('38', '5', '118'), 43)
(('119', '174', '175'), 43)
(('6', '6', '91'), 42)
(('42', '54', '140'), 42)
(('3', '7', '175'), 42)
(('221', '120', '6'), 42)
(('221', '140', '197'), 42)
(('6', '140', '140'), 42)
(('200', '33', '195'), 42)
(('142', '142', '7'), 42)
(('3', '45', '195'), 42)
(('114', '5', '120'), 42)
(('252', '1', '1'), 41)
(('195', '5', '141'), 41)
(('3', '78', '142'), 41)
(('174', '6', '6'), 41)
(('142', '78', '3'), 41)
(('6', '91', '240'), 41)
(('1', '1', '252'), 41)
(('221', '221', '42'), 41)
(('265', '140', '3'), 41)
(('140', '3', '78'), 41)
(('120', '6', '120'), 41)
(('6', '125', '3'), 41)
(('140', '4', '6'), 40)
(('6', '5', '192'), 40)
(('3', '175', '5'), 40)
(('168', '42', '168'), 40)
(('175', '3', '3'), 40)
(('3', '6', '175'), 40)
(('192', '3', '195'), 40)
(('240', '240', '5'), 40)
(('5', '195', '175'), 40)
(('174', '7', '175'), 40)
(('168', '4', '4'), 40)
(('174', '174', '221'), 40)
(('6', '6', '192'), 40)
(('168', '119', '168'), 40)
(('6', '91', '45'), 39)
(('195', '195', '54'), 39)
(('45', '45', '192'), 39)
(('3', '45', '140'), 39)
(('102', '265', '309'), 39)
(('3', '168', '4'), 39)
(('160', '159', '120'), 39)
(('91', '5', '3'), 39)
(('5', '192', '5'), 39)
(('120', '175', '7'), 39)
(('120', '120', '114'), 39)
(('91', '3', '6'), 39)
(('4', '4', '5'), 39)
(('6', '4', '168'), 39)
(('195', '195', '91'), 38)
(('265', '4', '4'), 38)
(('78', '196', '240'), 38)
(('91', '78', '4'), 38)
(('195', '6', '3'), 38)
(('3', '3', '91'), 38)
(('265', '168', '4'), 38)
(('3', '78', '168'), 38)
(('175', '174', '7'), 38)
(('140', '6', '91'), 38)
(('5', '5', '4'), 38)
(('120', '6', '174'), 38)
(('85', '195', '195'), 38)
(('102', '4', '4'), 38)
(('175', '42', '175'), 38)
(('3', '42', '120'), 38)
(('102', '240', '240'), 38)
(('33', '195', '196'), 38)
(('45', '45', '4'), 38)
(('102', '3', '102'), 38)
(('196', '3', '196'), 38)
(('3', '4', '140'), 38)
(('120', '114', '4'), 38)
(('45', '168', '146'), 38)
(('197', '3', '45'), 37)
(('195', '175', '195'), 37)
(('6', '91', '91'), 37)
(('6', '120', '6'), 37)
(('119', '168', '119'), 37)
(('3', '7', '7'), 37)
(('174', '221', '221'), 37)
(('146', '3', '265'), 37)
(('19', '196', '196'), 37)
(('4', '5', '221'), 37)
(('45', '64', '195'), 37)
(('4', '5', '5'), 37)
(('195', '174', '174'), 37)
(('265', '221', '265'), 37)
(('33', '195', '195'), 37)
(('6', '197', '6'), 36)
(('3', '5', '195'), 36)
(('195', '42', '120'), 36)
(('78', '78', '4'), 36)
(('3', '3', '54'), 36)
(('114', '195', '120'), 36)
(('174', '175', '174'), 36)
(('120', '3', '6'), 36)
(('13', '5', '197'), 36)
(('142', '3', '142'), 36)
(('221', '221', '11'), 36)
(('64', '195', '195'), 36)
(('6', '6', '33'), 36)
(('195', '5', '192'), 36)
(('191', '122', '45'), 36)
(('33', '5', '192'), 35)
(('5', '5', '33'), 35)
(('220', '6', '195'), 35)
(('3', '140', '6'), 35)
(('6', '4', '4'), 35)
(('33', '3', '6'), 35)
(('221', '221', '6'), 35)
(('180', '125', '125'), 35)
(('3', '142', '3'), 35)
(('6', '3', '5'), 35)
(('180', '180', '45'), 35)
(('265', '78', '4'), 35)
(('175', '4', '142'), 35)
(('42', '120', '175'), 35)
(('192', '3', '45'), 35)
(('197', '197', '85'), 35)
(('78', '168', '3'), 35)
(('3', '33', '3'), 35)
(('221', '240', '240'), 35)
(('6', '91', '201'), 35)
(('5', '192', '192'), 35)
(('5', '4', '5'), 35)
(('114', '195', '195'), 35)
(('240', '78', '196'), 35)
(('240', '242', '78'), 35)
(('33', '33', '4'), 35)
(('45', '180', '180'), 34)
(('5', '5', '45'), 34)
(('240', '265', '102'), 34)
(('242', '78', '240'), 34)
(('5', '6', '192'), 34)
(('192', '45', '45'), 34)
(('221', '221', '240'), 34)
(('102', '265', '265'), 34)
(('3', '197', '6'), 34)
(('252', '252', '1'), 34)
(('240', '240', '242'), 34)
(('3', '4', '175'), 34)
(('180', '45', '180'), 34)
(('13', '195', '4'), 34)
(('125', '125', '180'), 34)
(('221', '11', '45'), 34)
(('191', '122', '174'), 34)
(('140', '195', '3'), 34)
(('45', '3', '195'), 34)
(('78', '140', '3'), 34)
(('174', '27', '174'), 34)
(('197', '5', '5'), 34)
(('45', '91', '6'), 34)
(('1', '252', '252'), 33)
(('4', '140', '140'), 33)
(('221', '63', '195'), 33)
(('142', '4', '6'), 33)
(('195', '33', '33'), 33)
(('6', '114', '42'), 33)
(('120', '6', '7'), 33)
(('3', '45', '5'), 33)
(('3', '6', '4'), 33)
(('240', '240', '33'), 33)
(('102', '4', '3'), 33)
(('195', '5', '4'), 33)
(('5', '220', '195'), 33)
(('6', '221', '197'), 33)
(('63', '6', '195'), 32)
(('120', '114', '114'), 32)
(('196', '19', '196'), 32)
(('240', '78', '242'), 32)
(('175', '174', '6'), 32)
(('175', '54', '54'), 32)
(('240', '5', '197'), 32)
(('45', '45', '6'), 32)
(('180', '78', '180'), 32)
(('78', '242', '240'), 32)
(('33', '5', '6'), 32)
(('221', '42', '221'), 32)
(('5', '3', '33'), 32)
(('172', '172', '172'), 32)
(('54', '54', '175'), 32)
(('91', '3', '3'), 32)
(('63', '6', '6'), 32)
(('33', '192', '6'), 32)
(('3', '192', '6'), 32)
