(('3', '3', '3', '3', '3', '3', '3'), 18000)
(('195', '5', '197', '192', '3', '3', '6'), 150)
(('4', '4', '3', '4', '3', '4', '3'), 149)
(('3', '4', '3', '4', '4', '4', '4'), 149)
(('195', '5', '3', '3', '6', '33', '195'), 148)
(('5', '3', '3', '6', '33', '195', '5'), 147)
(('3', '4', '3', '4', '3', '4', '4'), 146)
(('6', '33', '195', '5', '3', '3', '6'), 145)
(('4', '140', '4', '140', '4', '140', '4'), 144)
(('168', '168', '102', '102', '168', '168', '102'), 142)
(('192', '192', '243', '125', '125', '125', '125'), 140)
(('4', '4', '4', '4', '3', '4', '3'), 139)
(('3', '6', '195', '195', '195', '195', '195'), 137)
(('3', '3', '6', '91', '195', '5', '5'), 136)
(('3', '3', '3', '6', '91', '195', '5'), 136)
(('192', '6', '192', '192', '243', '125', '125'), 131)
(('6', '192', '192', '243', '125', '125', '125'), 131)
(('265', '3', '265', '168', '3', '3', '265'), 130)
(('3', '3', '3', '3', '3', '3', '4'), 125)
(('102', '78', '168', '102', '78', '168', '102'), 124)
(('125', '192', '6', '33', '5', '3', '197'), 123)
(('192', '125', '192', '6', '33', '5', '3'), 123)
(('192', '192', '6', '192', '192', '243', '125'), 123)
(('140', '3', '140', '3', '140', '3', '140'), 122)
(('78', '168', '102', '78', '168', '102', '78'), 120)
(('6', '11', '45', '33', '192', '33', '5'), 120)
(('5', '3', '197', '192', '192', '192', '192'), 119)
(('3', '197', '192', '192', '192', '192', '6'), 119)
(('195', '5', '3', '6', '5', '3', '6'), 119)
(('3', '140', '3', '140', '3', '140', '3'), 118)
(('5', '3', '6', '5', '3', '6', '195'), 118)
(('168', '3', '3', '168', '146', '168', '3'), 116)
(('5', '3', '6', '195', '5', '3', '6'), 116)
(('6', '5', '3', '6', '195', '5', '3'), 116)
(('3', '6', '195', '5', '3', '6', '5'), 115)
(('3', '6', '5', '3', '6', '195', '5'), 115)
(('6', '195', '5', '3', '6', '5', '3'), 115)
(('5', '3', '197', '192', '125', '192', '6'), 115)
(('3', '3', '4', '4', '4', '4', '4'), 113)
(('168', '102', '78', '168', '102', '78', '168'), 113)
(('195', '195', '195', '195', '195', '5', '54'), 111)
(('91', '5', '197', '192', '3', '6', '91'), 110)
(('54', '54', '54', '54', '54', '54', '54'), 110)
(('240', '196', '78', '265', '240', '240', '196'), 109)
(('6', '91', '5', '197', '192', '3', '6'), 109)
(('195', '195', '195', '195', '195', '195', '3'), 108)
(('219', '219', '219', '219', '219', '219', '219'), 108)
(('5', '5', '195', '5', '5', '5', '197'), 107)
(('4', '3', '3', '3', '3', '3', '3'), 105)
(('195', '195', '195', '195', '5', '54', '140'), 105)
(('5', '195', '5', '5', '5', '197', '5'), 105)
(('195', '195', '195', '5', '5', '5', '5'), 103)
(('102', '102', '102', '13', '102', '102', '102'), 103)
(('3', '197', '192', '125', '192', '6', '33'), 103)
(('197', '192', '125', '192', '6', '33', '5'), 103)
(('45', '91', '195', '5', '221', '197', '192'), 103)
(('102', '168', '102', '168', '102', '6', '6'), 102)
(('102', '102', '13', '102', '102', '102', '102'), 102)
(('102', '13', '102', '102', '102', '102', '6'), 102)
(('197', '3', '3', '3', '6', '91', '195'), 102)
(('6', '192', '243', '125', '125', '125', '125'), 101)
(('3', '265', '168', '3', '3', '265', '168'), 101)
(('6', '5', '197', '192', '3', '3', '6'), 100)
(('6', '192', '243', '125', '125', '125', '91'), 99)
(('168', '146', '168', '3', '3', '3', '3'), 99)
(('195', '5', '5', '5', '5', '195', '195'), 99)
(('3', '176', '162', '3', '176', '162', '3'), 98)
(('195', '195', '195', '5', '54', '140', '3'), 98)
(('91', '5', '197', '192', '6', '33', '5'), 98)
(('175', '175', '3', '175', '4', '175', '175'), 98)
(('265', '240', '240', '196', '78', '265', '240'), 98)
(('5', '5', '5', '5', '195', '195', '195'), 97)
(('5', '197', '192', '3', '3', '3', '3'), 96)
(('6', '91', '195', '5', '5', '5', '197'), 96)
(('162', '3', '176', '162', '3', '176', '162'), 95)
(('13', '13', '13', '13', '13', '13', '13'), 95)
(('221', '142', '4', '221', '221', '221', '142'), 95)
(('142', '4', '221', '221', '221', '142', '4'), 95)
(('221', '221', '142', '4', '221', '221', '221'), 95)
(('4', '221', '221', '221', '142', '4', '221'), 95)
(('176', '162', '3', '176', '162', '3', '176'), 95)
(('195', '195', '5', '5', '5', '5', '195'), 94)
(('6', '195', '5', '197', '192', '3', '3'), 94)
(('3', '265', '3', '265', '168', '3', '3'), 94)
(('3', '3', '265', '3', '265', '168', '3'), 94)
(('175', '3', '175', '4', '175', '175', '3'), 93)
(('197', '192', '192', '192', '6', '192', '192'), 93)
(('175', '4', '175', '175', '3', '175', '4'), 93)
(('3', '4', '4', '4', '3', '4', '3'), 93)
(('4', '175', '175', '3', '175', '4', '175'), 93)
(('192', '192', '192', '6', '192', '192', '243'), 93)
(('3', '195', '195', '195', '195', '195', '195'), 92)
(('4', '4', '4', '4', '4', '3', '3'), 92)
(('168', '102', '102', '3', '168', '3', '168'), 92)
(('3', '4', '4', '3', '4', '4', '3'), 91)
(('221', '221', '221', '142', '4', '221', '221'), 91)
(('91', '195', '5', '5', '5', '197', '5'), 90)
(('192', '192', '6', '125', '125', '91', '5'), 90)
(('4', '3', '3', '4', '4', '4', '4'), 89)
(('45', '45', '91', '195', '5', '221', '197'), 89)
(('3', '3', '6', '195', '195', '195', '195'), 89)
(('221', '221', '221', '221', '221', '168', '3'), 89)
(('192', '3', '3', '6', '91', '195', '102'), 89)
(('195', '195', '5', '197', '3', '6', '195'), 89)
(('33', '195', '33', '195', '33', '195', '33'), 89)
(('195', '5', '197', '3', '6', '195', '195'), 89)
(('6', '195', '5', '5', '5', '5', '195'), 88)
(('102', '6', '195', '5', '197', '192', '3'), 88)
(('195', '195', '195', '13', '175', '174', '175'), 87)
(('195', '195', '195', '195', '13', '175', '174'), 87)
(('3', '6', '195', '195', '5', '197', '3'), 87)
(('197', '3', '6', '195', '195', '5', '197'), 87)
(('5', '197', '3', '6', '195', '195', '5'), 87)
(('6', '195', '5', '5', '5', '197', '5'), 87)
(('195', '33', '195', '33', '195', '33', '195'), 87)
(('162', '195', '13', '195', '195', '195', '195'), 87)
(('6', '195', '195', '5', '197', '3', '6'), 87)
(('3', '175', '4', '175', '175', '3', '175'), 87)
(('5', '197', '197', '192', '3', '3', '3'), 87)
(('221', '221', '221', '221', '168', '3', '102'), 86)
(('168', '3', '3', '265', '168', '146', '168'), 86)
(('265', '102', '102', '102', '13', '102', '102'), 86)
(('5', '5', '5', '195', '195', '195', '5'), 86)
(('5', '5', '195', '195', '195', '5', '5'), 86)
(('5', '195', '195', '195', '5', '5', '5'), 86)
(('240', '240', '78', '265', '240', '240', '240'), 86)
(('195', '13', '195', '195', '195', '195', '13'), 85)
(('13', '175', '174', '175', '162', '195', '13'), 85)
(('13', '195', '195', '195', '195', '13', '175'), 85)
(('4', '4', '4', '4', '3', '3', '4'), 85)
(('195', '195', '13', '175', '174', '175', '162'), 85)
(('265', '168', '3', '3', '265', '168', '146'), 85)
(('3', '3', '6', '91', '195', '102', '102'), 85)
(('3', '3', '265', '168', '146', '168', '3'), 85)
(('5', '197', '192', '3', '6', '91', '195'), 84)
(('195', '13', '175', '174', '175', '162', '195'), 83)
(('78', '180', '180', '180', '180', '180', '180'), 83)
(('3', '265', '168', '146', '168', '3', '3'), 83)
(('175', '174', '175', '162', '195', '13', '195'), 83)
(('174', '175', '162', '195', '13', '195', '195'), 82)
(('3', '168', '102', '102', '3', '168', '3'), 82)
(('102', '168', '102', '168', '102', '102', '168'), 82)
(('3', '4', '3', '4', '4', '4', '3'), 82)
(('175', '162', '195', '13', '195', '195', '195'), 82)
(('91', '195', '102', '102', '78', '168', '102'), 82)
(('3', '6', '91', '195', '102', '102', '78'), 82)
(('6', '91', '195', '102', '102', '78', '168'), 82)
(('5', '140', '197', '192', '140', '91', '6'), 81)
(('3', '3', '3', '3', '78', '3', '3'), 81)
(('4', '78', '4', '78', '4', '78', '4'), 80)
(('168', '240', '3', '240', '240', '240', '240'), 80)
(('192', '192', '192', '192', '6', '33', '5'), 80)
(('102', '102', '78', '168', '102', '168', '54'), 80)
(('168', '146', '168', '3', '3', '3', '265'), 80)
(('197', '192', '192', '192', '192', '6', '33'), 80)
(('240', '3', '240', '240', '240', '240', '240'), 79)
(('13', '102', '102', '102', '102', '6', '195'), 79)
(('4', '4', '3', '3', '4', '4', '4'), 79)
(('102', '78', '168', '102', '168', '54', '102'), 78)
(('3', '3', '3', '3', '4', '3', '3'), 77)
(('3', '3', '3', '78', '3', '3', '3'), 77)
(('102', '102', '102', '102', '6', '195', '5'), 77)
(('3', '3', '3', '3', '3', '78', '3'), 77)
(('195', '102', '102', '78', '168', '102', '168'), 77)
(('168', '265', '102', '102', '3', '265', '168'), 77)
(('102', '102', '102', '6', '195', '5', '197'), 76)
(('3', '240', '240', '240', '240', '240', '102'), 76)
(('102', '102', '3', '168', '3', '168', '102'), 76)
(('197', '192', '3', '6', '91', '195', '5'), 76)
(('3', '3', '78', '3', '3', '3', '3'), 76)
(('78', '265', '240', '240', '78', '265', '240'), 76)
(('102', '102', '6', '195', '5', '197', '192'), 75)
(('240', '240', '265', '221', '221', '265', '265'), 75)
(('197', '197', '192', '3', '3', '3', '3'), 75)
(('78', '4', '78', '4', '78', '4', '78'), 75)
(('78', '168', '102', '168', '54', '102', '6'), 75)
(('4', '4', '4', '3', '3', '4', '4'), 74)
(('146', '168', '3', '3', '3', '265', '3'), 74)
(('5', '197', '192', '3', '197', '3', '6'), 74)
(('168', '3', '3', '3', '265', '3', '265'), 74)
(('196', '78', '265', '240', '240', '196', '78'), 74)
(('197', '192', '3', '197', '3', '6', '91'), 74)
(('3', '3', '3', '265', '3', '265', '168'), 74)
(('4', '3', '3', '4', '3', '4', '4'), 73)
(('195', '5', '221', '197', '192', '6', '5'), 73)
(('3', '4', '3', '3', '3', '3', '3'), 73)
(('78', '168', '146', '168', '3', '3', '3'), 72)
(('265', '168', '146', '168', '3', '3', '3'), 72)
(('102', '102', '168', '102', '168', '102', '102'), 72)
(('3', '78', '3', '3', '3', '3', '3'), 72)
(('5', '221', '197', '192', '6', '45', '45'), 71)
(('168', '102', '102', '168', '102', '168', '102'), 71)
(('192', '3', '6', '91', '195', '5', '197'), 71)
(('102', '3', '168', '3', '168', '102', '102'), 70)
(('45', '5', '197', '192', '3', '3', '6'), 70)
(('3', '3', '3', '3', '3', '3', '78'), 70)
(('195', '5', '221', '197', '192', '6', '45'), 70)
(('240', '240', '240', '240', '240', '102', '168'), 70)
(('6', '91', '6', '195', '5', '5', '5'), 70)
(('3', '3', '3', '3', '3', '4', '3'), 69)
(('5', '3', '3', '3', '3', '3', '3'), 69)
(('168', '265', '78', '168', '146', '168', '3'), 69)
(('265', '78', '168', '146', '168', '3', '3'), 69)
(('102', '102', '6', '102', '102', '6', '5'), 68)
(('3', '197', '192', '192', '6', '125', '125'), 68)
(('146', '168', '3', '3', '3', '3', '265'), 68)
(('4', '3', '4', '3', '4', '3', '3'), 68)
(('3', '4', '3', '3', '4', '3', '4'), 68)
(('3', '168', '3', '168', '102', '102', '3'), 68)
(('3', '3', '4', '3', '3', '3', '3'), 68)
(('3', '3', '3', '3', '265', '168', '265'), 68)
(('168', '3', '3', '3', '3', '265', '168'), 68)
(('3', '45', '45', '3', '3', '3', '3'), 67)
(('78', '3', '3', '3', '3', '3', '3'), 67)
(('240', '240', '240', '265', '240', '240', '240'), 67)
(('102', '168', '54', '102', '6', '265', '78'), 67)
(('4', '4', '3', '3', '4', '3', '4'), 67)
(('168', '3', '168', '102', '102', '3', '168'), 67)
(('3', '3', '265', '168', '3', '3', '265'), 67)
(('265', '240', '240', '240', '265', '240', '240'), 67)
(('4', '3', '4', '4', '3', '3', '4'), 67)
(('5', '221', '197', '192', '6', '5', '5'), 66)
(('102', '168', '102', '102', '168', '168', '102'), 66)
(('3', '3', '3', '265', '168', '265', '78'), 66)
(('240', '240', '240', '78', '265', '240', '240'), 66)
(('221', '221', '221', '168', '3', '102', '168'), 66)
(('6', '91', '195', '5', '5', '5', '5'), 66)
(('196', '78', '265', '240', '240', '196', '240'), 65)
(('63', '6', '11', '45', '33', '192', '33'), 65)
(('78', '265', '240', '240', '196', '78', '265'), 65)
(('85', '85', '85', '85', '85', '85', '85'), 65)
(('265', '168', '265', '78', '168', '146', '168'), 65)
(('4', '3', '4', '3', '3', '4', '3'), 65)
(('3', '3', '3', '4', '3', '3', '3'), 65)
(('45', '45', '3', '3', '3', '3', '3'), 65)
(('125', '180', '125', '180', '125', '180', '125'), 65)
(('4', '3', '3', '4', '3', '4', '3'), 64)
(('3', '4', '3', '4', '3', '3', '4'), 64)
(('3', '265', '168', '265', '78', '168', '146'), 64)
(('3', '3', '3', '45', '45', '3', '3'), 64)
(('265', '102', '102', '3', '265', '168', '3'), 64)
(('221', '265', '265', '240', '240', '265', '221'), 64)
(('3', '3', '45', '45', '3', '3', '3'), 63)
(('221', '6', '221', '63', '6', '221', '6'), 63)
(('45', '45', '5', '197', '192', '3', '3'), 63)
(('221', '63', '6', '221', '6', '221', '63'), 63)
(('3', '102', '168', '102', '168', '102', '6'), 63)
(('6', '221', '63', '6', '221', '6', '221'), 63)
(('4', '4', '3', '4', '3', '3', '4'), 63)
(('5', '221', '6', '221', '63', '6', '221'), 63)
(('3', '6', '91', '6', '195', '5', '5'), 63)
(('168', '3', '102', '168', '102', '168', '102'), 63)
(('140', '140', '6', '195', '195', '195', '195'), 63)
(('102', '102', '3', '265', '168', '3', '265'), 63)
(('3', '3', '4', '4', '4', '3', '4'), 63)
(('168', '146', '168', '146', '168', '146', '168'), 62)
(('3', '3', '265', '168', '265', '78', '168'), 62)
(('4', '3', '4', '3', '3', '4', '4'), 62)
(('3', '3', '3', '3', '3', '45', '45'), 62)
(('265', '221', '221', '265', '265', '240', '240'), 62)
(('180', '125', '180', '125', '180', '125', '180'), 62)
(('168', '54', '102', '6', '102', '102', '102'), 62)
(('265', '256', '265', '265', '256', '265', '265'), 62)
(('265', '265', '256', '265', '265', '256', '265'), 61)
(('196', '240', '78', '240', '265', '240', '240'), 61)
(('3', '3', '4', '3', '4', '3', '4'), 61)
(('3', '140', '140', '6', '195', '195', '195'), 61)
(('3', '3', '3', '3', '45', '45', '3'), 61)
(('3', '3', '3', '3', '3', '4', '4'), 61)
(('6', '6', '195', '5', '5', '5', '5'), 61)
(('240', '265', '221', '221', '265', '265', '240'), 60)
(('91', '195', '5', '5', '5', '5', '195'), 60)
(('5', '197', '197', '192', '3', '3', '195'), 60)
(('78', '265', '102', '102', '102', '13', '102'), 60)
(('146', '168', '146', '168', '146', '168', '146'), 60)
(('221', '221', '265', '265', '240', '240', '265'), 60)
(('221', '221', '221', '221', '221', '168', '102'), 60)
(('174', '11', '45', '33', '192', '33', '5'), 60)
(('158', '158', '158', '158', '158', '158', '158'), 60)
(('168', '54', '102', '6', '265', '78', '78'), 60)
(('240', '196', '240', '78', '240', '265', '240'), 60)
(('3', '4', '3', '3', '4', '4', '4'), 60)
(('268', '45', '45', '5', '197', '192', '3'), 59)
(('192', '3', '197', '3', '6', '91', '6'), 59)
(('54', '102', '6', '102', '102', '102', '102'), 59)
(('256', '265', '265', '256', '265', '265', '256'), 59)
(('3', '6', '91', '5', '197', '197', '192'), 59)
(('3', '265', '168', '3', '3', '265', '3'), 59)
(('265', '265', '240', '240', '265', '221', '221'), 59)
(('180', '180', '180', '180', '180', '180', '78'), 59)
(('3', '168', '7', '3', '168', '7', '3'), 59)
(('168', '146', '3', '3', '265', '168', '3'), 58)
(('265', '240', '240', '265', '221', '221', '265'), 58)
(('45', '3', '45', '45', '45', '3', '45'), 58)
(('174', '174', '174', '11', '45', '33', '192'), 58)
(('240', '265', '240', '240', '240', '196', '78'), 58)
(('168', '168', '168', '168', '168', '168', '168'), 58)
(('45', '45', '45', '91', '195', '5', '221'), 58)
(('3', '6', '91', '195', '195', '195', '195'), 58)
(('168', '102', '168', '168', '102', '168', '168'), 58)
(('221', '221', '168', '3', '102', '168', '102'), 58)
(('140', '140', '140', '140', '140', '140', '140'), 58)
(('174', '174', '11', '45', '33', '192', '33'), 57)
(('102', '102', '6', '5', '197', '192', '3'), 57)
(('3', '45', '45', '45', '3', '45', '45'), 57)
(('3', '6', '3', '6', '195', '195', '195'), 57)
(('7', '3', '168', '7', '3', '168', '7'), 56)
(('265', '168', '265', '102', '102', '3', '265'), 56)
(('4', '3', '3', '4', '4', '3', '4'), 56)
(('265', '168', '168', '146', '3', '3', '265'), 56)
(('195', '5', '3', '197', '192', '192', '6'), 56)
(('102', '6', '5', '197', '192', '3', '3'), 56)
(('221', '168', '3', '102', '168', '102', '168'), 56)
(('125', '125', '125', '125', '91', '45', '45'), 56)
(('4', '4', '4', '4', '3', '3', '3'), 56)
(('265', '102', '265', '168', '102', '102', '265'), 56)
(('102', '3', '265', '168', '3', '265', '168'), 56)
(('3', '3', '3', '3', '4', '4', '4'), 56)
(('168', '7', '3', '168', '7', '3', '168'), 56)
(('195', '195', '195', '195', '195', '3', '3'), 55)
(('168', '168', '102', '168', '168', '102', '168'), 55)
(('180', '180', '180', '180', '180', '180', '240'), 55)
(('4', '4', '3', '4', '4', '3', '3'), 55)
(('196', '240', '240', '78', '265', '240', '240'), 55)
(('168', '168', '102', '102', '168', '102', '168'), 55)
(('221', '197', '192', '6', '5', '5', '5'), 55)
(('3', '3', '3', '3', '6', '91', '195'), 55)
(('265', '240', '240', '196', '240', '78', '240'), 55)
(('78', '265', '240', '240', '196', '240', '78'), 54)
(('3', '3', '4', '3', '4', '4', '4'), 54)
(('240', '240', '78', '240', '265', '240', '240'), 54)
(('102', '6', '102', '102', '102', '102', '102'), 54)
(('146', '3', '3', '265', '168', '3', '3'), 54)
(('265', '240', '240', '78', '265', '240', '240'), 54)
