(('195', '195', '195', '195', '195'), 399)
(('3', '19', '3', '19', '19'), 50)
(('3', '168', '265', '265', '168'), 50)
(('5', '3', '197', '192', '192'), 49)
(('192', '6', '33', '5', '3'), 49)
(('3', '168', '168', '168', '265'), 49)
(('6', '33', '5', '3', '197'), 49)
(('168', '265', '168', '168', '3'), 49)
(('33', '5', '3', '197', '192'), 49)
(('168', '168', '3', '265', '265'), 48)
(('265', '265', '265', '3', '168'), 48)
(('19', '3', '19', '19', '3'), 47)
(('19', '19', '19', '3', '3'), 47)
(('19', '19', '19', '3', '19'), 47)
(('19', '19', '3', '3', '19'), 47)
(('3', '265', '168', '265', '265'), 46)
(('265', '3', '168', '168', '168'), 46)
(('3', '168', '3', '168', '168'), 46)
(('265', '265', '265', '168', '3'), 46)
(('168', '265', '3', '168', '168'), 46)
(('168', '3', '168', '3', '265'), 45)
(('3', '265', '168', '168', '265'), 45)
(('3', '168', '3', '168', '265'), 45)
(('168', '168', '265', '265', '3'), 45)
(('3', '168', '3', '265', '265'), 44)
(('168', '168', '3', '168', '3'), 43)
(('265', '168', '3', '265', '3'), 43)
(('3', '3', '265', '168', '168'), 43)
(('168', '265', '265', '3', '3'), 43)
(('168', '265', '265', '3', '168'), 42)
(('3', '168', '168', '168', '3'), 42)
(('3', '265', '265', '265', '3'), 42)
(('192', '192', '6', '33', '5'), 42)
(('168', '168', '168', '3', '265'), 42)
(('3', '3', '265', '265', '265'), 42)
(('19', '3', '19', '19', '19'), 42)
(('3', '168', '265', '265', '3'), 41)
(('265', '3', '265', '3', '168'), 41)
(('3', '168', '3', '265', '168'), 40)
(('265', '265', '3', '3', '168'), 40)
(('168', '3', '3', '265', '168'), 40)
(('168', '3', '265', '168', '168'), 40)
(('3', '265', '3', '168', '265'), 40)
(('19', '19', '19', '19', '19'), 40)
(('265', '265', '3', '265', '3'), 40)
(('3', '19', '19', '19', '19'), 40)
(('3', '168', '265', '168', '3'), 39)
(('3', '265', '168', '265', '3'), 39)
(('3', '265', '168', '3', '168'), 39)
(('19', '19', '3', '19', '19'), 39)
(('265', '265', '3', '168', '265'), 39)
(('265', '3', '168', '168', '265'), 39)
(('19', '3', '19', '3', '19'), 39)
(('3', '265', '3', '265', '265'), 38)
(('265', '168', '3', '265', '168'), 38)
(('265', '265', '3', '168', '3'), 38)
(('168', '3', '3', '168', '168'), 38)
(('3', '3', '168', '265', '265'), 38)
(('3', '3', '168', '168', '265'), 38)
(('3', '168', '265', '3', '265'), 38)
(('265', '265', '265', '3', '3'), 38)
(('168', '3', '168', '265', '3'), 38)
(('265', '265', '3', '3', '265'), 37)
(('3', '3', '3', '265', '265'), 37)
(('19', '19', '19', '19', '3'), 37)
(('265', '3', '3', '265', '265'), 37)
(('3', '168', '3', '3', '168'), 37)
(('168', '3', '265', '3', '168'), 36)
(('168', '3', '168', '3', '3'), 36)
(('3', '265', '3', '168', '168'), 36)
(('168', '168', '265', '3', '3'), 36)
(('168', '265', '3', '265', '3'), 36)
(('265', '3', '168', '3', '168'), 36)
(('265', '265', '3', '168', '168'), 35)
(('125', '125', '125', '125', '125'), 35)
(('168', '3', '265', '3', '265'), 35)
(('265', '3', '3', '168', '265'), 35)
(('265', '3', '3', '168', '168'), 35)
(('3', '265', '265', '3', '265'), 35)
(('265', '3', '168', '265', '3'), 34)
(('265', '168', '168', '3', '3'), 34)
(('265', '265', '168', '3', '3'), 34)
(('168', '3', '265', '168', '3'), 33)
(('168', '3', '3', '168', '265'), 33)
(('3', '3', '168', '265', '168'), 33)
(('168', '265', '3', '3', '265'), 32)
(('3', '168', '168', '265', '3'), 32)
(('168', '168', '3', '3', '265'), 32)
(('3', '3', '265', '265', '168'), 32)
(('265', '3', '265', '265', '3'), 32)
(('265', '168', '3', '3', '168'), 32)
(('265', '3', '265', '3', '3'), 31)
(('3', '265', '168', '168', '3'), 31)
(('265', '3', '168', '3', '265'), 31)
(('168', '265', '3', '3', '168'), 31)
(('265', '3', '265', '168', '3'), 31)
(('175', '175', '175', '175', '175'), 31)
(('168', '168', '3', '3', '168'), 31)
(('3', '3', '265', '168', '265'), 30)
(('265', '168', '265', '3', '3'), 30)
(('265', '3', '168', '168', '3'), 30)
(('168', '3', '3', '265', '265'), 30)
(('168', '3', '3', '168', '3'), 30)
(('3', '168', '3', '168', '3'), 30)
(('3', '3', '168', '168', '168'), 29)
(('3', '168', '265', '3', '168'), 29)
(('168', '265', '3', '168', '3'), 29)
(('265', '168', '3', '3', '265'), 29)
(('168', '265', '168', '3', '3'), 29)
(('168', '3', '265', '265', '3'), 28)
(('3', '197', '192', '192', '6'), 28)
(('3', '168', '3', '3', '265'), 28)
(('168', '168', '168', '3', '3'), 28)
(('3', '3', '168', '168', '3'), 27)
(('265', '3', '3', '265', '3'), 27)
(('265', '3', '265', '3', '265'), 27)
(('265', '3', '3', '265', '168'), 27)
(('168', '3', '3', '3', '168'), 27)
(('3', '265', '3', '3', '265'), 27)
(('3', '3', '168', '3', '265'), 27)
(('265', '168', '3', '3', '3'), 26)
(('3', '3', '168', '3', '168'), 26)
(('3', '265', '265', '3', '3'), 26)
(('3', '3', '265', '265', '3'), 26)
(('265', '265', '3', '3', '3'), 25)
(('3', '168', '168', '3', '3'), 25)
(('3', '168', '168', '3', '265'), 25)
(('3', '265', '3', '265', '3'), 25)
(('168', '168', '3', '3', '3'), 25)
(('3', '265', '168', '3', '265'), 25)
(('168', '3', '3', '3', '265'), 25)
(('265', '3', '3', '3', '3'), 24)
(('3', '265', '3', '265', '168'), 24)
(('3', '265', '3', '168', '3'), 24)
(('3', '3', '3', '265', '168'), 24)
(('3', '3', '3', '3', '265'), 23)
(('3', '265', '168', '3', '3'), 23)
(('3', '265', '265', '3', '168'), 23)
(('3', '3', '265', '3', '265'), 22)
(('265', '3', '168', '3', '3'), 22)
(('3', '168', '3', '265', '3'), 22)
(('265', '3', '3', '3', '265'), 22)
(('197', '192', '192', '6', '33'), 21)
(('197', '192', '192', '192', '6'), 21)
(('265', '3', '3', '168', '3'), 21)
(('3', '197', '192', '192', '192'), 21)
(('3', '3', '265', '168', '3'), 21)
(('192', '192', '192', '6', '33'), 21)
(('168', '3', '3', '265', '3'), 21)
(('3', '3', '3', '168', '168'), 20)
(('3', '3', '265', '3', '3'), 20)
(('3', '3', '3', '168', '3'), 20)
(('3', '3', '168', '3', '3'), 20)
(('3', '3', '265', '3', '168'), 19)
(('168', '265', '3', '3', '3'), 19)
(('3', '265', '3', '3', '168'), 18)
(('168', '168', '3', '265', '3'), 18)
(('3', '168', '3', '3', '3'), 17)
(('142', '142', '142', '142', '142'), 16)
(('3', '265', '3', '3', '3'), 16)
(('3', '3', '3', '168', '265'), 16)
(('265', '3', '3', '3', '168'), 16)
(('168', '265', '43', '3', '265'), 15)
(('168', '3', '3', '3', '3'), 15)
(('142', '142', '142', '265', '142'), 14)
(('3', '3', '3', '3', '168'), 13)
(('168', '3', '265', '3', '3'), 13)
(('3', '168', '265', '3', '3'), 13)
(('265', '43', '3', '265', '43'), 13)
(('3', '3', '3', '265', '3'), 12)
(('142', '265', '142', '142', '142'), 12)
(('265', '102', '168', '168', '168'), 12)
(('102', '168', '168', '168', '265'), 12)
(('265', '265', '102', '168', '168'), 11)
(('102', '265', '168', '168', '168'), 11)
(('168', '168', '102', '168', '168'), 11)
(('168', '168', '146', '168', '168'), 10)
(('168', '265', '102', '265', '168'), 10)
(('142', '142', '142', '146', '142'), 10)
(('168', '102', '265', '168', '168'), 10)
(('43', '265', '3', '168', '265'), 9)
(('168', '102', '168', '168', '168'), 9)
(('43', '168', '265', '168', '3'), 9)
(('168', '146', '168', '168', '168'), 9)
(('265', '168', '168', '265', '43'), 9)
(('168', '168', '168', '168', '102'), 9)
(('142', '265', '142', '265', '142'), 9)
(('265', '265', '43', '168', '265'), 9)
(('146', '168', '168', '168', '168'), 9)
(('265', '43', '3', '168', '3'), 8)
(('142', '3', '3', '142', '3'), 8)
(('265', '43', '168', '265', '265'), 8)
(('168', '265', '168', '265', '43'), 8)
(('175', '142', '142', '142', '142'), 8)
(('168', '265', '168', '168', '102'), 8)
(('102', '168', '168', '168', '168'), 8)
(('168', '43', '265', '265', '265'), 8)
(('102', '168', '265', '168', '168'), 8)
(('168', '168', '43', '3', '265'), 8)
(('168', '168', '168', '146', '168'), 8)
(('43', '265', '168', '168', '265'), 8)
(('142', '142', '142', '142', '146'), 8)
(('43', '168', '265', '265', '168'), 8)
(('3', '3', '168', '265', '3'), 8)
(('78', '78', '78', '78', '5'), 8)
(('43', '265', '265', '265', '168'), 8)
(('168', '168', '265', '43', '265'), 8)
(('43', '168', '265', '265', '3'), 8)
(('265', '43', '265', '168', '168'), 8)
(('168', '168', '168', '265', '102'), 8)
(('265', '168', '168', '102', '168'), 8)
(('265', '168', '3', '265', '43'), 8)
(('168', '168', '168', '102', '168'), 8)
(('168', '265', '168', '265', '102'), 8)
(('168', '168', '168', '102', '265'), 7)
(('168', '3', '265', '168', '43'), 7)
(('57', '175', '54', '175', '6'), 7)
(('6', '174', '174', '174', '174'), 7)
(('174', '174', '174', '11', '45'), 7)
(('142', '142', '146', '142', '142'), 7)
(('125', '125', '125', '125', '91'), 7)
(('174', '174', '174', '174', '11'), 7)
(('174', '57', '175', '54', '175'), 7)
(('192', '33', '5', '197', '192'), 7)
(('265', '142', '142', '3', '265'), 7)
(('91', '258', '311', '240', '240'), 7)
(('142', '142', '175', '142', '142'), 7)
(('175', '6', '3', '6', '174'), 7)
(('168', '265', '43', '265', '168'), 7)
(('265', '265', '265', '265', '43'), 7)
(('243', '125', '125', '125', '125'), 7)
(('3', '43', '168', '265', '265'), 7)
(('168', '43', '265', '3', '168'), 7)
(('125', '125', '125', '91', '258'), 7)
(('197', '192', '6', '33', '5'), 7)
(('11', '45', '33', '192', '33'), 7)
(('265', '265', '265', '43', '168'), 7)
(('4', '3', '3', '3', '3'), 7)
(('168', '265', '265', '43', '265'), 7)
(('168', '265', '168', '168', '146'), 7)
(('265', '168', '265', '43', '3'), 7)
(('3', '168', '265', '43', '3'), 7)
(('33', '192', '33', '5', '197'), 7)
(('174', '174', '11', '45', '33'), 7)
(('192', '6', '192', '192', '243'), 7)
(('195', '195', '195', '195', '5'), 7)
(('43', '3', '168', '265', '168'), 7)
(('192', '192', '243', '125', '125'), 7)
(('3', '6', '174', '174', '174'), 7)
(('6', '3', '6', '174', '174'), 7)
(('240', '174', '174', '175', '191'), 7)
(('125', '91', '258', '311', '240'), 7)
(('265', '102', '265', '168', '168'), 7)
(('33', '5', '197', '192', '6'), 7)
(('265', '43', '265', '265', '168'), 7)
(('6', '192', '192', '243', '125'), 7)
(('3', '3', '142', '3', '3'), 7)
(('168', '168', '102', '265', '168'), 7)
(('45', '33', '192', '33', '5'), 7)
(('175', '54', '175', '6', '3'), 7)
(('142', '146', '142', '265', '142'), 7)
(('311', '240', '240', '174', '174'), 7)
(('146', '142', '142', '3', '142'), 7)
(('258', '311', '240', '240', '174'), 7)
(('265', '146', '168', '168', '168'), 7)
(('192', '243', '125', '125', '125'), 7)
(('3', '3', '3', '3', '33'), 7)
(('168', '265', '102', '168', '168'), 7)
(('174', '174', '174', '57', '175'), 7)
(('3', '168', '3', '168', '43'), 7)
(('54', '175', '6', '3', '6'), 7)
(('174', '11', '45', '33', '192'), 7)
(('125', '125', '91', '258', '311'), 7)
(('174', '174', '175', '191', '122'), 7)
(('3', '265', '168', '43', '265'), 7)
(('146', '142', '142', '142', '142'), 7)
(('240', '240', '174', '174', '175'), 7)
(('192', '192', '6', '192', '192'), 7)
(('174', '174', '57', '175', '54'), 7)
(('175', '174', '174', '174', '57'), 7)
(('197', '192', '192', '6', '192'), 7)
(('142', '142', '146', '142', '265'), 7)
(('5', '197', '192', '6', '33'), 7)
(('43', '265', '265', '265', '3'), 7)
(('265', '102', '265', '168', '265'), 6)
(('175', '3', '175', '3', '175'), 6)
(('168', '168', '265', '102', '168'), 6)
(('122', '268', '45', '45', '5'), 6)
(('265', '102', '168', '265', '168'), 6)
(('175', '142', '265', '142', '142'), 6)
(('142', '142', '3', '142', '142'), 6)
(('3', '43', '168', '265', '168'), 6)
(('142', '142', '3', '142', '146'), 6)
(('265', '168', '265', '102', '168'), 6)
(('265', '168', '43', '265', '168'), 6)
(('265', '265', '43', '265', '265'), 6)
(('168', '3', '265', '43', '168'), 6)
(('3', '175', '3', '175', '3'), 6)
(('265', '43', '168', '265', '168'), 6)
(('168', '265', '102', '168', '265'), 6)
(('168', '265', '265', '102', '265'), 6)
(('168', '168', '265', '43', '3'), 6)
(('265', '142', '265', '142', '142'), 6)
(('168', '102', '168', '265', '168'), 6)
(('142', '175', '142', '142', '3'), 6)
(('265', '168', '265', '265', '102'), 6)
(('191', '122', '268', '45', '45'), 6)
(('174', '175', '191', '122', '268'), 6)
(('265', '265', '265', '102', '168'), 6)
(('265', '168', '43', '265', '3'), 6)
(('265', '265', '102', '265', '168'), 6)
(('3', '6', '91', '5', '197'), 6)
(('3', '168', '265', '265', '43'), 6)
(('168', '43', '168', '265', '265'), 6)
(('168', '168', '168', '265', '146'), 6)
(('168', '43', '3', '265', '3'), 6)
(('102', '265', '265', '168', '168'), 6)
(('265', '168', '168', '168', '102'), 6)
(('43', '3', '265', '265', '168'), 6)
(('265', '168', '265', '265', '43'), 6)
(('168', '3', '168', '168', '43'), 6)
(('168', '3', '265', '43', '265'), 6)
(('43', '265', '168', '265', '168'), 6)
(('168', '3', '168', '43', '265'), 6)
(('265', '168', '43', '168', '265'), 6)
(('175', '191', '122', '268', '45'), 6)
(('43', '3', '168', '3', '265'), 6)
(('43', '3', '265', '168', '265'), 6)
(('43', '3', '168', '168', '168'), 6)
(('102', '265', '168', '168', '265'), 6)
(('43', '3', '265', '43', '3'), 6)
(('3', '265', '43', '265', '168'), 6)
(('168', '265', '168', '102', '265'), 6)
(('265', '3', '3', '265', '43'), 6)
(('3', '3', '265', '265', '43'), 6)
(('168', '168', '265', '168', '102'), 6)
(('142', '265', '265', '142', '142'), 6)
(('168', '3', '43', '168', '265'), 6)
(('168', '265', '43', '265', '265'), 6)
(('265', '142', '142', '142', '265'), 6)
(('142', '142', '265', '142', '3'), 6)
(('43', '168', '265', '168', '265'), 5)
(('146', '142', '142', '146', '142'), 5)
(('168', '168', '168', '43', '3'), 5)
(('142', '265', '142', '175', '142'), 5)
(('265', '168', '265', '102', '265'), 5)
(('265', '168', '43', '168', '3'), 5)
(('168', '146', '168', '265', '168'), 5)
(('3', '142', '3', '3', '142'), 5)
(('102', '265', '168', '265', '168'), 5)
(('195', '78', '78', '78', '78'), 5)
(('3', '265', '265', '43', '265'), 5)
(('142', '142', '265', '142', '142'), 5)
(('168', '265', '265', '3', '43'), 5)
(('265', '43', '265', '168', '265'), 5)
(('168', '168', '168', '168', '43'), 5)
(('265', '43', '265', '265', '265'), 5)
(('3', '168', '265', '146', '168'), 5)
(('43', '265', '265', '168', '3'), 5)
(('102', '102', '102', '102', '102'), 5)
(('142', '3', '142', '142', '142'), 5)
(('142', '142', '265', '142', '265'), 5)
(('142', '142', '142', '3', '142'), 5)
(('265', '3', '43', '168', '265'), 5)
(('265', '168', '3', '168', '43'), 5)
(('142', '175', '146', '142', '142'), 5)
(('168', '168', '265', '102', '265'), 5)
(('3', '3', '3', '33', '3'), 5)
(('265', '43', '168', '168', '3'), 5)
(('195', '195', '195', '195', '3'), 5)
(('146', '3', '3', '265', '168'), 5)
(('168', '168', '168', '265', '43'), 5)
(('168', '3', '43', '265', '265'), 5)
(('6', '91', '5', '197', '192'), 5)
(('265', '168', '168', '43', '3'), 5)
(('43', '265', '168', '265', '265'), 5)
(('5', '195', '195', '195', '195'), 5)
(('168', '3', '168', '265', '43'), 5)
(('3', '168', '265', '168', '43'), 5)
(('3', '265', '168', '43', '168'), 5)
(('3', '265', '3', '43', '168'), 5)
(('142', '3', '265', '142', '142'), 5)
(('3', '265', '43', '168', '265'), 5)
(('43', '168', '3', '168', '168'), 5)
(('265', '265', '43', '168', '168'), 5)
(('168', '168', '265', '265', '102'), 5)
(('168', '265', '168', '146', '168'), 5)
(('168', '265', '265', '265', '102'), 5)
(('3', '43', '265', '265', '265'), 5)
(('146', '142', '265', '142', '265'), 5)
(('265', '168', '102', '265', '168'), 5)
(('265', '43', '168', '3', '3'), 5)
(('265', '168', '265', '43', '168'), 5)
(('142', '146', '142', '142', '146'), 5)
(('33', '3', '3', '3', '3'), 5)
(('3', '168', '168', '265', '43'), 5)
(('146', '265', '142', '142', '3'), 5)
(('102', '168', '168', '265', '168'), 5)
(('78', '78', '78', '265', '78'), 5)
(('265', '102', '168', '168', '265'), 5)
(('265', '168', '168', '102', '265'), 5)
(('3', '33', '3', '3', '3'), 5)
(('142', '142', '3', '265', '142'), 5)
(('3', '265', '43', '3', '168'), 5)
(('146', '168', '168', '3', '265'), 5)
(('168', '168', '102', '265', '265'), 5)
(('3', '3', '265', '43', '265'), 5)
(('43', '168', '168', '168', '265'), 5)
(('175', '142', '142', '3', '265'), 5)
(('3', '142', '142', '142', '265'), 5)
(('3', '142', '3', '265', '142'), 5)
(('168', '43', '265', '168', '265'), 5)
(('3', '78', '78', '78', '78'), 5)
(('168', '265', '168', '43', '168'), 5)
(('168', '265', '265', '102', '168'), 5)
(('78', '265', '78', '78', '78'), 5)
(('3', '195', '195', '195', '195'), 5)
(('168', '168', '102', '168', '265'), 5)
(('265', '43', '265', '3', '168'), 5)
(('43', '168', '3', '3', '265'), 5)
(('142', '3', '265', '3', '265'), 5)
(('265', '265', '43', '265', '168'), 5)
(('265', '168', '43', '168', '168'), 5)
(('168', '168', '265', '146', '168'), 5)
(('142', '142', '146', '142', '3'), 5)
(('265', '265', '43', '265', '3'), 5)
(('43', '3', '168', '3', '168'), 5)
(('265', '3', '142', '3', '265'), 5)
(('146', '168', '3', '168', '168'), 5)
(('265', '168', '265', '43', '265'), 5)
(('265', '168', '168', '146', '168'), 5)
(('265', '43', '3', '265', '265'), 5)
(('168', '168', '168', '168', '146'), 5)
(('168', '168', '3', '43', '265'), 5)
(('192', '3', '3', '6', '91'), 4)
(('146', '168', '168', '168', '265'), 4)
(('142', '175', '142', '142', '142'), 4)
(('43', '43', '168', '265', '3'), 4)
(('3', '265', '142', '142', '3'), 4)
(('168', '146', '168', '168', '146'), 4)
(('142', '265', '142', '3', '3'), 4)
(('265', '43', '43', '3', '265'), 4)
(('168', '168', '265', '43', '168'), 4)
(('43', '168', '265', '265', '265'), 4)
(('142', '142', '146', '142', '146'), 4)
(('168', '102', '265', '265', '168'), 4)
(('168', '102', '265', '265', '265'), 4)
(('3', '265', '168', '265', '43'), 4)
(('265', '43', '168', '265', '43'), 4)
(('142', '265', '142', '142', '175'), 4)
(('102', '168', '265', '168', '265'), 4)
(('265', '265', '142', '142', '3'), 4)
(('142', '146', '142', '142', '265'), 4)
(('142', '175', '175', '175', '175'), 4)
(('265', '265', '43', '43', '168'), 4)
(('43', '265', '265', '168', '168'), 4)
(('3', '142', '146', '142', '142'), 4)
(('175', '175', '265', '142', '142'), 4)
(('142', '142', '142', '142', '175'), 4)
(('142', '3', '3', '3', '3'), 4)
(('6', '54', '54', '54', '54'), 4)
(('192', '192', '6', '54', '54'), 4)
(('3', '168', '168', '146', '168'), 4)
(('142', '3', '142', '146', '142'), 4)
(('168', '168', '168', '146', '3'), 4)
(('3', '3', '43', '265', '168'), 4)
(('3', '265', '43', '265', '265'), 4)
(('168', '168', '43', '265', '265'), 4)
(('54', '54', '54', '54', '174'), 4)
(('3', '142', '142', '265', '142'), 4)
(('265', '142', '142', '142', '142'), 4)
(('168', '43', '168', '265', '168'), 4)
(('142', '175', '142', '265', '142'), 4)
(('168', '265', '43', '3', '168'), 4)
(('3', '142', '142', '3', '265'), 4)
(('142', '146', '142', '142', '3'), 4)
(('5', '197', '192', '192', '6'), 4)
(('43', '43', '3', '265', '265'), 4)
(('43', '265', '168', '43', '265'), 4)
(('3', '265', '168', '168', '43'), 4)
(('265', '265', '168', '168', '102'), 4)
(('3', '265', '43', '43', '3'), 4)
(('146', '265', '168', '168', '168'), 4)
(('3', '265', '265', '43', '168'), 4)
(('43', '168', '265', '43', '265'), 4)
(('265', '3', '43', '168', '168'), 4)
(('168', '43', '168', '168', '265'), 4)
(('142', '142', '142', '265', '146'), 4)
(('91', '5', '197', '192', '192'), 4)
(('168', '102', '168', '168', '265'), 4)
(('3', '3', '168', '265', '43'), 4)
(('265', '102', '265', '265', '168'), 4)
(('142', '3', '146', '142', '142'), 4)
(('3', '168', '168', '43', '265'), 4)
(('78', '78', '265', '78', '78'), 4)
(('175', '175', '142', '265', '142'), 4)
(('43', '3', '265', '3', '168'), 4)
(('168', '168', '265', '168', '146'), 4)
(('265', '265', '102', '265', '265'), 4)
(('43', '168', '265', '3', '3'), 4)
(('142', '142', '175', '142', '146'), 4)
(('265', '265', '168', '43', '3'), 4)
(('45', '45', '5', '197', '192'), 4)
(('265', '265', '175', '142', '142'), 4)
(('265', '168', '43', '265', '265'), 4)
(('265', '168', '102', '168', '265'), 4)
(('3', '142', '3', '3', '3'), 4)
(('265', '146', '142', '142', '142'), 4)
(('142', '142', '265', '142', '146'), 4)
(('45', '5', '197', '192', '3'), 4)
(('175', '146', '142', '142', '142'), 4)
(('265', '168', '168', '265', '102'), 4)
(('168', '168', '3', '43', '168'), 4)
(('5', '197', '192', '3', '3'), 4)
(('3', '168', '168', '43', '3'), 4)
(('142', '146', '142', '142', '142'), 4)
(('43', '265', '3', '3', '3'), 4)
(('175', '265', '142', '142', '142'), 4)
(('168', '3', '168', '43', '168'), 4)
(('265', '265', '265', '168', '43'), 4)
(('3', '43', '3', '43', '3'), 4)
(('142', '265', '142', '142', '146'), 4)
(('43', '43', '265', '168', '265'), 4)
(('168', '168', '146', '168', '265'), 4)
(('142', '142', '142', '175', '146'), 4)
(('168', '265', '265', '265', '43'), 4)
(('265', '78', '78', '78', '78'), 4)
(('142', '142', '265', '146', '142'), 4)
(('142', '3', '265', '3', '142'), 4)
(('3', '3', '6', '91', '5'), 4)
(('43', '168', '265', '3', '168'), 4)
(('265', '146', '142', '142', '3'), 4)
(('168', '146', '168', '3', '168'), 4)
(('3', '142', '265', '142', '142'), 4)
(('168', '265', '168', '168', '43'), 4)
(('54', '54', '174', '174', '174'), 4)
(('3', '4', '3', '3', '3'), 4)
(('43', '168', '3', '265', '168'), 4)
(('142', '265', '142', '146', '142'), 4)
(('43', '3', '265', '3', '265'), 4)
(('168', '265', '168', '102', '168'), 4)
(('168', '265', '265', '43', '168'), 4)
(('3', '104', '3', '265', '3'), 4)
